Iteration	Posterior	Likelihood	Prior	alpha_morpho	clock_morpho	diversification	extinction_rate	num_samp_anc	origin_time	psi	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	speciation_rate	t[1]	t[2]	t[3]	t[4]	t[5]	t[6]	t[7]	t[8]	t[9]	t[10]	t[11]	t[12]	t[13]	t[14]	t[15]	t[16]	t[17]	t[18]	t[19]	t[20]	t[21]	t[22]	t[23]	t[24]	turnover
3390	-7574.853	-7181.335	-393.5179	2.671379	0.1695751	0.6321272	0.2469686	19	4.870973	0.2688583	0.362125	0.711541	1.08033	1.846	0.8790959	1.87578	0.425608	0.0779054	1.27238	1.06202	0.0410754	1.61146	0.455816	1.13789	1.21111	0.715578	0.842315	1.76183	1.73313	0.0324074	0.868997	1.2361	0.800642	1.62524	1.32876	0.319368	0.170223	0.0384489	1.48928	0.2809348
3400	-7584.98	-7187.443	-397.537	2.06721	0.1780708	0.5930596	0.4044971	17	4.973714	0.2058295	0.301168	0.661976	1.07158	1.96527	0.9975567	1.89325	0.425608	0.0779054	1.25928	1.16952	0.0410754	1.6393	0.390971	1.13789	1.21111	0.609024	0.908296	1.76183	1.73313	0.0324074	0.868997	1.2361	0.805696	1.62524	1.32876	0.319368	0.170223	0.0384489	1.48928	0.4054878
3410	-7579.097	-7188.232	-390.8652	2.261232	0.2059903	0.5531321	0.3102795	18	4.996687	0.3074393	0.322584	0.680198	1.07534	1.92188	0.8634117	1.89325	0.425608	0.0513066	1.29821	1.17915	0.661895	1.50842	0.575947	0.933765	1.21111	0.609024	0.977302	1.76183	1.73313	0.0512485	0.868997	1.2361	0.805696	1.4704	1.32876	0.367052	0.105551	0.122479	1.55747	0.3593645
3420	-7563.306	-7175.138	-388.168	2.577447	0.1686178	0.7770895	0.1519137	19	4.650576	0.2246643	0.353678	0.705077	1.07946	1.86179	0.9290033	1.91979	0.118746	0.0513066	1.29821	1.17915	0.868527	1.53197	0.575947	1.18587	1.21111	0.393867	0.838764	1.76183	1.73313	0.0512485	0.941703	1.30399	0.805696	1.4704	1.32876	0.367052	0.138955	0.107092	1.55747	0.1635234
3430	-7570.215	-7181.286	-388.9286	2.523419	0.1847476	0.582088	0.3130102	19	4.748559	0.2439785	0.348666	0.701184	1.07889	1.87126	0.8950982	1.91979	0.319464	0.0513066	1.29821	1.17915	0.91887	1.55432	0.575947	0.893172	1.21111	0.481924	0.977357	1.77843	1.6751	0.0512485	0.941703	1.30399	0.805696	1.4704	1.23941	0.367052	0.13599	0.107092	1.55747	0.3496937
3440	-7569.471	-7177.887	-391.5833	2.395176	0.1881101	0.5100567	0.2780959	19	4.995902	0.3826743	0.336288	0.691381	1.07733	1.895	0.7881526	1.91979	0.320479	0.0513066	1.30882	1.16447	0.91887	1.56687	0.575947	1.22152	0.999176	0.292507	0.800554	1.77843	1.6751	0.0512485	0.941703	1.30399	0.805696	1.75235	1.23941	0.367052	0.131084	0.0647879	1.55747	0.3528453
3450	-7574.174	-7182.177	-391.9975	2.372033	0.1965392	0.6171842	0.4605998	18	4.800059	0.2489914	0.333979	0.689522	1.07702	1.89948	1.077784	1.79713	0.202339	0.0513066	1.30882	1.15574	0.326709	1.56348	0.710347	1.22152	0.999176	0.658069	0.639398	1.77843	1.6751	0.0512485	0.941703	1.33779	0.812214	1.75235	1.23941	0.367052	0.0878571	0.0647879	1.55747	0.4273582
3460	-7569.652	-7179.647	-390.0052	2.530836	0.1960582	0.5124188	0.4468554	18	4.644754	0.3024752	0.349361	0.701727	1.07897	1.86994	0.9592742	1.79713	0.202339	0.0513066	1.6231	1.15574	1.12958	1.69802	0.669327	1.11839	1.02664	0.629641	0.665698	1.69555	1.6751	0.0512485	0.830867	1.33779	0.766886	1.64371	1.32669	0.300287	0.0878571	0.0633603	1.43819	0.4658265
3470	-7562.566	-7171.793	-390.7725	2.456641	0.2058808	0.6806191	0.2204224	19	4.983396	0.3184784	0.342307	0.696183	1.07812	1.88339	0.9010414	1.88248	0.202339	0.0513066	1.6231	1.15574	0.787613	1.69802	0.558159	1.07897	1.02664	0.499058	0.864166	1.69555	1.6751	0.00265997	0.776089	1.37132	0.7478	1.64371	1.59622	0.336169	0.0814506	0.0633603	1.43819	0.2446307
3480	-7568.855	-7181.11	-387.7453	2.403956	0.190602	0.4396517	0.3274546	19	4.579618	0.2795499	0.337158	0.692079	1.07745	1.89331	0.7671064	1.88248	0.262559	0.0513066	1.6231	1.15574	0.646583	1.69802	0.513465	1.17964	1.02664	0.499058	0.796187	1.69555	1.6751	0.128598	0.916011	1.37132	0.7478	1.64371	1.59622	0.183552	0.091762	0.0633603	1.46885	0.4268699
3490	-7568.226	-7178.383	-389.8434	3.000605	0.1998122	0.4215932	0.2634756	19	4.877892	0.2284789	0.389309	0.731561	1.08252	1.79661	0.6850689	1.88248	0.201032	0.0513066	1.6231	1.15574	0.538257	1.7041	0.513465	1.17964	1.02664	0.430431	0.562408	1.6876	1.6751	0.128598	0.963682	1.37132	0.7478	1.65158	1.59622	0.183552	0.091762	0.0178175	1.62409	0.3845973
3500	-7568.123	-7179.795	-388.3272	2.22926	0.1937574	0.5012271	0.3827002	19	4.919506	0.2382881	0.319187	0.67737	1.07479	1.92865	0.8839273	1.76497	0.188658	0.0513066	1.40951	1.166	0.78316	1.67512	0.423158	1.17964	1.02664	0.430431	0.562408	1.6876	1.68372	0.128598	0.903454	1.37132	0.722236	1.5862	1.59622	0.183552	0.091762	0.0178175	1.62409	0.4329543
3510	-7562.26	-7172.406	-389.8542	2.150534	0.1830568	0.7220027	0.3289976	19	4.619668	0.2653532	0.310605	0.670123	1.07334	1.94593	1.051	1.76497	0.315158	0.0513066	1.40951	1.166	0.101071	1.67512	0.294769	1.17964	1.02664	0.505614	0.542168	1.6876	1.68372	0.128598	0.903454	1.37132	0.722236	1.5862	1.46314	0.429679	0.0880026	0.0178175	1.75109	0.3130328
3520	-7562.281	-7171.495	-390.7861	2.515026	0.1829277	0.5846528	0.3957164	19	4.766978	0.3729998	0.347877	0.700567	1.0788	1.87276	0.9803692	1.76497	0.304143	0.0513066	1.39735	1.166	0.367692	1.67512	0.657552	1.17964	0.860829	0.505614	0.542168	1.76185	1.68372	0.1298	0.903454	1.37132	0.722236	1.5862	1.46314	0.282087	0.122116	0.0178175	1.57514	0.4036401
3530	-7560.279	-7174.714	-385.5647	2.222062	0.1898722	0.5774473	0.3313377	19	4.638597	0.3269081	0.318415	0.676725	1.07467	1.93019	0.9087849	1.85531	0.217397	0.0494166	1.39735	1.166	0.367692	1.68291	0.290871	1.00878	0.860829	0.635357	0.542168	1.85314	1.91448	0.1298	0.903454	1.37132	0.698022	1.5862	1.46314	0.282087	0.0952519	0.0178175	1.57514	0.3645941
3540	-7557.619	-7168.027	-389.5913	2.070938	0.1995961	0.7745961	0.4178051	18	4.653177	0.2002559	0.301598	0.662351	1.07167	1.96438	1.192401	1.85531	0.210321	0.0494166	1.39735	1.166	0.249895	1.68291	0.46556	1.00878	0.860829	0.635357	0.640144	1.85314	1.91448	0.1298	0.903454	1.37132	0.698022	1.5862	1.46314	0.386663	0.0952519	0.0178175	1.57679	0.3503897
3550	-7553.413	-7170.608	-382.8053	2.251289	0.1864225	0.7598331	0.1592	20	4.883525	0.2431687	0.321533	0.679326	1.07517	1.92397	0.9190331	1.56315	0.210321	0.0494166	1.25689	1.166	0.249895	1.68291	0.704019	1.08371	0.860829	0.635357	0.725822	1.86822	1.91448	0.1298	0.903454	1.37132	0.698022	1.55179	1.31325	0.58296	0.136675	0.123763	1.58242	0.1732255
3560	-7570.526	-7177.289	-393.2376	1.884039	0.1969115	0.9201623	0.1148427	17	4.97389	0.4047076	0.279028	0.642087	1.0668	2.01209	1.035005	1.56315	0.218084	0.0606702	1.25689	1.00599	0.249895	1.68291	0.551525	1.2722	0.860829	0.635357	0.725822	1.86822	1.8661	0.1298	0.903454	1.34809	0.698022	1.55179	1.31325	0.58296	0.136675	0.155391	1.61039	0.1109586
3570	-7550.475	-7165.884	-384.5907	2.317837	0.1821346	0.6417826	0.2098575	18	4.928748	0.2899315	0.328476	0.685051	1.07623	1.91024	0.8516401	1.54734	0.218084	0.0606702	1.25689	1.07762	0.249895	1.68291	0.521177	1.17814	0.860829	0.615696	0.690626	1.86822	1.8661	0.18209	0.83087	1.34809	0.698022	1.63891	1.31325	0.403682	0.149111	0.155391	1.61039	0.2464157
3580	-7553.711	-7163.737	-389.9735	2.326992	0.2055554	0.5557986	0.3279588	17	4.744438	0.3843913	0.329415	0.685818	1.07637	1.9084	0.8837573	1.54734	0.218084	0.0606702	1.25689	1.07762	0.141373	1.71496	0.521177	1.00274	0.860829	0.393716	0.515166	1.86822	1.8661	0.0532891	0.83087	1.34809	0.686818	1.49467	1.52291	0.403682	0.115664	0.155391	1.61039	0.3710959
3590	-7562.347	-7174.301	-388.0459	2.4799	0.2086461	0.8476211	0.4002726	19	4.694453	0.1866562	0.344543	0.697949	1.0784	1.87911	1.247894	1.65373	0.218084	0.0606702	0.734794	1.07762	0.141373	1.70285	0.499195	1.00274	0.860829	0.403793	0.621923	1.86822	1.8661	0.0532891	1.06798	1.34809	0.670438	1.47119	1.52291	0.403682	0.115664	0.155391	1.61039	0.3207586
3600	-7556.796	-7167.856	-388.9398	2.338745	0.2005524	0.5288883	0.2940887	19	4.928655	0.1861196	0.330615	0.686795	1.07654	1.90605	0.822977	1.65373	0.265227	0.0606702	1.10682	1.07762	0.0386357	1.7158	0.369165	1.00274	0.860829	0.691819	0.579507	1.86822	1.87401	0.0532891	0.766291	1.34809	0.574925	1.47119	1.52291	0.229212	0.105089	0.0334397	1.58518	0.3573474
3610	-7562.487	-7176.837	-385.6504	2.535907	0.2011192	0.6175243	0.4343607	19	4.764208	0.1873472	0.349835	0.702096	1.07902	1.86905	1.051885	1.54742	0.237353	0.0606702	1.10682	1.07762	0.283214	1.7158	0.506146	1.00274	0.860829	0.522607	0.579507	1.86822	2.01688	0.0532891	0.766291	1.34809	0.574925	1.47119	1.51478	0.373948	0.221632	0.0334397	1.58518	0.4129356
3620	-7565.097	-7175.718	-389.378	2.800211	0.1973061	0.446917	0.4464371	19	4.766379	0.2903973	0.37319	0.71983	1.08133	1.82565	0.8933541	1.54742	0.237353	0.0606702	1.07672	1.07762	0.186023	1.73961	0.506146	1.00274	0.858354	0.683134	0.579507	1.9419	2.01688	0.0532891	0.766291	1.34809	0.598068	1.58193	1.51478	0.373948	0.221632	0.0334397	1.58518	0.4997314
3630	-7561.337	-7169.785	-391.5522	2.75187	0.1909251	0.6403868	0.2498195	18	4.74757	0.176319	0.369106	0.716793	1.08098	1.83312	0.8902063	1.54742	0.0936955	0.0606702	0.965372	1.05602	0.442859	1.77136	0.506146	1.00274	0.858354	0.683134	0.579507	1.91991	1.92601	0.054355	0.792756	1.34809	0.635725	1.60496	1.51478	0.509746	0.240506	0.0334397	1.58518	0.280631
3640	-7554.477	-7165.067	-389.4099	2.561961	0.1881337	0.6545744	0.2902128	18	4.565283	0.2090305	0.352253	0.703975	1.0793	1.86447	0.9447872	1.46107	0.15929	0.0606702	0.965372	1.10483	0.442859	1.7437	0.354044	1.00274	0.858354	0.689798	0.579507	1.91991	1.92601	0.109508	0.792756	1.34809	0.637664	1.60496	1.51478	0.504163	0.170295	0.0787253	1.58518	0.3071727
3650	-7564.591	-7176.684	-387.9072	2.137375	0.1993002	0.7653123	0.2396585	18	4.409001	0.3078373	0.30914	0.66887	1.07308	1.94892	1.004971	1.46107	0.34335	0.0606702	0.965372	1.10483	0.442859	1.7437	0.296953	1.00716	0.858354	0.689798	0.855534	1.62626	1.92601	0.109508	0.792756	1.34809	0.637664	1.65214	1.51478	0.353665	0.220562	0.0701864	1.58518	0.2384731
3660	-7561.49	-7171.576	-389.9138	2.052145	0.2034398	0.8732597	0.2944559	18	4.469254	0.2622678	0.299421	0.660447	1.07124	1.96889	1.167716	1.44657	0.263644	0.0606702	0.965372	1.10483	0.0665203	1.77041	0.296953	1.00716	0.858354	0.689798	0.855534	1.67513	1.6728	0.109508	0.792756	1.34809	0.643204	1.76191	1.51478	0.353665	0.220562	0.0701864	1.495	0.2521641
3670	-7568.806	-7182.096	-386.7101	2.433986	0.2067998	0.4432597	0.3093724	18	4.480512	0.293574	0.340107	0.694436	1.07784	1.88762	0.7526321	1.26304	0.263644	0.0606702	1.29649	1.10483	0.70676	1.72261	0.296953	1.00716	0.858354	0.689798	0.855534	1.67513	1.6728	0.109508	0.76109	1.34809	0.643204	1.76191	1.52843	0.353665	0.145665	0.0701864	1.495	0.411054
3680	-7557.927	-7170.788	-387.1386	2.097247	0.2099423	0.6771358	0.3503204	18	4.768875	0.3285701	0.304613	0.664972	1.07224	1.95817	1.027456	1.26304	0.263644	0.0606702	1.05912	1.10483	0.70676	1.72261	0.296953	1.00716	0.858354	0.505977	0.683963	1.86998	1.61439	0.109508	0.76109	1.34809	0.643204	1.51504	1.52843	0.295156	0.198929	0.0701864	1.37915	0.340959
3690	-7545.263	-7163.17	-382.0926	2.224038	0.2057704	0.7688352	0.258621	19	4.949866	0.3481576	0.318628	0.676902	1.0747	1.92977	1.027456	1.26304	0.309071	0.0606702	0.996698	1.10483	0.798974	1.75998	0.250705	1.00716	0.858354	0.505977	0.683963	1.86998	1.61439	0.109508	0.930329	1.34809	0.643204	1.51504	1.52843	0.295156	0.155226	0.0701864	1.37915	0.25171
3700	-7561.475	-7173.311	-388.1639	2.243207	0.1958484	0.6421365	0.3556122	17	4.503338	0.280203	0.320675	0.678612	1.07503	1.92568	0.9977486	1.45485	0.140013	0.0606702	1.21631	1.10483	0.620952	1.7788	0.250705	1.00716	0.858354	0.430036	0.69698	1.92835	1.61439	0.109508	0.930329	1.34809	0.635178	1.51504	1.52843	0.523888	0.193743	0.0417809	1.37915	0.3564146
3710	-7557.397	-7165.086	-392.3111	2.145127	0.1938981	0.4724817	0.5617222	17	4.700674	0.2624403	0.310004	0.669609	1.07323	1.94716	1.034204	1.57627	0.123656	0.0606702	1.21631	1.0008	0.143339	1.7788	0.247916	1.00716	0.858354	0.414712	0.779474	1.92835	1.61439	0.109508	0.930329	1.34809	0.60668	1.60421	1.52843	0.523888	0.193743	0.0372448	1.3913	0.5431445
3720	-7563.98	-7176.054	-387.9258	2.150695	0.2189665	0.5920013	0.3568889	18	4.5574	0.3433364	0.310623	0.670138	1.07334	1.9459	0.9488902	1.79317	0.274743	0.0606702	1.4145	1.09123	0.340679	1.7788	0.247916	1.00716	0.858354	0.317903	0.673947	1.92835	1.61439	0.109508	0.930329	1.34809	0.602074	1.50657	1.59809	0.513192	0.215909	0.0372448	1.3913	0.3761119
3730	-7572.992	-7187.659	-385.3332	2.788644	0.2004019	0.5820365	0.2224766	20	4.463408	0.3189479	0.37222	0.719111	1.08125	1.82742	0.8045131	1.52253	0.274743	0.0606702	1.31739	1.09123	0.217724	1.7788	0.611525	1.00716	0.858354	0.455395	0.711661	1.92835	1.61439	0.109508	0.930329	1.34809	0.602074	1.67259	1.59809	0.513192	0.215909	0.0372448	1.3913	0.2765357
3740	-7562.783	-7179.736	-383.0468	2.867652	0.1856559	0.7526727	0.2190236	19	4.688379	0.3224034	0.378757	0.723927	1.08178	1.81554	0.9716963	1.52253	0.306969	0.0606702	1.2796	1.04966	0.217724	1.7971	0.528486	1.00716	0.858354	0.445164	0.64647	1.92835	1.61439	0.0923745	0.930329	1.34253	0.602074	1.67259	1.59809	0.422899	0.257098	0.0974126	1.3913	0.2254033
3750	-7574.766	-7185.72	-389.0458	2.602123	0.1854868	0.9630645	0.2143708	19	4.942289	0.2683737	0.35593	0.706812	1.0797	1.85756	1.177435	1.42697	0.372454	0.0606702	1.2796	1.04966	0.166266	1.80402	0.198988	1.00716	0.858354	0.614421	0.792976	1.92835	1.61439	0.0923745	0.891145	1.34253	0.654214	1.67259	1.59809	0.555213	0.257098	0.0974126	1.3913	0.1820659
3760	-7564.741	-7178.389	-386.3526	2.361591	0.1901396	0.7401479	0.2979626	19	4.859767	0.3361945	0.332929	0.688673	1.07687	1.90153	1.03811	1.42697	0.372454	0.0606702	0.906932	1.04966	0.166266	1.83611	0.360428	1.00716	0.858354	0.446523	0.792976	1.92835	1.61439	0.0923745	0.961897	1.35887	0.654214	1.67259	1.61037	0.362204	0.22118	0.0974126	1.3913	0.287024
3770	-7567.253	-7179.088	-388.1649	3.18847	0.207071	0.8936171	0.2101923	19	4.686979	0.2989221	0.403336	0.741457	1.0833	1.77191	1.103809	1.62842	0.348788	0.0606702	0.906932	1.0128	0.212279	1.83611	0.360428	0.94754	0.858354	0.446523	0.766507	1.92835	1.61439	0.0923745	0.961897	1.35887	0.654214	1.67259	1.61037	0.243435	0.22118	0.0974126	1.3913	0.1904244
3780	-7559.871	-7178.546	-381.3258	2.345578	0.2140285	0.706406	0.2222204	19	4.939414	0.357376	0.33131	0.68736	1.07664	1.90469	0.9286264	1.62842	0.37483	0.0606702	0.870188	1.0128	0.176631	1.83611	0.323949	0.997807	0.858354	0.446523	0.706529	1.92835	1.61439	0.27329	0.961897	1.35887	0.599902	1.68919	1.69261	0.257403	0.22118	0.0974126	1.3913	0.2393001
3790	-7569.641	-7186.651	-382.9901	2.079605	0.1945652	0.9854887	0.3445594	19	4.06733	0.2187698	0.302596	0.66322	1.07186	1.96232	1.330048	1.19739	0.37483	0.0606702	0.870188	1.0128	0.188333	1.90376	0.306452	1.00084	0.914486	0.446523	0.748847	1.92835	1.61439	0.27329	0.942812	1.35887	0.599902	1.68919	1.69261	0.343022	0.157263	0.0974126	1.31529	0.2590578
3800	-7568.251	-7187.411	-380.8398	2.483961	0.2141223	0.5612799	0.3354676	18	4.758087	0.307523	0.344931	0.698255	1.07844	1.87837	0.8967475	1.36615	0.37483	0.0606702	0.870188	1.0128	0.505473	1.92822	0.320224	1.00084	0.914486	0.446523	0.748847	1.92835	1.70676	0.27329	0.942812	1.35887	0.599902	1.68919	1.69261	0.343022	0.292149	0.0974126	1.31529	0.3740937
3810	-7558.739	-7176.119	-382.6201	2.186983	0.21802	0.6621656	0.2001095	18	4.637818	0.253609	0.314618	0.67353	1.07403	1.93782	0.8622751	1.43011	0.396852	0.0606702	0.958827	1.0128	0.505473	1.85943	0.456114	1.00084	0.914486	0.446523	0.860006	2.09374	1.70676	0.155136	0.918681	1.3165	0.680807	1.49754	1.69261	0.343022	0.292149	0.0323532	1.31529	0.2320715
3820	-7551.196	-7168.114	-383.0813	2.341138	0.2055414	0.6507734	0.3231618	19	4.713039	0.2977813	0.330858	0.686993	1.07658	1.90557	0.9739352	1.43011	0.173715	0.0606702	1.33577	1.0128	0.184026	1.85943	0.293369	1.00084	0.914486	0.67534	0.600508	1.86806	1.70676	0.110916	0.918681	1.3165	0.680807	1.49754	1.69261	0.343022	0.256586	0.0323532	1.31529	0.3318104
3830	-7550.009	-7168.296	-381.7125	2.696591	0.2257937	0.5848924	0.3023394	19	4.532335	0.2346394	0.364337	0.713213	1.08054	1.84191	0.8872319	1.52225	0.103659	0.0510801	1.45737	1.0128	0.382551	1.85943	0.405871	0.917834	0.914486	0.543197	0.600508	1.86806	1.70676	0.110916	0.911509	1.3165	0.680807	1.49441	1.69261	0.343022	0.269206	0.0323532	1.31529	0.3407671
3840	-7546.634	-7166.553	-380.0811	2.426985	0.2138372	0.8203825	0.1109851	20	4.988651	0.2662158	0.339423	0.69389	1.07775	1.88894	0.9313676	1.52225	0.130437	0.121035	1.20594	1.0128	0.146798	1.85943	0.405871	0.917834	0.914486	0.543197	0.579623	1.89956	1.70676	0.110916	0.911509	1.29921	0.679837	1.49441	1.69261	0.402628	0.153625	0.0323532	1.31529	0.1191635
3850	-7551.279	-7169.966	-381.3136	2.149629	0.2133021	0.6162353	0.2347471	19	4.572458	0.2811141	0.310505	0.670037	1.07332	1.94614	0.8509824	1.52225	0.239387	0.121035	1.20594	1.0128	0.177094	1.85943	0.432255	0.762884	0.914486	0.543197	0.579623	1.89956	1.70676	0.19386	0.872076	1.29921	0.679837	1.49441	1.69261	0.402628	0.153625	0.0323532	1.31529	0.2758543
3860	-7566.618	-7189.401	-377.2174	2.001656	0.2348115	0.6914651	0.1916119	20	4.842119	0.3528166	0.293472	0.65519	1.07003	1.98131	0.8830769	1.52225	0.314493	0.121035	1.20594	1.0128	0.228464	1.85943	0.142713	0.762884	0.914486	0.46574	0.579623	1.80854	1.70676	0.19386	0.872076	1.29921	0.679837	1.49441	1.69261	0.465468	0.153625	0.0323532	1.2852	0.2169821
3870	-7552.751	-7174.297	-378.4543	2.714105	0.2120214	0.5954153	0.2671525	19	3.65894	0.3561139	0.36586	0.71436	1.08069	1.83909	0.8625678	1.5695	0.121543	0.121035	1.2545	1.0128	0.142505	1.85943	0.142713	0.810529	0.914486	0.46574	0.616409	1.80854	1.70676	0.19386	1.02189	1.29921	0.708094	1.49441	1.58822	0.275706	0.153625	0.15698	1.45494	0.3097177
3880	-7555.785	-7175.286	-380.499	2.682102	0.2186886	0.5091532	0.4260407	18	4.021458	0.3068511	0.363069	0.712255	1.08042	1.84425	0.9351939	1.56514	0.203386	0.113761	1.37053	1.0846	0.316543	1.85373	0.142713	0.810529	0.914486	0.46574	0.778555	1.80854	1.6	0.19386	0.832566	1.28389	0.708094	1.49441	1.58822	0.275706	0.153625	0.0709932	1.45494	0.455564
3890	-7559.693	-7178.105	-381.5877	2.113947	0.2162449	0.6895129	0.4638207	19	4.557708	0.2569667	0.306508	0.666608	1.0726	1.95429	1.153334	1.30676	0.184548	0.113761	1.18654	1.0846	0.497546	1.79547	0.142713	0.765948	0.914486	0.450037	0.490002	1.82425	1.6	0.263423	0.88626	1.28389	0.708094	1.49441	1.61567	0.318063	0.153625	0.0736644	1.40053	0.4021566
3900	-7560.832	-7177.931	-382.9014	2.191818	0.1960236	0.6419153	0.2272375	18	4.995705	0.28659	0.315145	0.673975	1.07412	1.93676	0.8691528	1.30676	0.184548	0.113761	1.18654	1.02225	0.497546	1.79547	0.221654	0.778196	0.914486	0.636377	0.820907	1.98081	1.69633	0.362468	0.88626	1.28389	0.708094	1.67372	1.43989	0.318063	0.136533	0.14378	1.40053	0.2614471
3910	-7577.495	-7196.209	-381.2858	2.036415	0.2053765	0.5684842	0.2910715	19	4.94475	0.3895655	0.297583	0.658831	1.07087	1.97271	0.8595557	1.30676	0.149123	0.113761	1.18654	1.02225	0.497546	1.79547	0.221654	0.778196	1.08412	0.3374	0.817518	1.98081	1.69633	0.362468	0.88626	1.28389	0.717328	1.67372	1.43989	0.373307	0.124433	0.14378	1.40159	0.3386302
3920	-7561.502	-7178.01	-383.4917	2.191267	0.2048258	0.5591806	0.5511572	18	4.206483	0.2404376	0.315085	0.673924	1.07411	1.93688	1.110338	1.87364	0.149123	0.113761	0.736694	1.02225	0.204835	1.79547	0.14101	0.778196	1.08412	0.3374	0.743563	1.96918	1.69633	0.194765	0.881777	1.28389	0.6902	1.67372	1.43989	0.373307	0.120751	0.14378	1.40159	0.496387
3930	-7558.069	-7174.548	-383.5203	2.424627	0.2045224	0.7492954	0.2494929	18	4.814025	0.3270466	0.339192	0.693706	1.07772	1.88938	0.9987883	1.87364	0.295161	0.113761	0.736694	1.02225	0.930099	1.79547	0.33441	0.778196	1.08412	0.418543	0.743563	1.96918	1.69633	0.106026	0.895762	1.28389	0.6902	1.67372	1.43989	0.324796	0.131477	0.14378	1.28696	0.2497956
3940	-7567.373	-7181.568	-385.8055	2.166775	0.2032282	0.798185	0.4877808	19	4.574955	0.1822225	0.312402	0.671652	1.07365	1.94229	1.285966	1.24675	0.159412	0.113761	1.07769	1.06158	0.930099	1.79547	0.42937	0.778196	1.08412	0.429167	0.743563	1.96918	1.69633	0.106026	0.895762	1.31463	0.727615	1.66001	1.43989	0.293213	0.131477	0.14378	1.28642	0.3793109
3950	-7570.849	-7190.338	-380.5109	2.120699	0.2032282	0.7011085	0.1742169	20	4.840403	0.2684404	0.307269	0.667264	1.07274	1.95273	0.8753254	1.79957	0.159412	0.113761	1.05259	1.06158	0.930099	1.79547	0.468284	0.774997	1.08412	0.384594	0.674894	1.96918	1.69633	0.106026	0.895762	1.31463	0.727615	1.66001	1.43989	0.400288	0.105658	0.14378	1.28642	0.199031
3960	-7554.427	-7172.603	-381.8238	2.379851	0.2202718	0.4566584	0.1890272	20	4.871178	0.4006085	0.334761	0.690153	1.07713	1.89796	0.6456856	1.79957	0.159412	0.113761	0.924486	1.06158	0.680548	1.83974	0.366205	0.882445	1.01688	0.384594	0.610871	1.83993	1.69633	0.106026	0.895762	1.3579	0.727615	1.66001	1.43989	0.314743	0.0987305	0.14378	1.28642	0.2927543
3970	-7547.467	-7170.255	-377.2119	2.588573	0.2113474	0.7272722	0.1932825	20	4.689823	0.3566012	0.354696	0.705863	1.07957	1.85987	0.9205547	1.73294	0.253477	0.0969041	0.924486	1.06008	0.647546	1.81593	0.3179	0.899766	1.01688	0.440496	0.600994	1.83993	1.69633	0.106026	0.895762	1.3579	0.727615	1.66001	1.73143	0.314743	0.165358	0.123906	1.27093	0.2099631
3980	-7554.935	-7177.693	-377.242	2.698815	0.2239651	0.7509473	0.2071284	19	4.218675	0.2367912	0.364531	0.71336	1.08056	1.84155	0.9580757	1.65076	0.0857095	0.0969041	0.924486	1.10209	0.578345	1.81593	0.465531	0.899766	1.01688	0.480635	0.712745	1.83993	1.7456	0.106026	0.825438	1.3579	0.727615	1.66001	1.73143	0.400136	0.0947687	0.0148267	1.27093	0.2161921
3990	-7560.908	-7185.171	-375.737	2.79742	0.219458	0.7486972	0.1731008	20	4.682669	0.2902765	0.372956	0.719657	1.08131	1.82607	0.921798	1.65076	0.0857095	0.0524191	0.924486	1.08277	0.578345	1.84489	0.430107	0.899766	1.01688	0.65347	0.693216	1.83993	1.7456	0.106026	0.825438	1.3579	0.727615	1.66001	1.73143	0.428598	0.171651	0.0148267	1.30647	0.1877861
4000	-7562.005	-7181.605	-380.4007	2.484572	0.2264142	0.6529685	0.3195791	20	4.986923	0.3764719	0.344989	0.698301	1.07845	1.87826	0.9725476	1.81983	0.270586	0.0524191	0.924486	1.08277	0.389394	1.83765	0.46528	0.899766	1.01688	0.708181	0.693216	1.83993	1.33952	0.106026	0.761262	1.3579	0.727615	1.66001	1.48115	0.277198	0.144123	0.0493894	1.30647	0.3286
4010	-7550.376	-7171.358	-379.0184	2.603261	0.2018981	0.6759727	0.1539746	20	4.73242	0.2658667	0.356033	0.706891	1.07971	1.85737	0.8299473	1.76732	0.270586	0.0524191	0.924486	1.08277	0.671902	1.81343	0.43868	0.899766	1.01688	0.634512	0.622517	1.83993	1.68156	0.106026	0.761262	1.3579	0.727615	1.58565	1.48115	0.277198	0.10302	0.0493894	1.30647	0.1855233
