Iteration	Posterior	Likelihood	Prior	alpha_morpho	clock_morpho	diversification	extinction_rate	num_samp_anc	origin_time	psi	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	speciation_rate	t[1]	t[2]	t[3]	t[4]	t[5]	t[6]	t[7]	t[8]	t[9]	t[10]	t[11]	t[12]	t[13]	t[14]	t[15]	t[16]	t[17]	t[18]	t[19]	t[20]	t[21]	t[22]	t[23]	t[24]	turnover
8780	-7497.932	-7124.222	-373.7101	1.613174	0.2130683	0.7065702	0.2499707	20	4.827456	0.2488999	0.242288	0.606371	1.05643	2.09491	0.9565409	1.62959	0.0964638	0.100944	1.23761	1.23297	2.30584	1.86	0.553287	0.613295	0.162886	0.72833	0.572225	2.22844	1.76662	1.50593	1.49425	1.48733	0.302672	1.69891	1.69309	0.411982	0.166546	0.639778	0.479366	0.2613278
8790	-7503.448	-7127.091	-376.3571	2.633282	0.2252788	1.083315	0.1567288	20	4.602011	0.3055548	0.358739	0.708964	1.07999	1.8523	1.240044	1.62959	0.302628	0.100944	1.34773	1.23297	1.51167	1.86	0.553287	0.636432	0.12709	0.798719	0.572225	2.22451	1.76662	1.50593	1.49425	1.48733	0.302672	1.69891	1.69309	0.532523	0.1656	0.640574	0.479366	0.1263897
8800	-7500.34	-7122.394	-377.9456	2.296726	0.203284	0.8833049	0.3119081	20	3.978817	0.2592641	0.326296	0.683263	1.07591	1.91453	1.195213	1.67075	0.171885	0.045828	1.34773	1.24255	1.4731	1.86	0.512023	0.636432	0.0477353	0.751084	0.635512	2.25744	1.61153	1.50593	1.20697	1.48733	0.302672	1.69891	1.69309	0.532523	0.195693	0.435473	0.530524	0.2609644
8810	-7508.808	-7130.834	-377.9745	2.436708	0.2210335	0.8695147	0.4019906	21	4.225641	0.2555497	0.340373	0.694647	1.07787	1.88711	1.271505	1.65042	0.273185	0.045828	1.12776	1.24817	1.55164	1.86	0.512023	0.636432	0.103194	0.751084	0.635512	2.25744	1.61153	1.50593	1.28744	1.61754	0.351315	1.75456	1.69309	0.386363	0.135558	0.435473	0.530524	0.3161533
8820	-7514.224	-7135.055	-379.1688	2.969715	0.2152716	0.7485464	0.2266737	21	4.687236	0.1994118	0.386905	0.729837	1.08236	1.8009	0.9752202	1.46767	0.196863	0.045828	1.12776	1.14249	1.55164	2.01329	0.512023	0.861841	0.0128412	0.748796	0.635512	2.25744	1.64111	1.41026	1.28744	1.49509	0.351315	1.74178	1.69309	0.386363	0.135558	0.677412	0.530524	0.2324334
8830	-7496.216	-7118.441	-377.7751	2.112792	0.2152716	0.7023542	0.2286316	20	4.680137	0.2831435	0.306377	0.666496	1.07257	1.95456	0.9309858	1.88821	0.146238	0.045828	1.12776	1.14249	1.6191	2.01329	0.263013	0.919732	0.0128412	0.90891	0.571564	2.25744	1.64111	1.41026	1.19235	1.49509	0.317887	1.74178	1.70984	0.282829	0.135558	0.801288	0.530524	0.2455802
8840	-7496.537	-7119.905	-376.6322	2.21379	0.2122787	0.7348847	0.2083089	20	4.775737	0.2649275	0.317526	0.675979	1.07452	1.93197	0.9431936	1.59901	0.146238	0.103395	0.840909	1.14249	1.6191	2.04928	0.263013	1.04688	0.099683	0.67497	0.574115	2.08736	1.64111	1.41026	1.35044	1.49509	0.317887	1.74178	1.70984	0.282829	0.189352	0.801288	0.530524	0.2208549
8850	-7499.123	-7123.084	-376.0395	2.103489	0.2045998	0.6070353	0.3171476	22	4.906591	0.2944439	0.305323	0.665586	1.07238	1.95672	0.9241828	1.59901	0.168339	0.103395	0.840909	1.14249	1.60402	2.05139	0.431607	1.04688	0.099683	0.562052	0.679539	2.08736	1.64111	1.62584	1.57202	1.48799	0.317887	1.61819	1.70984	0.497561	0.189352	0.801288	0.530524	0.3431654
8860	-7497.463	-7124.902	-372.5612	2.723522	0.201415	0.6112096	0.1904854	22	4.440033	0.3464982	0.366674	0.714972	1.08076	1.83759	0.8016951	1.59901	0.147482	0.103395	1.02401	1.14249	1.60402	2.0164	0.431607	1.12361	0.0675496	0.562052	0.53097	2.07887	1.64111	1.62584	1.57202	1.48799	0.317887	1.65178	1.70984	0.497561	0.162268	0.958779	0.653974	0.2376034
8870	-7506.71	-7127.89	-378.8203	2.468454	0.1946839	0.5573953	0.1212178	22	4.945215	0.3521093	0.343445	0.697083	1.07826	1.88121	0.6786131	1.59901	0.147482	0.105544	1.25311	1.14249	1.6428	2.0164	0.431607	1.12361	0.0675496	0.562052	0.53097	2.07887	1.64111	1.62584	1.57202	1.51515	0.317887	1.7663	1.70984	0.450741	0.162268	1.10555	0.653974	0.1786258
8880	-7504.066	-7125.676	-378.39	2.276792	0.1961341	0.5604298	0.09013621	22	4.883595	0.2471075	0.324219	0.681551	1.07559	1.91864	0.650566	1.59901	0.059207	0.105544	1.36321	1.14249	1.6428	2.00581	0.411123	1.14311	0.154407	0.562052	0.667905	2.07887	1.5126	1.58728	1.57202	1.51515	0.34082	1.7663	1.70984	0.450741	0.0892244	1.10555	0.653974	0.1385504
8890	-7514.943	-7132.687	-382.2559	2.249503	0.1841499	0.8497555	0.06100785	21	4.935758	0.269081	0.321343	0.679168	1.07514	1.92435	0.9107634	2.18738	0.059207	0.105544	1.20494	1.266	1.6428	2.00581	0.681121	1.14311	0.154407	0.60837	0.752029	2.07887	1.5126	1.58728	1.57202	1.43177	0.34082	1.7663	1.70984	0.458351	0.0892244	1.10555	0.653974	0.0669854
8900	-7508.643	-7131.57	-377.0738	2.096427	0.2098879	0.8291668	0.0815728	21	4.576839	0.3220729	0.30452	0.664891	1.07223	1.95836	0.9107396	2.23523	0.0764332	0.105544	1.24978	1.23082	1.6428	1.95979	0.681121	0.977924	0.166662	0.60837	0.791377	2.14384	1.5126	1.58728	1.57202	1.43177	0.34082	1.7663	1.70984	0.18629	0.147682	0.94929	0.647126	0.08956763
8910	-7502.022	-7123.835	-378.187	2.146809	0.1821393	0.5999871	0.3107525	21	4.790614	0.352947	0.310191	0.669769	1.07326	1.94678	0.9107396	2.23523	0.0803902	0.0364354	1.34903	1.23082	1.6428	1.86269	0.351953	0.97725	0.184267	0.60837	0.791377	2.06817	1.51716	1.58728	1.57202	1.43177	0.386005	1.69911	1.70984	0.18629	0.147682	0.94929	0.647126	0.341209
8920	-7504.825	-7126.287	-378.5379	2.335506	0.2080452	0.5663926	0.1780073	22	4.978991	0.375635	0.330285	0.686527	1.0765	1.90669	0.7443999	2.23523	0.247566	0.0364354	1.34903	1.23082	1.6428	1.86269	0.370622	1.11111	0.185764	0.60837	0.791377	2.06817	1.70564	1.29455	1.8534	1.43177	0.386005	1.69911	1.60004	0.625078	0.147682	0.979319	0.52982	0.2391286
8930	-7501.104	-7118.885	-382.2192	2.479591	0.1905607	0.4965257	0.3737884	21	4.899492	0.3302822	0.344513	0.697926	1.07839	1.87917	0.8703141	1.94371	0.265307	0.0364354	1.19283	1.23082	1.6428	1.90793	0.465323	1.11111	0.0495605	0.672991	0.868008	2.06817	1.70564	1.08464	1.37709	1.4685	0.357233	1.69911	1.60004	0.38874	0.147682	0.953125	0.52982	0.4294868
8940	-7510.041	-7131.244	-378.7964	2.600643	0.1917313	0.7954996	0.1215782	21	4.810008	0.2527982	0.355795	0.706708	1.07968	1.85781	0.9170778	1.94371	0.365655	0.0364354	0.989244	1.23082	1.6428	1.91591	0.465323	1.12176	0.149681	0.691165	0.776665	2.01784	1.70564	1.08464	1.63767	1.4685	0.357233	1.69911	1.73083	0.38874	0.147682	0.374842	0.369566	0.1325713
8950	-7494.719	-7114.671	-380.048	2.518995	0.2010404	0.6168417	0.0589403	21	4.902875	0.341529	0.34825	0.700859	1.07884	1.87205	0.6757821	1.94371	0.220296	0.0362029	0.989244	1.23082	1.6428	2.01525	0.465323	1.18336	0.0638587	0.691165	0.778407	1.85697	1.70564	1.23513	1.63767	1.46489	0.357233	1.69911	1.7392	0.305153	0.147682	0.374842	0.138202	0.08721792
8960	-7489.33	-7106.599	-382.7312	2.414915	0.1882824	0.6291929	0.1638262	19	4.634118	0.3380244	0.338239	0.692945	1.07759	1.89122	0.7930192	1.96052	0.220296	0.0362029	1.54327	1.23082	2.02596	2.00198	0.465323	1.18336	0.0638587	0.765214	0.778407	1.85697	1.70564	1.23513	1.4819	1.60442	0.357233	1.77688	1.7392	0.305153	0.0982849	0.374842	0.143411	0.2065855
8970	-7494.271	-7111.809	-382.4618	2.175367	0.1881009	0.7335366	0.1375385	20	4.957856	0.2831877	0.313347	0.672454	1.07382	1.94038	0.8710751	1.89728	0.0327817	0.0362029	1.70648	1.3195	2.02596	2.00198	0.631933	1.18336	0.0638587	0.765214	0.778407	1.85697	1.78432	1.20955	1.4819	1.59642	0.357233	1.77688	1.7392	0.305153	0.138618	0.416622	0.143411	0.1578951
8980	-7500.557	-7122.573	-377.9844	2.420939	0.2023366	0.7172195	0.1538556	21	4.967104	0.3602857	0.338831	0.693418	1.07767	1.89008	0.8710751	1.76785	0.148005	0.0362029	1.8182	1.3195	2.1313	2.00535	0.631933	1.0991	0.124675	0.765214	0.608727	1.76881	1.4057	1.20955	1.4819	1.59642	0.353258	1.77688	1.7392	0.305153	0.144516	0.416622	0.143411	0.1766272
8990	-7504.041	-7124.527	-379.5138	2.423701	0.2028324	0.6160575	0.2720673	21	4.92377	0.3170416	0.339101	0.693634	1.07771	1.88956	0.8881247	1.76785	0.148005	0.097054	1.96648	1.32696	2.1313	2.00535	0.597445	1.03322	0.124675	0.813391	0.608727	2.04184	1.4057	1.20955	1.4819	1.59345	0.353258	1.78106	1.7392	0.340427	0.0792644	0.416622	0.143411	0.306339
9000	-7495.194	-7115.683	-379.5104	2.162165	0.1964885	0.7282253	0.1973465	21	4.991396	0.3170416	0.311893	0.67122	1.07356	1.94332	0.9255718	1.76785	0.148005	0.097054	1.96648	1.32696	1.90076	2.07285	0.46753	1.03322	0.124675	0.742896	0.602531	1.8001	1.4057	0.964854	1.3728	1.55802	0.353258	1.78106	1.7801	0.340427	0.0923771	0.292344	0.256639	0.2132158
9010	-7494.772	-7113.176	-381.596	2.374438	0.2135112	0.7168968	0.3458617	18	4.722089	0.3257801	0.33422	0.689716	1.07705	1.89901	1.062758	1.76785	0.148005	0.097054	1.73307	1.32696	1.90076	2.07285	0.45422	1.03322	0.124675	0.65331	0.602531	1.76665	1.4057	0.964854	1.28377	1.55802	0.353258	1.78106	1.7801	0.263412	0.0923771	0.709313	0.256639	0.3254377
9020	-7495.831	-7115.791	-380.0396	2.364807	0.2073178	0.6889069	0.1030885	20	4.846176	0.4255816	0.333253	0.688935	1.07692	1.9009	0.7919955	1.54643	0.126737	0.097054	1.73307	1.2807	1.60904	1.98126	0.557535	1.03322	0.103183	0.65331	0.602531	1.92131	1.40182	1.21676	1.28377	1.55802	0.310047	1.65694	1.7801	0.263412	0.0923771	0.477602	0.256639	0.1301631
9030	-7497.915	-7122.281	-375.634	2.547372	0.2049534	0.6416209	0.0698204	21	4.315882	0.3503435	0.350902	0.702927	1.07915	1.86703	0.7114413	1.3287	0.126737	0.097054	1.73307	1.23531	1.60904	1.98126	0.382732	1.03555	0.0743418	0.65331	0.548992	1.89212	1.65736	1.08752	1.28377	1.53286	0.335841	1.65694	1.7801	0.147189	0.0923771	0.49352	0.256639	0.09813936
9040	-7504.477	-7128.311	-376.1662	2.429302	0.2243177	0.7452603	0.1152679	20	4.645979	0.3780984	0.33965	0.694071	1.07778	1.8885	0.8605282	1.64626	0.0296597	0.097054	1.90107	1.37895	1.20846	1.98525	0.382732	1.03555	0.0743418	0.729011	0.546479	1.89212	1.65736	1.08752	1.28377	1.53286	0.335841	1.71746	1.7801	0.135645	0.115672	0.49352	0.256639	0.1339502
9050	-7495.631	-7121.67	-373.9612	2.47839	0.204995	0.7766966	0.09085951	22	4.48601	0.4060015	0.344398	0.697835	1.07838	1.87939	0.8675561	1.64626	0.182395	0.097054	1.90107	1.37895	1.2444	1.98525	0.403535	1.03555	0.19378	0.708657	0.546479	1.89212	1.59726	1.40312	1.36827	1.56982	0.335841	1.84499	1.84052	0.135645	0.0940153	0.49352	0.256639	0.1047304
9060	-7504.774	-7128.436	-376.3383	2.782652	0.2000329	0.6241896	0.1810243	22	4.554932	0.3422079	0.371716	0.718737	1.08121	1.82834	0.8052139	1.89003	0.165822	0.097054	1.90107	1.27957	1.2444	2.01123	0.610862	1.06751	0.197006	0.72306	0.580249	1.78388	1.59726	1.40312	1.34269	1.65109	0.338403	1.84499	1.91581	0.135645	0.133511	0.791541	0.256639	0.2248152
9070	-7494.48	-7113.828	-380.6513	2.694451	0.1901518	0.567214	0.1988801	21	4.771317	0.316952	0.36415	0.713072	1.08053	1.84225	0.7660941	1.89003	0.267928	0.097054	1.90107	1.27957	1.2444	2.01123	0.508586	1.06751	0.0711083	0.72306	0.580249	1.78388	1.53803	1.40312	1.18596	1.65109	0.338403	1.84499	1.91581	0.344305	0.1657	1.00743	0.256639	0.2596027
9080	-7494.088	-7115.873	-378.2152	2.616228	0.2004834	0.7464583	0.08033184	22	4.754737	0.2411343	0.357206	0.707791	1.07983	1.85517	0.8267901	1.89003	0.236281	0.097054	2.00253	1.27957	1.2444	2.01471	0.513812	1.06751	0.0711083	0.549296	0.736342	1.85427	1.53803	1.32716	1.12453	1.65109	0.338403	1.84499	1.91581	0.344305	0.1657	1.00743	0.256639	0.0971611
9090	-7509.067	-7124.687	-384.3806	2.267779	0.1993923	0.4310252	0.2265169	20	4.572328	0.2565527	0.323273	0.680769	1.07544	1.92051	0.6575421	1.89003	0.127308	0.097054	2.00253	1.27957	1.39452	2.0076	0.421156	1.13602	0.0711083	0.616285	0.675505	1.99689	1.53803	1.32716	1.14222	1.65109	0.338403	1.88808	1.84394	0.344305	0.202508	1.00743	0.256639	0.3444904
9100	-7499.344	-7121.502	-377.8415	2.647748	0.2040392	0.6337717	0.1986821	22	4.682631	0.2720392	0.360031	0.70995	1.08012	1.8499	0.8324538	1.89003	0.182434	0.0971605	2.00253	1.38879	1.39452	2.00151	0.49358	0.990139	0.0376929	0.616285	0.675505	1.85448	1.53803	1.32716	1.05269	1.6571	0.338403	1.88808	1.78081	0.344305	0.120038	1.00743	0.180495	0.2386704
9110	-7489.12	-7106.381	-382.7385	2.196761	0.2094462	0.4015543	0.3495731	20	4.914322	0.3129143	0.315683	0.674429	1.07421	1.93567	0.7511274	1.67478	0.182434	0.0971605	2.00253	1.38879	1.34059	2.04839	0.565708	0.990139	0.123497	0.710755	0.754514	1.85031	1.53803	1.32716	1.26293	1.68684	0.338403	1.82325	1.89329	0.244424	0.120038	0.878038	0.180495	0.4653979
9120	-7501.571	-7118.613	-382.958	3.019645	0.1946451	0.7449486	0.1416021	21	4.807363	0.4547883	0.390776	0.73261	1.08261	1.794	0.8865507	1.67478	0.120707	0.0971605	2.00253	1.2803	1.34059	2.12487	0.581154	1.12437	0.078514	0.845572	0.754514	1.83692	1.53803	1.46067	1.26293	1.64042	0.356721	1.76379	1.89329	0.277392	0.120038	0.878038	0.180495	0.1597225
9130	-7497.8	-7119.46	-378.3397	2.192325	0.1977674	0.6597493	0.1129525	21	4.860954	0.2708577	0.3152	0.674022	1.07413	1.93664	0.7727018	1.70761	0.21759	0.0971605	1.80652	1.2803	2.3181	2.13266	0.608854	1.12437	0.078514	0.845572	0.817776	1.82008	1.53803	1.46067	1.17662	1.60043	0.356721	1.74098	1.89329	0.277392	0.120038	0.878038	0.180495	0.1461786
9140	-7503.6	-7127.85	-375.7491	2.552479	0.2166683	0.8052453	0.2486498	23	4.584261	0.2066857	0.351376	0.703295	1.0792	1.86613	1.053895	1.70761	0.21698	0.0971605	1.98399	1.2803	1.41819	2.10344	0.429787	1.13105	0.078514	0.845572	0.864411	1.98994	1.53803	1.46067	1.2647	1.58175	0.356721	1.74098	1.89329	0.173997	0.131855	0.878038	0.180495	0.2359341
9150	-7504.404	-7128.991	-375.4133	1.979595	0.2217255	0.7663163	0.1049317	22	4.345035	0.2485711	0.290827	0.652826	1.06947	1.98688	0.871248	1.70761	0.143276	0.0971605	1.98399	1.3177	1.41819	2.05349	0.429787	0.855212	0.078514	0.707147	0.768156	1.75556	1.53803	1.64787	1.2647	1.58175	0.356721	1.76767	1.89329	0.173997	0.288696	0.878038	0.180495	0.1204384
9160	-7516.897	-7136.865	-380.032	2.451364	0.2181273	0.7636113	0.1216785	20	4.498745	0.2486906	0.341796	0.695778	1.07805	1.88437	0.8852899	1.70761	0.143276	0.0971605	1.98399	1.27767	1.29359	2.05918	0.620671	0.855212	0.078514	0.573307	0.580725	1.8387	1.53803	1.64787	0.976598	1.57809	0.356721	1.82805	1.88873	0.203904	0.114745	0.878038	0.180495	0.1374448
9170	-7504.419	-7121.748	-382.6713	2.445102	0.1812824	0.7736296	0.1245064	20	4.972739	0.2354739	0.341189	0.695296	1.07798	1.88554	0.898136	1.70761	0.251815	0.0971605	0.965127	1.27767	0.836094	2.05918	0.620671	0.855212	0.078514	0.53511	0.580725	1.8387	1.53803	1.68101	0.976598	1.62149	0.247406	1.82805	1.87325	0.203904	0.163699	0.878038	0.180495	0.1386276
9180	-7499.694	-7122.345	-377.3495	2.423076	0.1967875	0.749276	0.2100648	21	4.505404	0.3215222	0.33904	0.693585	1.0777	1.88968	0.9593408	1.77764	0.251815	0.0971605	1.71283	1.46241	0.20409	2.05918	0.620671	1.26826	0.078514	0.53511	0.580725	1.86478	1.53803	1.68101	0.976598	1.60559	0.247504	1.81958	1.87325	0.203904	0.186071	0.878038	0.180495	0.2189679
9190	-7491.134	-7108.089	-383.0445	2.344158	0.1970156	0.5445902	0.1542229	20	4.410863	0.3824774	0.331165	0.687243	1.07662	1.90497	0.6988131	1.85162	0.249295	0.0971605	1.71283	1.46241	0.119395	2.04517	0.598008	1.26826	0.0326675	0.53511	0.580725	1.8967	1.54113	1.53371	0.815337	1.71502	0.247504	1.81958	1.87325	0.203904	0.11576	0.878038	0.210567	0.2206926
9200	-7491.385	-7109.384	-382.001	2.562329	0.1943094	0.8634043	0.1476439	21	4.460176	0.281434	0.352287	0.704001	1.0793	1.86441	1.011048	2.02283	0.15197	0.0971605	1.71283	1.46241	0.119395	2.15545	0.598008	0.959067	0.0326675	0.60434	0.580725	1.67939	1.4203	1.53371	0.905856	1.71502	0.247504	1.86319	1.87325	0.203904	0.11576	0.72731	0.210567	0.1460306
9210	-7490.905	-7106.867	-384.0374	2.425627	0.1951564	0.4039167	0.2414631	21	4.81138	0.25626	0.33929	0.693784	1.07773	1.88919	0.6453797	1.68455	0.231846	0.0971605	1.64338	1.46241	0.142853	2.15545	0.598008	0.959067	0.0326675	0.641027	0.580725	1.71266	1.93517	1.5701	0.905856	1.75815	0.247504	1.86319	1.86931	0.203904	0.11576	0.72731	0.210567	0.3741411
9220	-7492.539	-7112.383	-380.1566	2.514199	0.1799419	0.6375718	0.3001546	22	4.453854	0.32061	0.347799	0.700506	1.07879	1.87291	0.9377264	1.68455	0.151934	0.0971605	1.86147	1.42686	0.126499	2.04183	0.585042	0.959067	0.0326675	0.641027	0.822769	1.8739	1.47942	1.7661	0.905856	1.76582	0.247504	2.00423	1.86931	0.203904	0.11576	0.778835	0.210567	0.3200876
9230	-7500.879	-7119.604	-381.2757	2.118267	0.2207071	0.7840539	0.1372946	21	4.408589	0.204394	0.306995	0.667028	1.07269	1.95329	0.9213485	1.68455	0.309647	0.0971605	2.26107	1.5089	0.0736736	2.09892	0.585042	0.959067	0.0373869	0.641027	0.822769	1.86704	1.47942	1.7661	0.905856	1.76582	0.231148	2.02402	1.90431	0.203904	0.0949414	0.778835	0.210567	0.1490148
9240	-7498.916	-7122.383	-376.5337	2.092195	0.2186987	0.70252	0.07109752	22	4.752116	0.2784121	0.304037	0.664473	1.07213	1.95936	0.7736176	1.68455	0.269761	0.0971605	2.26107	1.5089	0.351806	2.09892	0.585042	0.959067	0.0373869	0.641027	0.701303	1.86704	1.47942	1.7661	0.905856	1.7026	0.231148	2.02402	1.90431	0.203904	0.176211	0.701123	0.210567	0.09190268
9250	-7503.408	-7121.325	-382.0829	2.614224	0.1769289	0.6124927	0.02981306	22	4.713687	0.2318166	0.357025	0.707653	1.07981	1.85551	0.6423057	1.68455	0.331862	0.0971605	2.26107	1.53106	0.351806	2.09892	0.422677	0.959067	0.0420582	0.641027	0.558026	1.77081	1.47942	1.7661	1.39649	1.7026	0.231148	1.92947	1.9312	0.350446	0.176211	0.701123	0.210567	0.04641569
9260	-7497.917	-7113.694	-384.2231	2.660617	0.1781202	0.5510545	0.1520179	21	4.975965	0.2128711	0.361174	0.710819	1.08024	1.84777	0.7030724	1.74199	0.331862	0.0971605	2.26107	1.53106	0.351806	2.09894	0.422677	0.959067	0.0420582	0.87052	0.730166	1.77081	1.47942	1.7661	1.39649	1.7026	0.229333	1.94985	1.9312	0.229862	0.131444	1.08212	0.210567	0.2162194
9270	-7498.439	-7116.508	-381.9314	2.108894	0.1815468	0.4874464	0.04645702	22	4.869609	0.2979238	0.305936	0.666115	1.07249	1.95546	0.5339034	2.26592	0.242283	0.0971605	2.26107	1.50617	0.351806	2.09894	0.558011	0.959067	0.0420582	0.560649	0.678563	1.67663	1.47942	1.7661	1.39649	1.7026	0.229333	1.90691	1.7819	0.229862	0.19257	1.08212	0.210567	0.08701391
9280	-7498.522	-7113.762	-384.7602	2.617545	0.1797458	0.7908124	0.1553934	21	4.725923	0.2674452	0.357325	0.707882	1.07985	1.85495	0.9462057	2.26592	0.104347	0.0971605	2.89893	1.50617	0.351806	2.03875	0.558011	0.959067	0.0205123	0.560649	0.645573	1.81205	1.47942	1.39866	1.70263	1.71869	0.229333	1.91041	1.7819	0.229862	0.214959	1.08212	0.180116	0.1642279
9290	-7497.477	-7116.583	-380.894	2.712497	0.185684	0.5279931	0.1849848	22	4.337605	0.3019358	0.36572	0.714255	1.08067	1.83935	0.7129779	2.26592	0.197465	0.0971605	2.35489	1.50617	0.351806	2.04546	0.5025	0.959067	0.118283	0.784992	0.645573	1.79791	1.64712	1.39866	1.70263	1.66412	0.229333	1.87598	1.7819	0.229862	0.214959	0.864609	0.180116	0.2594538
9300	-7492.806	-7113.928	-378.8786	2.457691	0.1804069	0.6909177	0.1259086	22	4.91895	0.2835594	0.342408	0.696263	1.07813	1.8832	0.8168263	2.26592	0.220448	0.0971605	2.35489	1.50617	0.401475	1.93316	0.845479	0.959067	0.118283	0.784992	0.645573	1.8834	1.64712	2.01741	0.856934	1.66412	0.229333	1.87598	1.7819	0.229862	0.214959	0.864609	0.180116	0.1541436
9310	-7497.499	-7118.742	-378.7566	2.141916	0.1988158	0.683124	0.0676561	22	4.911207	0.2787013	0.309646	0.669303	1.07317	1.94788	0.7507801	2.26592	0.216307	0.0971605	2.35489	1.50617	0.401475	1.93316	0.224564	1.09995	0.0296504	0.931678	0.751443	1.8834	1.64712	1.51962	0.856934	1.66412	0.229333	1.87598	1.7819	0.201635	0.214959	0.864609	0.180116	0.0901144
9320	-7502.426	-7122.997	-379.4282	2.536556	0.2015992	0.9150938	0.02674327	22	4.652852	0.2748358	0.349895	0.702143	1.07903	1.86893	0.941837	2.26592	0.117018	0.0971605	2.35489	1.51461	0.401475	2.06483	0.610466	1.09995	0.0977087	0.603967	0.751443	1.66044	1.64712	1.7819	1.05653	1.66412	0.229333	1.87598	1.74538	0.332806	0.214959	0.864609	0.102233	0.02839479
9330	-7497.907	-7116.686	-381.221	2.190293	0.1968298	0.6561865	0.1164031	22	4.996058	0.210285	0.314979	0.673835	1.0741	1.93709	0.7725896	2.26592	0.225735	0.0971605	2.27692	1.44223	0.401475	2.01174	0.567015	1.09995	0.0860837	0.603967	0.751443	1.60347	1.64712	1.7819	1.05653	1.70865	0.229333	1.94567	1.74538	0.332806	0.241445	0.864609	0.146778	0.1506662
9340	-7503.648	-7121.719	-381.9289	3.196656	0.1731565	0.6167027	0.04782131	22	4.243734	0.3447728	0.403926	0.741866	1.08333	1.77088	0.664524	2.10535	0.225735	0.0971605	2.27692	1.44223	0.483575	1.95555	0.567015	1.09995	0.0385549	0.960626	0.751443	1.69501	1.69915	1.7819	1.05653	1.8296	0.229333	2.0968	1.74538	0.332806	0.279442	0.805806	0.146778	0.07196325
9350	-7486.677	-7107.385	-379.2919	2.4387	0.1869407	0.6097761	0.1279611	22	4.913261	0.2754128	0.340567	0.694801	1.0779	1.88674	0.7377373	2.10535	0.225735	0.0971605	2.45418	1.44223	0.483575	1.97748	0.396386	1.16405	0.0385549	0.960626	0.748777	1.69154	1.69915	1.8709	1.08994	1.80297	0.229333	2.0968	1.74538	0.339715	0.288913	0.805806	0.146778	0.1734508
9360	-7489.068	-7108.549	-380.5188	2.452753	0.1942043	0.5783988	0.2065144	22	4.8435	0.3425208	0.341931	0.695885	1.07807	1.88411	0.7849132	2.10535	0.297104	0.0971605	2.50468	1.43104	0.38607	2.04514	0.396386	1.16405	0.0385549	0.839953	0.748777	1.61184	1.69915	1.8709	1.56625	1.77861	0.229333	2.07279	1.74538	0.227343	0.233258	0.805806	0.146778	0.2631047
9370	-7484.063	-7105.075	-378.9881	2.664219	0.1941921	0.7642771	0.11507	22	4.939232	0.3053559	0.361493	0.711061	1.08027	1.84718	0.8793472	2.14266	0.285912	0.0971605	2.50468	1.43104	0.245966	1.95161	0.518001	1.15939	0.0770403	0.839953	0.810503	1.61184	1.69915	2.0248	1.56625	1.77861	0.251227	2.07279	1.74538	0.227343	0.233258	0.805806	0.146778	0.1308585
9380	-7495.8	-7113.606	-382.1942	2.385709	0.1987835	0.8003237	0.1549583	22	4.404158	0.2539176	0.335346	0.690624	1.07721	1.89682	0.955282	1.86972	0.285912	0.0971605	2.50468	1.43104	0.245966	1.95161	0.518001	0.899857	0.0770403	0.839953	0.765512	1.61184	1.69915	1.91804	1.56625	1.69522	0.251227	1.95323	1.74538	0.284946	0.204989	0.805806	0.146778	0.1622121
9390	-7482.057	-7103.727	-378.3305	1.906771	0.1982537	0.6233127	0.1481176	22	4.268488	0.2407739	0.281886	0.644719	1.06747	2.00592	0.7714303	1.79237	0.188462	0.0971605	2.50468	1.32749	0.245966	1.95161	0.518001	0.899857	0.0956432	0.555833	0.739701	1.82331	2.04507	1.91804	1.56625	1.69522	0.251227	2.05668	1.74538	0.316129	0.204989	0.805806	0.146778	0.1920039
9400	-7497.056	-7114.956	-382.1004	2.748841	0.1708651	0.6207711	0.188353	22	4.806046	0.1958382	0.368848	0.7166	1.08096	1.83359	0.8091241	1.79237	0.152591	0.0971605	2.13649	1.32749	0.245966	1.92852	0.540938	0.899857	0.0509142	0.639811	0.739701	1.80892	2.04507	1.91804	1.56625	1.64861	0.251227	2.05668	1.74538	0.244007	0.204989	0.805806	0.249929	0.2327863
9410	-7481.149	-7101.801	-379.3479	2.597333	0.1913704	0.5901591	0.2285046	22	4.73264	0.2475362	0.355495	0.706477	1.07965	1.85838	0.8186637	1.91912	0.0838467	0.0971605	2.13649	1.32749	0.32949	1.92193	0.603368	1.34284	0.0509142	0.639811	0.739701	1.80892	2.29363	1.42343	0.97934	1.64861	0.239256	1.97125	1.74538	0.244007	0.198209	0.805806	0.250108	0.279119
9420	-7486.412	-7099.516	-386.8954	2.272176	0.1968921	0.546233	0.3674408	20	4.512117	0.4241754	0.323735	0.681151	1.07552	1.9196	0.9136738	1.73129	0.258208	0.0971605	2.13649	1.32749	0.137131	1.95108	0.603368	1.02926	0.0706223	0.463321	0.739701	1.7361	2.29363	1.42343	0.981709	1.57286	0.26986	1.95086	1.66958	0.295741	0.198209	0.805806	0.250108	0.4021575
