Iteration	Posterior	Likelihood	Prior	alpha_morpho	clock_morpho	diversification	extinction_rate	num_samp_anc	origin_time	psi	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	speciation_rate	t[1]	t[2]	t[3]	turnover
4660	-1167.895	-1043.025	-124.8701	2.797659	0.1061778	0.4558222	0.3827762	2	4.873194	0.03323559	0.372976	0.719672	1.08132	1.82604	0.8385984	1.02493	4.82754	1.82585	0.4564475
4670	-1173.363	-1048.057	-125.3062	2.346816	0.09681026	0.5993137	0.1368463	2	4.811915	0.04454115	0.331435	0.687462	1.07666	1.90444	0.73616	0.222714	3.61997	2.80504	0.1858921
4680	-1166.389	-1039.157	-127.2324	1.847007	0.08067337	0.3893157	0.1843838	2	4.87804	0.03353668	0.274302	0.637692	1.06564	2.02236	0.5736995	0.377514	3.36337	2.03994	0.3213945
4690	-1164.404	-1038.13	-126.2739	3.400901	0.07782161	0.4895936	0.1597042	2	4.829288	0.02435013	0.41808	0.751559	1.08389	1.74647	0.6492979	0.660172	3.63778	3.15008	0.2459645
4700	-1169.173	-1040.901	-128.2721	3.215004	0.08155406	0.4331647	0.2161331	2	4.946196	0.01911665	0.40524	0.742778	1.08339	1.76859	0.6492979	0.366702	4.22528	2.82801	0.3328721
4710	-1168.889	-1041.876	-127.0136	2.057603	0.09695924	0.558488	0.2389417	1	4.926828	0.1106876	0.300055	0.661002	1.07137	1.96758	0.7974297	0.237431	4.55642	3.05739	0.2996398
4720	-1168.783	-1047.982	-120.8017	1.620743	0.1070147	0.675113	0.05134384	2	4.829925	0.07831746	0.243387	0.607494	1.05679	2.09233	0.7264569	0.324412	4.81737	2.94282	0.07067706
4730	-1168.004	-1045.947	-122.0568	1.716693	0.1096445	0.5939299	0.05731585	2	4.533778	0.01594376	0.256941	0.621056	1.06097	2.06104	0.6512458	0.704308	4.52219	2.89716	0.08800955
4740	-1158.959	-1033.281	-125.6774	2.066281	0.09518739	0.5005181	0.1001627	2	4.820815	0.01819216	0.30106	0.661882	1.07156	1.96549	0.6006808	0.27324	4.72304	3.13222	0.1667486
4750	-1166.499	-1043.729	-122.7699	1.986741	0.08939186	0.5291638	0.06256958	2	4.865635	0.04872183	0.291687	0.653596	1.06965	1.98506	0.5917334	1.03034	4.86405	2.56793	0.1057395
4760	-1168.202	-1043.227	-124.9751	1.809277	0.08967261	0.4741834	0.12602	1	4.949619	0.04729196	0.269394	0.633069	1.06439	2.03314	0.6002034	1.49298	4.94299	2.55449	0.2099621
4770	-1164.053	-1041.014	-123.0394	2.616544	0.08032903	0.5587414	0.1421993	2	4.979709	0.03585919	0.357235	0.707813	1.07984	1.85512	0.7009407	1.05061	4.97971	2.52306	0.2028692
4780	-1165.37	-1041.328	-124.0415	2.38689	0.08723599	0.5880211	0.1129196	2	4.979709	0.03972537	0.335464	0.690719	1.07722	1.8966	0.7009407	0.503335	4.97935	2.10427	0.1610972
4790	-1165.057	-1041.214	-123.8429	1.998873	0.1016662	0.627577	0.2445645	2	4.87442	0.1023887	0.29314	0.654894	1.06996	1.982	0.8721415	0.943051	4.87277	2.12058	0.2804184
4800	-1172.712	-1047.35	-125.3621	1.552377	0.07879736	0.7313003	0.05216432	2	4.962879	0.08519833	0.233301	0.597049	1.05336	2.11629	0.7834646	0.474197	4.96288	2.22917	0.06658159
4810	-1165.156	-1039.887	-125.2698	1.995177	0.09514453	0.8118853	0.1342953	2	4.941131	0.03389469	0.292698	0.6545	1.06987	1.98293	0.9461806	0.128577	4.9411	2.07756	0.1419342
4820	-1172.496	-1050.755	-121.7408	1.920096	0.1063032	0.3905033	0.2047336	2	4.825439	0.02661634	0.283546	0.646239	1.06786	2.00236	0.5952369	0.515687	4.82039	1.25255	0.3439531
4830	-1162.737	-1042.833	-119.9033	1.546912	0.1134231	0.5557007	0.04288043	2	4.597805	0.04386387	0.232479	0.596183	1.05306	2.11828	0.5985812	0.788813	4.5925	1.75251	0.07163678
4840	-1163.205	-1041.947	-121.2583	3.071055	0.09689966	0.5185508	0.03837604	2	4.948354	0.08216425	0.394685	0.735388	1.08285	1.78708	0.5569269	0.766705	4.85788	1.83734	0.06890678
4850	-1166.092	-1043.273	-122.8185	2.078665	0.115474	0.5111216	0.1491362	1	4.046301	0.1267478	0.302488	0.663126	1.07184	1.96255	0.6602577	0.436879	4.04519	1.49344	0.2258757
4860	-1167.578	-1043.931	-123.6468	2.4185	0.1070552	0.6094454	0.2966668	2	4.482274	0.07715244	0.338591	0.693226	1.07764	1.89054	0.9061121	0.264678	4.48227	2.1139	0.3274062
4870	-1165.131	-1041.957	-123.1741	2.083744	0.09405342	0.5708876	0.1822735	2	4.99419	0.0568591	0.30307	0.663633	1.07195	1.96135	0.7531611	0.178812	4.99293	1.46583	0.2420113
4880	-1166.437	-1041.942	-124.4953	3.116123	0.09596275	0.5389291	0.1978514	2	4.919795	0.05706669	0.398051	0.737761	1.08303	1.78116	0.7367805	0.601435	4.91822	2.82662	0.268535
4890	-1163.63	-1038.595	-125.0356	2.891716	0.1012776	0.5036255	0.1078965	2	4.996967	0.03744907	0.380707	0.725351	1.08193	1.81202	0.611522	0.0355053	4.95538	2.24692	0.1764392
4900	-1163.322	-1037.675	-125.6468	1.820059	0.07885439	0.4728085	0.1020449	2	4.921031	0.1286652	0.270806	0.634405	1.06476	2.03003	0.5748534	0.0987191	4.9052	2.90699	0.1775147
4910	-1167.411	-1036.736	-130.6751	2.581295	0.08334486	0.2094202	0.348359	2	4.980234	0.04122567	0.354031	0.705349	1.07949	1.86113	0.5577791	0.667951	4.92501	2.55792	0.6245464
4920	-1172.283	-1042.573	-129.7101	3.159595	0.09203247	0.3981958	0.239484	2	4.977136	0.01071998	0.401244	0.739998	1.0832	1.77556	0.6376798	0.712528	4.7915	2.51521	0.3755552
4930	-1165.52	-1043.052	-122.4675	1.887163	0.09288476	0.5542141	0.1185968	2	4.997332	0.03054866	0.279423	0.642452	1.06689	2.01123	0.672811	1.05081	4.97077	2.80171	0.1762707
4940	-1167.256	-1043.457	-123.7985	3.042412	0.08489774	0.4836222	0.1107366	2	4.997332	0.08934	0.392517	0.733849	1.08272	1.79092	0.5943588	1.34037	4.94199	3.29099	0.1863127
4950	-1165.095	-1041.59	-123.5052	2.133595	0.09218799	0.5489473	0.09697343	2	4.965333	0.1391958	0.308717	0.668507	1.073	1.94978	0.6459207	0.877258	4.95393	2.86983	0.1501321
4960	-1166.28	-1046.42	-119.8598	2.08492	0.09704724	0.591219	0.08015282	2	4.62396	0.05106753	0.303205	0.66375	1.07198	1.96107	0.6713718	0.591022	4.62356	2.14572	0.1193866
4970	-1168.127	-1047.498	-120.6291	2.40277	0.1102564	0.5291103	0.1963171	2	4.93465	0.02792527	0.33704	0.691985	1.07743	1.89354	0.7254274	1.47536	4.35418	2.6001	0.2706227
4980	-1171.519	-1046.809	-124.7104	3.459188	0.09135712	0.5764325	0.05185305	2	4.951299	0.01210608	0.421936	0.754152	1.084	1.73991	0.6282856	1.41661	4.80723	2.56232	0.08253101
4990	-1173.734	-1051.797	-121.9369	1.78077	0.1062369	0.6288736	0.146958	2	4.953364	0.04421651	0.265623	0.629474	1.06339	2.04151	0.7758316	1.65882	4.95336	2.37051	0.18942
5000	-1171.156	-1049.066	-122.091	3.182449	0.1072541	0.7569194	0.07503856	2	4.564271	0.08916251	0.402902	0.741154	1.08328	1.77266	0.8319579	1.40649	4.55545	1.98444	0.09019514
5010	-1170.754	-1048.247	-122.5069	1.333643	0.1068643	0.5556959	0.02955711	2	4.93225	0.1588966	0.198443	0.558301	1.03895	2.20431	0.585253	0.394897	4.17758	3.03617	0.05050313
5020	-1170.164	-1045.721	-124.4424	3.259776	0.0887365	0.9334945	0.03209745	2	4.978563	0.1009213	0.408411	0.744967	1.08353	1.76309	0.9655919	0.312141	4.97856	2.54991	0.03324122
5030	-1166.381	-1046.032	-120.3495	2.509525	0.1032497	0.6800395	0.02019832	2	4.979269	0.05969359	0.347358	0.700161	1.07874	1.87375	0.7002378	0.696087	4.89226	2.85691	0.02884495
5040	-1164.052	-1046.092	-117.9604	2.935768	0.1164243	0.8577622	0.0231905	2	4.813721	0.05110067	0.384231	0.727908	1.08218	1.80568	0.8809527	0.310013	4.122	2.36661	0.02632434
5050	-1158.198	-1039.486	-118.7121	1.600713	0.125671	0.819014	0.01216318	2	4.956164	0.05289639	0.240469	0.604505	1.05583	2.0992	0.8311772	0.290958	4.95616	1.83471	0.01463368
5060	-1171.852	-1051	-120.8519	2.540945	0.1104176	0.7308997	0.009344702	2	4.969633	0.120388	0.350305	0.702462	1.07908	1.86816	0.7402444	1.4621	4.93303	2.46416	0.01262381
5070	-1165.572	-1041.116	-124.4562	2.161027	0.1110217	0.8070566	0.01890902	2	4.994603	0.1602423	0.311768	0.671113	1.07354	1.94358	0.8259656	0.344752	4.9946	2.16933	0.02289323
5080	-1173.646	-1048.503	-125.1431	2.131133	0.09161342	0.6632792	0.01443844	2	4.975103	0.02794571	0.308441	0.668271	1.07295	1.95034	0.6777176	0.604653	4.9751	2.32923	0.02130451
5090	-1176.258	-1051.299	-124.9587	2.116214	0.0893968	0.625626	0.0172205	2	4.960748	0.04775081	0.306763	0.666829	1.07264	1.95376	0.6428465	0.843757	4.94215	2.96928	0.02678789
5100	-1168.417	-1043.533	-124.8837	2.072428	0.09946541	0.4235976	0.0399767	2	4.923574	0.0380847	0.30177	0.662501	1.0717	1.96403	0.4635743	0.800981	4.92357	2.31589	0.08623579
5110	-1166.857	-1042.457	-124.3997	2.216987	0.09181365	0.5882607	0.03450821	2	4.923574	0.07940761	0.31787	0.676268	1.07458	1.93128	0.6227689	0.801464	4.92145	3.01039	0.05541093
5120	-1167.92	-1042.23	-125.6903	2.148339	0.1083273	0.7017767	0.02464323	2	4.891417	0.104984	0.310361	0.669914	1.07329	1.94643	0.7264199	0.460457	4.84036	2.84452	0.03392423
5130	-1163.197	-1041.368	-121.8289	2.638738	0.1063393	0.7269727	0.05279237	2	4.69457	0.04729236	0.359228	0.709337	1.08004	1.85139	0.779765	0.486789	4.66885	2.63992	0.06770292
5140	-1171.494	-1048.373	-123.1209	2.108559	0.0933301	0.5181315	0.04046233	2	4.996302	0.070664	0.305898	0.666082	1.07248	1.95554	0.5585938	1.0351	4.86206	2.31801	0.07243604
5150	-1160.552	-1038.649	-121.9026	2.020363	0.09909757	0.6528418	0.1177046	2	4.7667	0.07745246	0.295693	0.657162	1.07049	1.97665	0.7705464	0.299734	4.76369	2.72827	0.1527547
5160	-1159.367	-1039.628	-119.7391	2.551834	0.1155066	0.6678514	0.06143918	2	4.995554	0.06903075	0.351316	0.703248	1.07919	1.86624	0.7292906	0.23955	4.99555	2.09788	0.08424514
5170	-1170.711	-1047.596	-123.1147	2.714045	0.1152401	0.6954074	0.04760909	2	4.946204	0.03250932	0.365854	0.714356	1.08069	1.8391	0.7430165	0.0964453	4.84487	1.95691	0.06407542
5180	-1165.744	-1043.701	-122.0438	2.004827	0.1012128	0.5825002	0.06234391	2	4.928679	0.04765207	0.29385	0.655526	1.07011	1.98051	0.6448441	0.689178	4.92831	3.67346	0.0966806
5190	-1168.873	-1044.008	-124.8654	2.190149	0.09730392	0.4456936	0.1936606	2	4.842766	0.1032797	0.314963	0.673822	1.07409	1.93712	0.6393542	0.262129	4.84276	3.13203	0.3029003
5200	-1164.365	-1042.8	-121.5645	2.412614	0.1011393	0.661609	0.02487502	2	4.591019	0.0412372	0.338012	0.692763	1.07756	1.89166	0.686484	0.664914	4.58067	2.67247	0.03623539
5210	-1166.36	-1043.437	-122.9232	1.736019	0.1175106	0.5668147	0.03927275	2	4.933214	0.06523584	0.25959	0.623646	1.06173	2.05504	0.6060874	0.198271	4.93316	1.66323	0.06479717
5220	-1170.686	-1046.688	-123.9983	2.367466	0.09158565	0.6487241	0.05006763	2	4.97835	0.07400546	0.33352	0.689151	1.07695	1.90037	0.6987917	0.63206	4.97835	3.20955	0.07164887
5230	-1165.27	-1042.396	-122.8738	3.629777	0.1065957	0.512603	0.2869287	2	4.991644	0.1044223	0.432791	0.761348	1.08425	1.72161	0.7995316	0.122009	4.99103	1.92364	0.3588709
5240	-1167.165	-1044.571	-122.5946	3.628675	0.0992655	0.7421677	0.1074156	2	4.72213	0.0736363	0.432722	0.761303	1.08425	1.72173	0.8495833	0.225545	4.68597	1.82636	0.1264332
5250	-1165.835	-1043.439	-122.3959	2.554943	0.1232138	0.844642	0.01751894	2	4.823113	0.04499188	0.351605	0.703472	1.07923	1.8657	0.8621609	0.46719	4.82308	2.30911	0.02031981
5260	-1158.635	-1037.207	-121.4278	2.007607	0.0985086	0.5002724	0.1112653	2	4.969187	0.1170127	0.294181	0.65582	1.07018	1.97982	0.6115377	0.519423	4.95189	2.12248	0.1819435
5270	-1164.845	-1037.409	-127.4362	2.163268	0.09682889	0.3222586	0.06679394	2	4.987832	0.073817	0.312015	0.671323	1.07359	1.94308	0.3890525	0.13545	4.77537	1.76827	0.1716836
5280	-1174.2	-1047.258	-126.9422	2.229352	0.08993684	0.7719309	0.03136018	2	4.987832	0.07380735	0.319197	0.677379	1.0748	1.92863	0.803291	0.200966	4.74224	2.53432	0.03903962
5290	-1166.445	-1039.442	-127.0027	3.755352	0.09022923	0.5242314	0.02938991	2	4.995312	0.05651503	0.440396	0.7663	1.08435	1.70895	0.5536213	0.297803	4.99525	2.92251	0.05308666
5300	-1164.276	-1039.171	-125.1048	2.066434	0.09017982	0.3221557	0.08452765	2	4.860217	0.06017307	0.301078	0.661897	1.07157	1.96546	0.4066833	0.6799	4.86021	3.22215	0.2078464
5310	-1167.995	-1041.552	-126.4434	2.568117	0.07768432	0.3535281	0.2335535	2	4.926263	0.04599598	0.352821	0.704414	1.07936	1.8634	0.5870816	0.864819	4.92625	2.3613	0.3978211
5320	-1165.936	-1040.18	-125.7565	2.3058	0.08883564	0.4502993	0.2308778	2	4.926263	0.0798288	0.327236	0.684035	1.07605	1.91268	0.681177	0.965169	4.9244	2.7021	0.3389394
5330	-1159.024	-1038.208	-120.8159	1.98146	0.1060671	0.503199	0.1091436	2	4.940335	0.03907543	0.291051	0.653028	1.06952	1.9864	0.6123426	0.264869	4.93475	2.2003	0.1782395
5340	-1164.13	-1042.11	-122.0205	2.138078	0.1114164	0.5741014	0.1427781	2	4.921507	0.05197685	0.309218	0.668937	1.07309	1.94876	0.7168794	0.587637	4.79081	2.19669	0.1991661
5350	-1163.383	-1040.638	-122.7451	2.331858	0.09347923	0.6475736	0.050258	2	4.984274	0.09420704	0.329913	0.686223	1.07644	1.90742	0.6978316	0.839634	4.96419	2.81734	0.07202024
5360	-1164.986	-1041.331	-123.6552	2.474367	0.09802785	0.5945608	0.2103809	2	4.870491	0.07879294	0.344013	0.697531	1.07833	1.88013	0.8049418	0.779675	4.87046	2.72118	0.2613617
5370	-1170.732	-1046.459	-124.273	3.041698	0.09059368	0.5666303	0.1917335	2	4.889041	0.03574954	0.392462	0.733811	1.08271	1.79101	0.7583637	0.363851	4.889	2.06322	0.2528252
5380	-1169.737	-1042.382	-127.3557	4.202568	0.07956113	0.455441	0.09711467	2	4.964649	0.03834323	0.465155	0.781935	1.08432	1.66859	0.5525557	0.567179	4.96465	2.71409	0.1757555
5390	-1166.81	-1039.501	-127.3086	2.054306	0.09484339	0.4826044	0.3103594	2	4.964649	0.1393798	0.299672	0.660667	1.07129	1.96837	0.7929638	0.51751	4.90678	2.94776	0.3913917
5400	-1165.016	-1043.136	-121.88	1.951501	0.1039739	0.5905737	0.1297789	2	4.806752	0.08577442	0.287416	0.649755	1.06873	1.9941	0.7203526	0.309899	4.80675	2.46679	0.1801602
5410	-1168.589	-1045.448	-123.1414	2.971633	0.07976495	0.5242398	0.07022793	2	4.973033	0.09905864	0.387055	0.729945	1.08237	1.80063	0.5944678	0.689764	4.97023	2.63902	0.1181358
5420	-1167.597	-1041.064	-126.5328	3.242929	0.1036353	0.7255921	0.1116038	1	4.79564	0.04922325	0.407224	0.744149	1.08348	1.76515	0.8371959	0.245018	3.63104	1.52864	0.1333066
5430	-1166.601	-1042.662	-123.9394	2.66896	0.09160433	0.5348823	0.1014997	2	4.833931	0.07415715	0.361912	0.711379	1.08031	1.8464	0.636382	1.00799	3.90672	3.54952	0.1594949
5440	-1168.87	-1039.237	-129.6326	2.590236	0.07832693	0.424266	0.04520236	1	4.218645	0.08621269	0.354848	0.705979	1.07958	1.85959	0.4694683	1.37724	1.59248	3.31193	0.09628415
5450	-1174.369	-1050.531	-123.8385	1.345433	0.1010409	0.4327826	0.09325538	2	4.572938	0.1210747	0.200428	0.560629	1.03989	2.19905	0.526038	1.71777	2.21448	2.46341	0.1772788
5460	-1179.047	-1052.111	-126.9358	1.833523	0.1097847	0.3521477	0.1297215	1	4.710995	0.103937	0.272559	0.636057	1.06521	2.02618	0.4818692	1.44775	1.58549	2.69095	0.2692049
5470	-1174.083	-1048.433	-125.6503	2.587804	0.09365103	0.5174555	0.1058709	1	4.30553	0.09853945	0.354626	0.705808	1.07956	1.86001	0.6233264	1.40835	1.66607	2.12766	0.1698482
5480	-1165.712	-1039.128	-126.5844	2.274465	0.1027027	0.6482001	0.04998982	1	4.13469	0.02974331	0.323975	0.68135	1.07555	1.91912	0.6981899	0.776428	1.29496	2.96413	0.07159918
5490	-1173.421	-1043.39	-130.0311	2.101277	0.0810744	0.37766	0.2393405	1	4.943302	0.04077153	0.305072	0.665369	1.07233	1.95723	0.6170006	0.541347	1.33217	3.58667	0.3879098
5500	-1171.979	-1042.459	-129.5199	2.658644	0.08626329	0.4422736	0.2429347	1	4.868005	0.08091698	0.360999	0.710686	1.08022	1.84809	0.6852082	1.45237	2.43705	2.2783	0.3545414
5510	-1175.539	-1045.67	-129.8689	2.831262	0.07954849	0.4542665	0.1679008	1	4.134873	0.06347982	0.375772	0.721736	1.08155	1.82095	0.6221672	0.93609	1.73606	2.10078	0.2698644
5520	-1177.68	-1044.485	-133.1954	2.802209	0.06709666	0.3973797	0.2250108	1	4.9852	0.06585675	0.373357	0.719953	1.08135	1.82534	0.6223905	1.47493	1.37117	3.07032	0.3615267
5530	-1171.924	-1038.708	-133.2166	3.475667	0.07985337	0.3671276	0.167161	1	4.249388	0.07767319	0.423013	0.754872	1.08403	1.73808	0.5342886	0.367284	1.79588	2.6522	0.3128665
5540	-1169.567	-1039.396	-130.171	2.182513	0.07843767	0.5098826	0.1258062	1	4.311351	0.04112453	0.314129	0.673117	1.07395	1.9388	0.6356888	0.472861	1.83825	3.52614	0.1979053
5550	-1171.335	-1038.686	-132.6489	2.892166	0.06625221	0.4775364	0.1228608	1	4.64039	0.03528928	0.380744	0.725377	1.08193	1.81195	0.6003972	0.113182	2.58675	1.99844	0.2046326
5560	-1169.162	-1037.392	-131.7698	2.846853	0.0747863	0.5180799	0.1596349	1	4.824556	0.0399985	0.377056	0.72268	1.08165	1.81862	0.6777148	0.948145	1.61636	3.27638	0.2355488
5570	-1171.665	-1040.004	-131.6615	2.086379	0.07125908	0.565015	0.1696918	1	4.930922	0.02049834	0.303372	0.663896	1.07201	1.96072	0.7347068	1.19714	2.43871	1.87706	0.2309653
5580	-1172.663	-1043.346	-129.3167	1.77814	0.08737608	0.57283	0.1186992	1	4.435299	0.01784043	0.265272	0.629138	1.0633	2.04229	0.6915292	1.65125	1.46828	2.4185	0.1716474
5590	-1177.087	-1044.457	-132.6297	2.464766	0.08002728	0.3669087	0.2331544	1	4.872778	0.01651201	0.343091	0.696803	1.07822	1.88189	0.600063	1.60994	0.832315	3.05267	0.3885498
5600	-1172.714	-1042.343	-130.3702	1.933362	0.09406404	0.397851	0.1194972	1	4.744138	0.1009848	0.285188	0.647735	1.06823	1.99885	0.5173482	0.546262	0.882482	2.18115	0.2309802
5610	-1172.832	-1040.974	-131.8584	2.269793	0.08097923	0.348387	0.2090454	1	4.733141	0.04182921	0.323485	0.680944	1.07548	1.92009	0.5574324	0.47626	0.43145	2.10292	0.3750147
5620	-1172.971	-1040.308	-132.6625	2.123647	0.07698964	0.3382825	0.1168203	1	4.947943	0.03948573	0.307601	0.667549	1.0728	1.95205	0.4551028	0.744552	1.31847	2.68259	0.2566898
5630	-1179.819	-1047.6	-132.219	2.460651	0.08577271	0.4580206	0.1260584	0	4.795673	0.0408452	0.342694	0.696489	1.07817	1.88265	0.584079	1.82248	1.82041	2.63171	0.2158243
5640	-1169.151	-1038.251	-130.8995	2.075605	0.07902873	0.3824461	0.3057476	1	4.738536	0.08860586	0.302136	0.66282	1.07177	1.96327	0.6881937	1.23806	2.06339	3.15426	0.4442755
5650	-1169.78	-1040.376	-129.4034	3.708924	0.0734591	0.5943753	0.09381839	1	4.950298	0.07620611	0.43762	0.764501	1.08432	1.71356	0.6881937	1.50485	1.45844	3.03164	0.1363256
5660	-1164.745	-1034.386	-130.3595	2.371366	0.08433278	0.5750113	0.1136731	1	4.933593	0.07722632	0.333912	0.689468	1.07701	1.89961	0.6886844	0.399466	1.9069	2.11395	0.1650583
5670	-1180.451	-1049.535	-130.9151	2.316818	0.07880045	0.6122693	0.05924176	1	4.822192	0.05871364	0.328372	0.684965	1.07622	1.91045	0.6715111	1.39289	0.626797	2.27889	0.08822158
5680	-1184.121	-1053.271	-130.8499	2.320761	0.09335011	0.50303	0.1078351	2	4.948581	0.2302543	0.328777	0.685296	1.07628	1.90965	0.6108651	3.01998	2.58839	1.99044	0.1765285
5690	-1176.833	-1049.939	-126.8939	2.282293	0.1012153	0.3534039	0.1040529	2	4.671231	0.0561662	0.324794	0.682026	1.07568	1.9175	0.4574568	1.17579	3.13821	3.13286	0.2274596
5700	-1169.249	-1039.855	-129.394	2.977608	0.0887706	0.3365467	0.2673642	1	4.697563	0.02660634	0.387522	0.730281	1.0824	1.79979	0.6039109	0.338926	3.15794	3.03663	0.4427213
5710	-1176.087	-1050.191	-125.8967	2.364879	0.09797923	0.5520231	0.1063385	1	4.494262	0.02530799	0.33326	0.688941	1.07692	1.90088	0.6583616	0.461197	3.1543	2.50115	0.1615199
5720	-1165.871	-1038.998	-126.8729	1.930835	0.09827224	0.7358824	0.09800316	1	4.935656	0.04778569	0.284876	0.647451	1.06816	1.99951	0.8338856	0.393675	2.73451	2.20642	0.1175259
5730	-1157.002	-1034.35	-122.653	3.612873	0.0922117	0.5603126	0.04257616	2	4.939085	0.0634298	0.431743	0.76066	1.08423	1.72337	0.6028888	0.380285	2.28418	2.69024	0.07062025
5740	-1157.591	-1034	-123.5911	2.6513	0.08972159	0.5380382	0.03145694	2	4.499887	0.04442972	0.360347	0.71019	1.08015	1.84931	0.5694951	0.484339	2.73232	1.98977	0.05523654
5750	-1173.547	-1041.411	-132.1358	4.129377	0.08755784	0.8327575	0.06370149	1	4.667917	0.03720902	0.461331	0.779567	1.08436	1.67474	0.896459	0.990187	0.917302	2.69982	0.07105901
5760	-1169.39	-1039.208	-130.1816	2.045633	0.09350639	0.8102422	0.08671551	1	4.002094	0.1596142	0.298662	0.65978	1.07109	1.97047	0.8969577	1.11807	2.11803	2.97095	0.09667737
5770	-1177.611	-1052.639	-124.9718	3.053479	0.1090075	0.4734132	0.03860052	2	4.134036	0.07285308	0.393357	0.734447	1.08277	1.78943	0.5120137	0.423053	3.27821	2.82226	0.07538961
5780	-1168.198	-1044.626	-123.5715	1.670662	0.1256018	0.5450641	0.08285781	0	3.98297	0.02265193	0.250523	0.6147	1.05905	2.07573	0.6279219	0.633135	2.44698	2.08359	0.1319556
5790	-1163.293	-1042.413	-120.8806	2.466731	0.09756226	0.6046223	0.05064869	2	4.614349	0.04557981	0.34328	0.696952	1.07824	1.88153	0.655271	0.829248	3.73106	2.80778	0.07729426
5800	-1155.788	-1034.647	-121.141	1.85073	0.1105176	0.539647	0.08440813	2	3.741523	0.06745549	0.274781	0.63814	1.06576	2.02132	0.6240551	0.116636	2.49411	1.99706	0.1352575
5810	-1165.786	-1041.952	-123.8339	2.059676	0.1052181	0.6920487	0.1785822	2	4.08217	0.05645236	0.300296	0.661213	1.07141	1.96708	0.8706309	0.174664	2.99423	2.12259	0.2051182
5820	-1167.409	-1041.009	-126.3997	1.356716	0.08816093	0.3712131	0.2589273	1	4.791612	0.1061575	0.202316	0.562829	1.04077	2.19409	0.6301404	1.03587	2.7886	2.29457	0.4109041
5830	-1168.763	-1043.928	-124.8346	3.044143	0.1049734	0.3963431	0.249261	1	4.924675	0.05653384	0.392648	0.733943	1.08273	1.79068	0.6456041	1.43902	3.70161	1.99864	0.3860895
5840	-1173.849	-1047.86	-125.9881	2.266371	0.1108036	0.7052838	0.1524502	1	4.02996	0.106957	0.323125	0.680647	1.07542	1.92081	0.8577341	0.333675	2.57641	3.71105	0.177736
5850	-1162.842	-1035.144	-127.6988	3.348111	0.1051827	0.384402	0.1163163	1	4.329565	0.02671912	0.41452	0.749146	1.08377	1.75257	0.5007183	0.370005	2.33562	3.43217	0.2322988
5860	-1173.365	-1050.06	-123.3043	2.564275	0.1232634	0.5701806	0.03469326	2	4.90455	0.152911	0.352467	0.70414	1.07932	1.86407	0.6048738	1.01113	3.4547	3.7195	0.05735619
5870	-1160.296	-1041.34	-118.9564	1.90282	0.1131561	0.6037676	0.0129852	2	4.393561	0.04375766	0.281392	0.644265	1.06736	2.00699	0.6167528	0.653135	1.91161	2.81898	0.02105413
5880	-1168.42	-1038.29	-130.13	2.464733	0.08766578	0.5484612	0.02810862	1	4.932908	0.04397681	0.343087	0.6968	1.07822	1.8819	0.5765698	0.0745218	2.71843	3.60173	0.04875146
5890	-1168.139	-1044.751	-123.3875	2.216277	0.09317713	0.5285594	0.0484715	2	4.912553	0.03003243	0.317794	0.676203	1.07457	1.93144	0.5770309	0.169632	2.73875	3.48865	0.08400157
5900	-1162.992	-1038.439	-124.5523	3.220966	0.09476725	0.4210112	0.1464044	2	4.792741	0.04497033	0.405665	0.743072	1.08341	1.76785	0.5674156	0.201626	3.24833	3.55896	0.2580198
