Iteration	Posterior	Likelihood	Prior	alpha_morpho	clock_morpho	diversification	extinction_rate	num_samp_anc	origin_time	psi	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	speciation_rate	t[1]	t[2]	t[3]	turnover
6640	-1175.753	-1043.929	-131.8239	2.649373	0.08175598	0.2934615	0.3521612	0	4.551752	0.03529491	0.360176	0.71006	1.08014	1.84963	0.6456227	1.32794	1.51875	2.96412	0.5454598
6650	-1170.494	-1044.192	-126.3027	2.410595	0.08152873	0.4564222	0.1004391	1	4.277912	0.03106433	0.337813	0.692604	1.07754	1.89205	0.5568613	0.988629	1.89572	2.11206	0.1803665
6660	-1164.454	-1040.851	-123.6034	1.738304	0.09950493	0.6318469	0.09280662	2	4.09198	0.05942888	0.259901	0.623949	1.06181	2.05434	0.7246535	0.597792	2.5863	2.79398	0.1280703
6670	-1171.015	-1051.808	-119.2067	1.743111	0.09497212	0.6566536	0.08625497	2	3.880268	0.03448186	0.260555	0.624585	1.062	2.05286	0.7429086	0.427327	3.63156	2.91144	0.1161044
6680	-1166.768	-1041.465	-125.3033	2.019744	0.1044999	0.6988089	0.05085834	1	4.901304	0.02745476	0.29562	0.657097	1.07048	1.97681	0.7496672	0.469031	2.95744	2.22565	0.06784122
6690	-1169.35	-1049.656	-119.6943	2.433198	0.09713128	0.5852165	0.07022286	2	3.833058	0.03699059	0.34003	0.694374	1.07783	1.88777	0.6554393	0.392742	2.45863	2.13425	0.1071386
6700	-1161.813	-1040.605	-121.2084	3.005755	0.1156927	0.7682596	0.1256784	2	3.490563	0.1314683	0.389707	0.731846	1.08254	1.7959	0.8939379	0.123775	2.98491	2.9856	0.1405896
6710	-1161.909	-1041.491	-120.4179	1.94092	0.1249436	0.7467523	0.2762879	2	3.284789	0.07577531	0.286119	0.648581	1.06844	1.99686	1.02304	0.283381	2.03477	1.96707	0.2700656
6720	-1163.449	-1040.455	-122.9942	1.747931	0.09001187	0.5696958	0.1860807	1	3.57167	0.05951477	0.261209	0.62522	1.06218	2.05139	0.7557764	0.778261	1.20195	2.01579	0.2462112
6730	-1163.478	-1037.37	-126.1077	2.325118	0.08659947	0.4500757	0.1625773	1	3.767403	0.04002024	0.329223	0.685661	1.07634	1.90877	0.612653	0.388701	1.06878	1.87121	0.265366
6740	-1171.028	-1041.592	-129.4354	1.713108	0.07538413	0.5020607	0.1927092	1	4.87349	0.03982107	0.256447	0.620571	1.06082	2.06216	0.6947698	0.682083	0.67217	2.58513	0.2773712
6750	-1178.105	-1047.401	-130.7043	3.406415	0.08299202	0.3344508	0.1596347	1	4.858773	0.1236204	0.418448	0.751807	1.0839	1.74584	0.4940855	0.645927	2.28565	1.9053	0.3230913
6760	-1178.573	-1047.613	-130.9599	2.462684	0.07933596	0.3937085	0.1144531	1	4.625181	0.0245297	0.34289	0.696644	1.07819	1.88227	0.5081615	0.245136	1.01637	1.93318	0.2252297
6770	-1174.336	-1040.418	-133.9186	2.004867	0.09192308	0.3675878	0.228331	1	4.850532	0.190858	0.293855	0.65553	1.07011	1.9805	0.5959188	0.57286	1.7549	2.79105	0.3831579
6780	-1175.085	-1045.699	-129.3861	1.930419	0.0782306	0.5177549	0.1794572	1	4.874737	0.04743682	0.284825	0.647405	1.06815	1.99962	0.6972122	2.4527	1.59126	2.91277	0.2573926
6790	-1172.626	-1042.958	-129.6675	2.943443	0.06836914	0.3740526	0.2384008	1	4.9666	0.03406306	0.384839	0.728348	1.08222	1.80459	0.6124533	1.48525	1.7924	2.26109	0.3892554
6800	-1176.756	-1043.086	-133.6697	1.647442	0.08586674	0.7229383	0.2700804	1	4.243896	0.02506015	0.247227	0.61139	1.05802	2.08336	0.9930187	0.459586	0.728246	3.14812	0.2719792
6810	-1166.985	-1040.729	-126.2562	1.782235	0.09889172	0.5291126	0.152988	1	4.219741	0.03217227	0.265818	0.629661	1.06345	2.04107	0.6821006	0.344313	1.91994	2.50591	0.2242895
6820	-1177.595	-1045.225	-132.3703	1.517519	0.0784688	0.4114743	0.3159156	1	4.704956	0.0714113	0.228016	0.591447	1.05143	2.1291	0.7273899	0.552383	1.0926	3.16457	0.4343139
6830	-1168.468	-1037.045	-131.4227	2.417647	0.07058059	0.4327082	0.1404298	1	4.793958	0.06362019	0.338507	0.693159	1.07763	1.8907	0.573138	0.353837	2.92953	3.34632	0.2450192
6840	-1175.427	-1042.687	-132.7392	3.137783	0.06374598	0.5329986	0.05447819	1	4.519141	0.06031731	0.399648	0.738882	1.08312	1.77835	0.5874768	1.0587	1.46104	2.72661	0.0927325
6850	-1177.024	-1045.063	-131.9615	1.822825	0.07392696	0.4905851	0.0579005	1	4.757174	0.07572428	0.271167	0.634746	1.06485	2.02924	0.5484856	0.559206	1.13748	3.16296	0.1055643
6860	-1173.871	-1045.417	-128.4542	1.809199	0.1011981	0.6258047	0.1894089	1	4.978899	0.04130027	0.269384	0.633059	1.06439	2.03317	0.8152136	1.53019	1.22386	1.86919	0.2323427
6870	-1164.321	-1035.792	-128.5284	2.739782	0.08441595	0.3090649	0.2010391	2	4.796744	0.06600826	0.368072	0.71602	1.08089	1.83502	0.510104	0.388146	2.4213	2.39269	0.3941139
6880	-1166.26	-1038.774	-127.4858	3.799934	0.0832002	0.4989809	0.1165538	2	4.703731	0.04480707	0.443022	0.767994	1.08438	1.70461	0.6155346	0.300385	2.3108	3.21879	0.1893537
6890	-1165.743	-1038.051	-127.6914	2.413871	0.08371545	0.3381043	0.3072773	2	4.70979	0.04900927	0.338136	0.692862	1.07758	1.89142	0.6453817	0.712477	3.09935	3.38213	0.4761173
6900	-1173.642	-1043.048	-130.5939	3.387151	0.08576099	0.387292	0.2881594	1	4.881465	0.05863949	0.417159	0.750936	1.08386	1.74805	0.6754514	0.0988171	2.29932	3.40548	0.4266176
6910	-1173.268	-1042.63	-130.6378	1.653382	0.07910512	0.3830895	0.302225	2	4.770275	0.08514615	0.248074	0.612244	1.05829	2.08139	0.6853145	0.173771	3.41695	2.39006	0.4410019
6920	-1176.456	-1047.141	-129.3147	2.374135	0.06962574	0.4396491	0.2440728	1	4.804241	0.04599855	0.334189	0.689692	1.07705	1.89907	0.6837219	0.595127	3.46004	2.82529	0.3569767
6930	-1168.864	-1041.619	-127.2458	1.850898	0.07898735	0.4924904	0.1231384	1	4.777505	0.07062642	0.274802	0.63816	1.06577	2.02127	0.6156289	0.93334	2.57239	3.55023	0.2000206
6940	-1176.758	-1052.961	-123.7969	1.416503	0.08944118	0.5109551	0.1660186	2	4.765853	0.03986272	0.212131	0.574041	1.04512	2.16871	0.6769737	1.2843	2.03227	1.82894	0.2452364
6950	-1171.48	-1041.622	-129.8583	3.000776	0.08472442	0.4356268	0.08252948	1	4.602363	0.03386371	0.389322	0.731571	1.08252	1.79659	0.5181563	0.519436	1.3883	2.60706	0.1592752
6960	-1170.266	-1038.32	-131.9461	2.777226	0.0769896	0.5556655	0.1185559	1	4.959589	0.08192951	0.371258	0.718397	1.08117	1.82917	0.6742214	0.570179	2.59317	3.04969	0.1758412
6970	-1170.188	-1038.983	-131.2049	1.785002	0.08914147	0.5883867	0.2623271	1	4.87916	0.1013123	0.266186	0.630013	1.06355	2.04026	0.8507138	0.714453	2.04528	2.16855	0.3083612
6980	-1171.339	-1040.374	-130.9651	2.214106	0.07282445	0.5271048	0.1257806	1	4.646298	0.09252945	0.31756	0.676007	1.07453	1.93191	0.6528855	0.581048	1.48476	2.93214	0.1926534
6990	-1178.144	-1046.188	-131.9559	1.594086	0.08921301	0.7578179	0.09112632	1	4.387998	0.1168226	0.239498	0.603503	1.0555	2.1015	0.8489442	0.298061	2.34649	3.04099	0.1073408
7000	-1162.871	-1038.147	-124.7239	2.201257	0.09106398	0.5745648	0.1100008	2	4.804182	0.1040711	0.316171	0.67484	1.0743	1.93469	0.6845656	0.970115	2.1035	2.96256	0.160687
7010	-1177.148	-1046.675	-130.4733	2.67568	0.1036884	0.5143064	0.04267126	1	4.182163	0.08481032	0.362504	0.711828	1.08037	1.8453	0.5569776	0.184759	1.08206	2.71116	0.07661216
7020	-1175.762	-1042.151	-133.6108	2.536713	0.09219869	0.4976775	0.05917282	1	4.445077	0.1606312	0.34991	0.702155	1.07903	1.8689	0.5568503	0.349064	1.08576	2.46456	0.1062634
7030	-1172.348	-1041	-131.3472	2.877672	0.073793	0.422687	0.1439032	1	4.730496	0.05262756	0.379571	0.724522	1.08184	1.81407	0.5665902	0.998957	1.17478	1.96555	0.2539811
7040	-1165.361	-1034.15	-131.2104	2.486109	0.07917389	0.4324222	0.1180323	1	4.625765	0.05522481	0.345136	0.698416	1.07847	1.87798	0.5504545	0.417339	1.3509	2.37551	0.214427
7050	-1178.64	-1046.388	-132.2526	3.754394	0.06565477	0.3102932	0.2514938	1	4.470874	0.06726818	0.440339	0.766263	1.08435	1.70905	0.5617871	1.52311	2.08959	2.69739	0.4476676
7060	-1167.557	-1037.725	-129.8325	1.403241	0.07899483	0.4766902	0.1045054	1	4.568398	0.08698488	0.209981	0.571616	1.0442	2.17421	0.5811956	0.685326	1.04486	3.3798	0.1798111
7070	-1163.921	-1036.727	-127.1943	2.00052	0.07871566	0.407293	0.2689732	2	4.484448	0.0731352	0.293337	0.655069	1.07	1.98159	0.6762662	0.825565	2.7612	2.70518	0.3977328
7080	-1169.927	-1041.71	-128.2175	1.810285	0.07413417	0.4129698	0.1497591	1	4.695805	0.05314854	0.269526	0.633194	1.06443	2.03285	0.5627289	0.629136	2.59738	2.37199	0.2661301
7090	-1175.81	-1042.57	-133.24	5.047934	0.07154522	0.4536077	0.2421063	1	4.516676	0.05762742	0.504056	0.8051	1.08322	1.60763	0.695714	1.03423	2.7784	3.88879	0.3479968
7100	-1172.045	-1045.753	-126.2919	1.547696	0.09949435	0.480853	0.2971078	1	4.732392	0.02741481	0.232597	0.596308	1.0531	2.11799	0.7779608	0.386037	2.52282	4.32658	0.3819059
7110	-1166.502	-1038.304	-128.1984	2.85742	0.08630575	0.4603385	0.1331738	1	4.930533	0.02531383	0.377922	0.723315	1.08171	1.81705	0.5935123	0.604245	2.97786	2.96849	0.2243825
7120	-1170.507	-1040.793	-129.7137	1.656593	0.08855754	0.3882918	0.1835381	1	4.681067	0.02677546	0.248531	0.612703	1.05843	2.08033	0.5718299	1.44152	1.06705	2.2707	0.3209663
7130	-1169.409	-1037.989	-131.4197	3.139672	0.07419885	0.3416119	0.2318436	1	4.903894	0.03885397	0.399787	0.738979	1.08312	1.77811	0.5734554	1.63039	1.3272	2.03916	0.4042922
7140	-1169.707	-1035.84	-133.8667	2.793083	0.07383762	0.2600089	0.2766219	1	4.910595	0.02902206	0.372593	0.719387	1.08128	1.82674	0.5366308	1.09115	2.42758	3.04094	0.515479
7150	-1169.151	-1039.015	-130.136	2.603973	0.09092746	0.4903267	0.1704491	1	4.708936	0.03963435	0.356098	0.706941	1.07972	1.85725	0.6607758	0.3014	1.06666	2.72148	0.257953
7160	-1181.356	-1050.495	-130.861	2.95661	0.07045817	0.4628328	0.1341323	1	4.929573	0.03679473	0.385877	0.729097	1.08229	1.80273	0.5969651	1.84816	1.88514	2.30732	0.2246903
7170	-1170.457	-1039.721	-130.7362	2.613274	0.07403824	0.442627	0.08519145	1	4.908578	0.1033033	0.356939	0.707587	1.0798	1.85567	0.5278184	1.54857	2.59435	3.21085	0.161403
7180	-1177.031	-1041.508	-135.5232	2.20835	0.0719682	0.3973981	0.0822763	1	4.994635	0.1786824	0.316938	0.675486	1.07442	1.93315	0.4796744	0.580019	0.933808	2.14316	0.1715253
7190	-1172.187	-1039.696	-132.4904	4.349274	0.07320804	0.3700185	0.08468823	1	4.906712	0.08825439	0.472578	0.786483	1.0842	1.65674	0.4547068	0.90562	1.41697	3.17325	0.186248
7200	-1172.835	-1047.699	-125.1362	2.049247	0.1044497	0.548696	0.04565086	1	4.350553	0.1107581	0.299083	0.66015	1.07117	1.96959	0.5943469	0.823677	2.81788	1.94787	0.07680845
7210	-1173.8	-1045.348	-128.4528	1.948677	0.1123779	0.7867614	0.05814732	1	4.487539	0.1653581	0.28707	0.649443	1.06865	1.99484	0.8449087	0.140816	2.30367	1.83749	0.06882083
7220	-1168.006	-1044.356	-123.6499	2.786321	0.1058361	0.5984812	0.1346755	1	4.512762	0.08211649	0.372025	0.718966	1.08124	1.82777	0.7331567	0.204206	2.20072	2.88038	0.1836927
7230	-1165.84	-1044.596	-121.2436	1.992594	0.1098692	0.372029	0.2124311	2	4.438994	0.08063142	0.292389	0.654224	1.0698	1.98358	0.5844601	0.8965	1.94431	2.06914	0.3634656
7240	-1166.164	-1039.236	-126.9281	1.667402	0.113884	0.3970287	0.09170545	1	4.982932	0.1246476	0.250063	0.61424	1.05891	2.07679	0.4887341	0.183795	1.75299	1.78994	0.1876387
7250	-1170.644	-1046.455	-124.1885	2.584582	0.1188974	0.6034194	0.1123198	1	3.986074	0.06831934	0.354332	0.705581	1.07953	1.86056	0.7157393	0.146904	1.22295	1.85918	0.1569284
7260	-1171.172	-1051.175	-119.9972	1.690326	0.09404373	0.5282743	0.1094805	1	4.110553	0.0978701	0.253284	0.617448	1.05989	2.06938	0.6377548	0.359763	1.4471	2.00439	0.1716654
7270	-1179.136	-1055.076	-124.0592	3.057826	0.1180987	0.5510414	0.283729	2	4.712866	0.04117365	0.393687	0.73468	1.08279	1.78885	0.8347704	0.414097	1.62846	1.95049	0.3398887
7280	-1169.459	-1046.507	-122.9512	2.285431	0.1093842	0.3408853	0.2524853	1	4.641299	0.06650099	0.325121	0.682296	1.07573	1.91685	0.5933706	0.761476	1.87569	2.39972	0.4255103
7290	-1172.133	-1050.074	-122.0585	2.161707	0.1253246	0.7173893	0.1654828	2	4.724924	0.0536459	0.311843	0.671177	1.07356	1.94343	0.8828721	0.1024	3.29401	1.97318	0.1874368
7300	-1173.814	-1056.733	-117.0809	1.742985	0.1086164	0.6562237	0.0898577	2	3.860938	0.09147496	0.260538	0.624568	1.06199	2.0529	0.7460814	0.826205	2.41688	1.49788	0.1204395
7310	-1165.813	-1050.209	-115.6045	2.73646	0.1388384	0.6936791	0.1055704	2	3.74286	0.08923587	0.367787	0.715807	1.08086	1.83554	0.7992495	0.551112	1.59589	1.62557	0.132087
7320	-1161.144	-1045.56	-115.5841	2.308595	0.1348245	0.6781596	0.1791482	2	3.773703	0.06195173	0.327525	0.684271	1.07609	1.91211	0.8573078	0.317219	2.58212	2.06546	0.2089661
7330	-1163.475	-1042.76	-120.7153	2.541911	0.1225169	0.8101274	0.2051422	1	4.156901	0.1423857	0.350394	0.702532	1.07909	1.86799	1.01527	0.460075	3.45058	1.98103	0.2020569
7340	-1168.536	-1045.758	-122.7781	4.145585	0.09570341	0.5714303	0.1417316	2	4.974312	0.1324376	0.462185	0.780098	1.08435	1.67337	0.7131619	0.337939	4.893	2.08177	0.1987369
7350	-1161.107	-1040.89	-120.2171	2.974003	0.1084151	0.7290992	0.1806495	2	4.933557	0.06786317	0.387241	0.730078	1.08238	1.8003	0.9097487	0.485209	4.93337	2.56368	0.1985707
7360	-1168.807	-1044.097	-124.7108	2.248842	0.09152238	0.5575832	0.2034875	2	4.944206	0.007493448	0.321273	0.67911	1.07513	1.92449	0.7610708	0.416926	4.68974	2.67679	0.26737
7370	-1171.387	-1045.708	-125.6793	2.884267	0.1123754	0.5467396	0.253557	2	4.824692	0.007777776	0.380106	0.724912	1.08188	1.8131	0.8002966	0.568287	4.82469	2.80895	0.3168288
7380	-1167.268	-1043.932	-123.3357	2.881671	0.1182207	0.5063732	0.08990411	2	4.82561	0.06058122	0.379895	0.724759	1.08187	1.81348	0.5962774	0.122969	4.82534	2.91784	0.1507757
7390	-1164.383	-1043.482	-120.9015	2.298561	0.1204186	0.6467995	0.1737431	2	4.885422	0.04864357	0.326487	0.68342	1.07594	1.91416	0.8205426	0.227055	4.72721	1.6968	0.2117417
7400	-1157.293	-1037.228	-120.0651	2.840981	0.1130238	0.4964528	0.186232	2	4.667664	0.02346764	0.376573	0.722325	1.08161	1.81949	0.6826848	0.34095	4.43126	1.55093	0.2727935
7410	-1161.043	-1040.812	-120.2309	2.871581	0.1074901	0.6024083	0.1763754	2	4.95524	0.04227543	0.379077	0.72416	1.0818	1.81496	0.7787837	0.301402	4.94944	2.14644	0.2264755
7420	-1159.882	-1043.183	-116.6988	1.801903	0.1349188	0.714826	0.1773297	2	4.959493	0.09322841	0.268424	0.632147	1.06414	2.03529	0.8921557	0.55064	3.44842	1.90133	0.1987654
7430	-1166.101	-1048.154	-117.9468	2.104852	0.1298298	0.7111207	0.1859916	2	4.724542	0.04644771	0.305478	0.665719	1.0724	1.9564	0.8971124	0.525761	3.871	1.31541	0.2073226
7440	-1160.197	-1039.346	-120.8506	2.241171	0.09649726	0.5304911	0.08320228	2	4.91458	0.07170035	0.320458	0.678431	1.075	1.92611	0.6136934	0.231691	4.52787	1.81683	0.1355763
7450	-1156.239	-1039.595	-116.6449	2.490537	0.1262479	0.6200864	0.1302087	2	4.337792	0.1204135	0.345558	0.698748	1.07852	1.87717	0.7502951	0.630689	4.20167	2.03651	0.1735434
7460	-1152.446	-1038.17	-114.2769	2.35256	0.1422644	0.7033378	0.185429	2	4.487693	0.06077948	0.332017	0.687934	1.07674	1.90331	0.8887668	0.334911	4.42294	1.49877	0.2086363
7470	-1163.734	-1046.985	-116.7484	2.00126	0.1494289	0.8476692	0.1084172	2	3.983367	0.01554363	0.293425	0.655148	1.07002	1.98141	0.9560864	0.424461	3.41329	2.14155	0.1133968
7480	-1155.55	-1037.576	-117.9745	1.984555	0.1322947	0.4225957	0.231871	2	4.612502	0.09154796	0.291424	0.653361	1.0696	1.98562	0.6544668	0.347518	4.6125	2.08574	0.35429
7490	-1170.888	-1054.747	-116.1412	1.731225	0.1367118	0.4956127	0.2648722	2	4.184658	0.09823008	0.258935	0.623008	1.06154	2.05652	0.7604849	0.431219	4.13945	2.88318	0.3482938
7500	-1157.122	-1038.244	-118.8775	3.175965	0.1378271	0.3899119	0.322724	2	4.569198	0.05703202	0.402433	0.740828	1.08326	1.77348	0.712636	0.281366	4.1741	1.61315	0.4528596
7510	-1159.726	-1043.012	-116.7141	1.408463	0.1357646	0.4091933	0.1328056	2	4.130925	0.04489802	0.210829	0.572575	1.04456	2.17203	0.541999	0.247179	4.13083	1.52945	0.2450293
7520	-1168.608	-1046.165	-122.4433	4.478677	0.104304	0.5482484	0.1284167	2	4.939458	0.0258772	0.47887	0.790289	1.08407	1.64677	0.6766651	0.578217	4.92569	2.02468	0.1897788
7530	-1162.492	-1038.549	-123.9434	2.38659	0.09902583	0.3791964	0.2332824	2	4.911483	0.09315782	0.335434	0.690695	1.07722	1.89665	0.6124788	0.71208	4.79386	2.66015	0.3808824
7540	-1157.561	-1036.873	-120.6879	2.96424	0.1124345	0.5959988	0.1012751	2	4.888232	0.05898346	0.386476	0.729529	1.08233	1.80166	0.6972739	0.378276	4.26902	2.94972	0.1452443
7550	-1162.396	-1041.613	-120.7826	2.572421	0.1055456	0.5104605	0.1704168	2	4.782649	0.05648798	0.353217	0.704721	1.0794	1.86266	0.6808773	1.25671	4.77494	2.05358	0.25029
7560	-1163.551	-1042.835	-120.7162	2.018747	0.115623	0.6562235	0.3700931	2	4.745664	0.1052697	0.295502	0.656992	1.07045	1.97705	1.026317	0.52541	4.01394	2.19927	0.3606032
7570	-1166.36	-1044.899	-121.4614	1.331851	0.1272752	0.4594416	0.3756569	2	4.876855	0.08607762	0.19814	0.557945	1.03881	2.20511	0.8350985	0.434161	4.20516	2.80895	0.4498354
7580	-1158.284	-1033.975	-124.3087	1.98444	0.09698018	0.632942	0.2600605	2	4.906436	0.08639437	0.29141	0.653349	1.0696	1.98565	0.8930025	0.374069	4.90644	2.81323	0.2912203
7590	-1170.634	-1048.497	-122.1366	1.528292	0.1375196	0.4584935	0.08664192	2	4.99125	0.03120851	0.22966	0.593199	1.05204	2.1251	0.5451355	0.58	4.99125	2.0285	0.1589365
7600	-1166.782	-1044.351	-122.4313	1.460367	0.08760546	0.5474892	0.05957989	2	4.898886	0.0491716	0.219135	0.581824	1.04801	2.15103	0.6070691	0.197712	4.89351	2.19174	0.0981435
7610	-1161.804	-1039.406	-122.3983	2.296087	0.09773765	0.6256663	0.07202038	1	4.974876	0.1385376	0.32623	0.683209	1.0759	1.91466	0.6976867	0.71422	4.96587	2.15488	0.1032274
7620	-1161.442	-1040.691	-120.7508	3.128673	0.1112189	0.6161113	0.0857615	2	4.947035	0.07863923	0.398978	0.738412	1.08308	1.77953	0.7018728	0.158088	4.94703	2.60373	0.1221895
7630	-1164.928	-1046.546	-118.3818	1.749516	0.1109	0.5977705	0.05674308	2	4.967109	0.04557052	0.261424	0.625428	1.06224	2.05091	0.6545136	0.650654	4.56021	1.24313	0.08669503
7640	-1157.478	-1038.543	-118.9357	2.858877	0.1167013	0.7199267	0.01805187	2	4.538986	0.05047769	0.378041	0.723402	1.08172	1.81683	0.7379786	0.66094	4.48574	2.65716	0.02446124
7650	-1157.911	-1040.177	-117.7343	1.634764	0.1409383	0.4848859	0.03789436	2	4.156083	0.09689346	0.24541	0.609552	1.05744	2.08759	0.5227803	0.750943	4.13455	2.52483	0.07248621
7660	-1155.695	-1035.318	-120.3767	2.675554	0.1055767	0.5672774	0.03865859	2	4.879143	0.09016165	0.362493	0.711819	1.08037	1.84532	0.605936	0.394445	4.87879	1.96071	0.06379979
7670	-1165.89	-1039.237	-126.6531	3.424264	0.08732012	0.8533354	0.05384814	2	4.936595	0.0823568	0.419635	0.752607	1.08394	1.74382	0.9071835	0.434111	4.93659	2.99424	0.05935749
7680	-1168.395	-1043.408	-124.9865	2.606036	0.09453719	0.5127056	0.0967097	2	4.983246	0.1029363	0.356285	0.707084	1.07974	1.8569	0.6094153	0.605262	4.95759	2.01861	0.1586926
7690	-1174.671	-1048.568	-126.1026	2.204896	0.09935087	0.522973	0.1030912	2	4.86054	0.1521111	0.316565	0.675172	1.07436	1.9339	0.6260642	1.65317	4.83307	2.47067	0.1646656
7700	-1177.415	-1047.83	-129.5853	1.922228	0.07141865	0.5432105	0.1216164	2	4.955531	0.09953736	0.283811	0.64648	1.06792	2.00179	0.6648269	0.645934	4.95292	3.05531	0.1829294
7710	-1167.704	-1043.066	-124.6382	2.414581	0.07896585	0.6400201	0.09908161	2	4.97954	0.05107949	0.338206	0.692918	1.07759	1.89129	0.7391017	0.223918	4.97954	2.15337	0.1340568
7720	-1161.302	-1036.537	-124.7649	2.197566	0.0926452	0.5372305	0.1466251	2	4.97954	0.07032809	0.31577	0.674502	1.07423	1.9355	0.6838556	0.726859	4.9705	2.97493	0.2144094
7730	-1160.401	-1037.179	-123.2223	1.928186	0.08433574	0.4113271	0.08482762	2	4.97954	0.04441976	0.284549	0.647153	1.06808	2.00021	0.4961548	0.707984	4.97874	2.44198	0.1709701
7740	-1164.767	-1039.599	-125.1678	2.407143	0.09690735	0.5867397	0.1270937	2	4.930733	0.1244155	0.337472	0.692331	1.07749	1.8927	0.7138333	0.389528	3.95614	2.59731	0.1780439
7750	-1169.725	-1037.954	-131.7708	3.461773	0.08685649	0.4382869	0.1883382	1	4.83081	0.1210024	0.422106	0.754265	1.08401	1.73962	0.6266251	1.05138	1.8749	3.02524	0.3005596
7760	-1175.264	-1042.463	-132.8014	2.02943	0.0972603	0.3317805	0.4511513	1	4.916207	0.06129553	0.296763	0.658107	1.07071	1.97442	0.7829318	0.785812	3.50957	2.97385	0.5762332
7770	-1174.398	-1045.325	-129.0736	2.07869	0.08100662	0.4445583	0.189167	2	4.960218	0.03658974	0.30249	0.663129	1.07184	1.96254	0.6337253	0.94923	3.50957	2.655	0.2985
7780	-1162.198	-1034.393	-127.8053	2.828928	0.07836815	0.4431339	0.1254252	2	4.81631	0.03747743	0.375579	0.721594	1.08153	1.8213	0.5685591	0.991221	3.36491	3.85787	0.2206019
7790	-1171.218	-1041.215	-130.0024	2.676064	0.09681975	0.3854475	0.1209576	1	4.852914	0.1044655	0.362538	0.711853	1.08037	1.84524	0.5064051	1.42496	2.93586	3.357	0.2388553
7800	-1171.097	-1043.79	-127.3066	1.83744	0.08787927	0.3023163	0.2312909	2	4.697416	0.08260292	0.273066	0.636534	1.06533	2.02507	0.5336072	0.190048	3.06961	2.63083	0.4334479
7810	-1171.117	-1037.293	-133.8249	2.116329	0.07387526	0.8953645	0.1268502	1	4.628083	0.1205141	0.306776	0.66684	1.07265	1.95374	1.022215	0.356833	1.54504	2.68702	0.1240935
7820	-1172.074	-1045.169	-126.9051	2.242644	0.09588464	0.4730974	0.2018907	2	4.39779	0.1523756	0.320615	0.678562	1.07502	1.9258	0.6749881	1.28539	2.47177	3.15264	0.2991025
7830	-1170.481	-1046.498	-123.9826	1.305888	0.08199895	0.584287	0.03167442	2	4.098023	0.08356303	0.19372	0.552698	1.03665	2.21693	0.6159614	0.570734	2.84122	3.66058	0.05142273
7840	-1169.06	-1042.008	-127.052	1.950385	0.08102632	0.490134	0.08591331	1	4.880812	0.08710838	0.287279	0.649632	1.0687	1.99439	0.5760473	0.606081	2.34123	4.30621	0.1491428
7850	-1167.146	-1039.634	-127.512	1.587978	0.09012334	0.3436882	0.1531701	1	4.572943	0.02372979	0.238599	0.602574	1.0552	2.10363	0.4968582	0.551388	3.00814	4.18883	0.3082772
7860	-1170.148	-1046.055	-124.0932	2.3821	0.09021664	0.6573897	0.1056743	2	4.732779	0.07021348	0.334986	0.690334	1.07716	1.89752	0.763064	0.624833	2.60045	3.84374	0.1384869
7870	-1161.46	-1033.529	-127.9306	2.447063	0.08044718	0.5111136	0.09131925	1	4.345441	0.0562759	0.34138	0.695447	1.078	1.88517	0.6024329	0.276715	2.60045	2.80319	0.1515841
7880	-1171.806	-1044.482	-127.3238	2.161375	0.1013552	0.5470956	0.1652516	1	4.940186	0.08976005	0.311806	0.671146	1.07355	1.9435	0.7123473	0.36736	3.70671	3.27033	0.2319819
7890	-1174.021	-1045.55	-128.471	2.128363	0.09888104	0.4323443	0.05887519	1	4.354808	0.06435619	0.308131	0.668004	1.07289	1.95097	0.4912195	0.253955	1.48002	2.78607	0.1198552
7900	-1167.769	-1033.847	-133.9219	2.583012	0.07648462	0.5260279	0.3099894	1	4.97153	0.02509334	0.354188	0.705471	1.07951	1.86083	0.8360173	0.153503	0.599837	2.87272	0.370793
7910	-1165.721	-1040.472	-125.249	2.071669	0.08930823	0.4929396	0.2876936	1	4.507219	0.1128501	0.301682	0.662425	1.07168	1.96421	0.7806332	0.94082	1.45703	2.75271	0.3685388
7920	-1157.218	-1032.16	-125.0578	2.113467	0.09287592	0.5570028	0.0928566	1	4.72191	0.1108323	0.306453	0.666561	1.07259	1.9544	0.6498594	0.237818	2.19755	2.78316	0.1428872
7930	-1165.335	-1037.871	-127.4639	2.343886	0.08317374	0.5295601	0.2888993	1	3.798498	0.06716744	0.331138	0.68722	1.07662	1.90502	0.8184595	0.800405	1.60742	2.80697	0.3529794
7940	-1175.361	-1043.539	-131.8223	3.554641	0.08955803	0.2953069	0.1660428	1	4.563937	0.1007626	0.428087	0.758248	1.08416	1.72951	0.4613497	0.744002	0.510584	1.95084	0.3599066
7950	-1164.931	-1036.63	-128.301	1.790357	0.08657118	0.6026859	0.1144068	1	4.737573	0.02280917	0.266897	0.630693	1.06374	2.03867	0.7170928	0.91286	0.810855	2.13971	0.1595426
7960	-1176.084	-1041.678	-134.4054	3.62128	0.06705183	0.6140793	0.1294796	1	4.745799	0.03174482	0.432265	0.761002	1.08424	1.72249	0.7435588	0.389898	2.86665	3.95949	0.174135
7970	-1177.929	-1044.216	-133.7125	2.298437	0.07015857	0.2628716	0.2140556	1	4.938317	0.01816579	0.326474	0.683409	1.07593	1.91418	0.4769271	0.407309	2.7349	4.08386	0.4488224
