Iteration	Posterior	Likelihood	Prior	alpha_morpho	clock_morpho	diversification	extinction_rate	num_samp_anc	origin_time	psi	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	speciation_rate	t[1]	t[2]	t[3]	t[4]	t[5]	t[6]	t[7]	t[8]	t[9]	t[10]	t[11]	t[12]	t[13]	t[14]	t[15]	t[16]	turnover
53170	-3180.579	-2915.585	-264.9937	0.4996079	0.1666442	0.6638728	0.1882454	14	4.966299	0.155342	0.0333151	0.25166	0.819983	2.89504	0.8521182	0.965739	0.487406	0.690656	1.41665	0.0457339	0.471053	3.51011	1.58251	3.31061	3.28776	1.07593	0.0315486	4.96597	0.158915	0.136114	2.51188	0.2209146
53180	-3184.218	-2923.968	-260.25	0.4945129	0.1696149	0.694425	0.1323394	14	4.966299	0.2547959	0.0323753	0.248319	0.816235	2.90307	0.8267644	0.944341	0.381847	1.13752	1.41665	0.0457339	0.471053	3.48956	1.74444	3.31061	3.28776	1.18016	0.0897713	4.931	0.152984	0.122704	2.51188	0.160069
53190	-3197.469	-2931.351	-266.1177	0.441291	0.1618896	0.805822	0.07181359	13	4.978213	0.3306872	0.0230939	0.211874	0.772358	2.99267	0.8776356	0.794424	0.348226	0.562048	1.33151	0.0641987	0.390922	3.49064	1.8854	3.07963	3.28776	1.14127	0.0281597	4.97821	0.152984	0.122704	2.34496	0.0818262
53200	-3187.118	-2920.789	-266.3296	0.4499022	0.1895054	0.6843404	0.1422566	14	4.993518	0.2613692	0.0245222	0.217958	0.780092	2.97743	0.826597	0.794424	0.418454	1.10069	1.33151	0.0641987	0.390922	3.49747	1.79519	3.07963	3.28776	1.10185	0.0281597	4.99352	0.0905659	0.122704	2.57091	0.1720991
53210	-3204.235	-2932.871	-271.3631	0.4585319	0.1467672	0.7854165	0.2554013	13	4.993518	0.3690167	0.0259841	0.223985	0.787581	2.96245	1.040818	0.75998	0.251311	1.10069	1.33151	0.0641987	0.554739	3.32633	1.6357	2.82757	3.14723	1.15811	0.214424	4.99352	0.0905659	0.0886563	2.57091	0.2453852
53220	-3190.195	-2922.996	-267.1989	0.3555653	0.152929	0.5509088	0.1195311	13	4.911798	0.2467464	0.0108602	0.147877	0.678346	3.16292	0.67044	0.75998	0.589937	1.07633	1.33151	0.0641987	0.435783	3.32633	1.44826	2.95241	3.02441	1.15951	0.379578	4.9118	0.0905659	0.116229	2.72994	0.1782876
53230	-3181.982	-2915.506	-266.4751	0.4273014	0.1460433	0.7527667	0.1087099	13	4.981799	0.262492	0.020842	0.20184	0.759211	3.01811	0.8614766	0.920682	0.589937	0.902359	1.24449	0.0641987	0.347616	3.29602	1.52909	2.95241	3.02441	1.25019	0.379578	4.71023	0.0905659	0.0869714	2.1787	0.1261902
53240	-3178.079	-2910.784	-267.2942	0.4206677	0.1518336	0.6108564	0.1217002	12	4.981799	0.2426228	0.0198055	0.197019	0.752711	3.03046	0.7325565	1.10425	0.458408	1.00592	1.24449	0.145619	0.347616	3.19787	1.61948	2.95241	3.04875	1.14882	0.638565	4.9818	0.0905659	0.0869714	3.12047	0.1661307
53250	-3181.98	-2914.952	-267.0282	0.3889291	0.1702949	0.6059115	0.1075692	13	4.981799	0.1611693	0.0151502	0.173439	0.719017	3.09239	0.7134807	1.10425	0.612996	1.00592	1.24449	0.145619	0.374326	2.92092	1.4842	2.95241	2.7566	1.11148	0.19287	4.98071	0.0905659	0.109847	3.12047	0.1507667
53260	-3183.671	-2918.227	-265.444	0.4714504	0.1353086	0.5966109	0.1170089	13	4.99665	0.2065137	0.0282262	0.23287	0.798329	2.94057	0.7136198	1.29588	0.821474	1.00592	1.18107	0.145619	0.374326	2.92092	1.47282	2.95241	2.57258	1.06417	0.461003	4.99635	0.04875	0.17748	3.12047	0.1639653
53270	-3191.763	-2927.29	-264.4725	0.4382464	0.1523424	0.5973934	0.1597866	13	4.99665	0.3535032	0.0225964	0.209705	0.76956	2.99814	0.75718	1.30175	0.821474	1.30181	1.25163	0.145619	0.374326	2.96007	1.47445	2.95241	2.57258	1.06417	0.476249	4.9959	0.04875	0.249063	2.57623	0.2110286
53280	-3186.361	-2923.498	-262.8625	0.4463497	0.175009	0.6220382	0.2074932	13	4.99665	0.1964642	0.0239292	0.215457	0.776934	2.98368	0.8295314	1.13679	0.821474	1.30181	1.33569	0.145619	0.430606	2.95039	1.61071	2.95241	2.57258	0.824074	0.671149	4.99529	0.04875	0.0325155	2.83899	0.250133
53290	-3177.945	-2914.829	-263.1156	0.4968657	0.1595917	0.5890322	0.1718261	14	4.99665	0.3354139	0.0328083	0.249865	0.817974	2.89935	0.7608583	1.12829	0.47342	0.550595	1.33569	0.195175	0.363143	2.95039	1.61071	2.95241	2.3555	1.15451	0.555496	4.99665	0.04875	0.083349	2.66557	0.2258319
53300	-3176.781	-2912.06	-264.7212	0.376885	0.166841	0.6280796	0.206551	14	4.99665	0.2980821	0.0135258	0.164289	0.705005	3.11718	0.8346306	1.27088	0.47342	0.550595	1.33569	0.0330393	0.390725	2.95039	1.61071	2.95241	2.3555	1.15451	0.195151	4.99567	0.04875	0.083349	2.97577	0.247476
53310	-3175.153	-2912.671	-262.4824	0.4730588	0.1657682	0.7876134	0.1767999	14	4.99665	0.2460802	0.0285097	0.233964	0.79963	2.9379	0.9644133	1.27088	0.481696	0.760542	1.33569	0.00518956	0.390725	2.89076	1.61071	2.95241	2.3555	0.965343	0.472158	4.9966	0.04875	0.083349	3.19149	0.1833238
53320	-3176.795	-2913.965	-262.8298	0.4405603	0.1870882	0.7725318	0.1279274	12	4.999515	0.1837919	0.0229741	0.211354	0.77169	2.99398	0.9004592	1.31196	0.481696	0.76107	1.33569	0.00518956	0.390725	2.94601	1.57208	2.95241	2.3555	1.0883	0.320998	4.99947	0.04875	0.083349	3.19149	0.1420691
53330	-3179.634	-2916.677	-262.9568	0.5246937	0.1559021	0.751159	0.1646561	13	4.996536	0.3209592	0.0380509	0.267731	0.837437	2.85678	0.915815	1.32087	0.565546	0.713544	1.33569	0.0694061	0.491243	2.76544	1.73141	2.95241	2.44881	0.972798	0.589505	4.98956	0.04875	0.136033	2.58642	0.1797918
53340	-3180.791	-2917.597	-263.194	0.4255747	0.1485447	0.7414094	0.1015174	14	4.996536	0.3234855	0.0205702	0.200589	0.757536	3.02131	0.8429268	1.32087	0.286572	0.713544	1.31497	0.0694061	0.69568	3.29761	1.73141	2.95241	2.44881	1.18899	0.589505	4.99654	0.04875	0.130144	2.58642	0.1204344
53350	-3188.669	-2925.287	-263.3819	0.4825297	0.186117	0.7675237	0.04052565	14	4.996536	0.2639666	0.0301972	0.240358	0.807128	2.92232	0.8080493	1.18247	0.441182	0.797608	1.44063	0.0629625	0.484524	2.85996	1.96104	2.95241	2.44881	1.10393	0.589505	4.99654	0.04875	0.130144	2.39178	0.05015245
53360	-3176.193	-2914.678	-261.5154	0.4406316	0.160045	0.6036651	0.09521736	14	4.879639	0.2591036	0.0229858	0.211405	0.771755	2.99385	0.6988825	1.18978	0.441182	0.655187	1.44063	0.0629625	0.438717	3.06031	1.96104	2.95241	2.44881	0.917685	0.211571	4.85198	0.130874	0.190817	2.08375	0.1362423
53370	-3184.288	-2919.633	-264.6545	0.4724946	0.1597469	0.5273266	0.1949116	13	4.970841	0.2552073	0.0284101	0.233581	0.799175	2.93883	0.7222382	1.02188	0.468924	0.655187	1.44063	0.0629625	0.367765	3.13972	1.52242	2.95241	2.44881	0.974769	0.454889	4.91673	0.017867	0.0868106	2.08375	0.2698716
53380	-3176.652	-2912.644	-264.0074	0.436158	0.1721644	0.5468814	0.1753569	13	4.970841	0.3428973	0.0222575	0.208213	0.76762	3.00191	0.7222382	1.09681	0.737282	0.590512	1.44063	0.0629625	0.367765	3.13972	1.5176	2.95241	2.45554	0.974769	1.00735	4.97084	0.017867	0.0868106	2.04738	0.2427964
53390	-3188.895	-2923.503	-265.3926	0.4819561	0.1490645	0.6450792	0.1552664	14	4.970841	0.2017466	0.0300941	0.239973	0.806682	2.92325	0.8003456	1.18203	0.382328	1.05646	1.44063	0.0629625	0.457729	2.9975	1.62201	2.98873	2.41482	1.13243	1.55167	4.97084	0.0186848	0.121842	2.04738	0.1939992
53400	-3176.506	-2911.682	-264.8243	0.4287083	0.1570202	0.6708367	0.1362049	14	4.970841	0.3865198	0.0210645	0.202857	0.760567	3.01551	0.8070416	1.2532	0.382328	0.672745	1.44063	0.0629625	0.457729	2.9975	1.62201	3.09618	2.41482	1.14263	1.2584	4.97084	0.0332618	0.121842	2.64919	0.1687706
53410	-3178.655	-2922.333	-256.3221	0.4600221	0.1569032	0.5734426	0.03516664	16	4.970841	0.2059834	0.0262395	0.225018	0.788849	2.95989	0.6086093	1.2532	0.455346	0.672745	1.44063	0.0629625	0.418532	2.93251	1.73628	3.22797	2.52156	1.22125	1.21924	4.97084	0.104911	0.125559	2.64919	0.05778197
53420	-3177.546	-2917.205	-260.3407	0.4124041	0.1703901	0.4028446	0.2142796	16	4.970841	0.2542166	0.0185438	0.19096	0.744362	3.04613	0.6171242	1.2532	0.455346	0.672745	1.44063	0.0629625	0.476765	2.93251	1.73628	3.22797	2.52156	1.22125	1.45183	4.97084	0.104911	0.125559	2.6631	0.3472228
53430	-3173.149	-2914.979	-258.1707	0.4224413	0.1622907	0.7051937	0.1055948	16	4.97728	0.2141997	0.0200806	0.198312	0.754466	3.02714	0.8107885	1.40928	0.455346	0.672745	1.44063	0.0629625	0.476765	2.93251	1.85068	3.22797	2.47632	1.28925	1.45183	4.97728	0.0621878	0.125559	2.6631	0.1302372
53440	-3177.584	-2917.031	-260.5532	0.4470957	0.1861518	0.50906	0.3353827	15	4.930095	0.1450467	0.0240533	0.215983	0.777601	2.98236	0.8444427	1.40928	0.455346	1.25733	1.05552	0.0629625	0.476765	3.0691	1.38672	3.20483	2.47632	1.28925	1.04347	4.93008	0.193572	0.125559	2.6631	0.3971646
53450	-3178.323	-2916.617	-261.7063	0.4737734	0.1635672	0.6910124	0.1416415	14	4.686236	0.2853556	0.0286359	0.23445	0.800205	2.93671	0.8326538	1.37802	0.597723	1.05762	1.05552	0.0629625	0.546012	3.0691	1.33249	3.01254	2.28648	0.960627	0.156124	4.67788	0.193572	0.151026	2.6631	0.1701085
53460	-3175.993	-2913.274	-262.7192	0.4647188	0.1686575	0.7150957	0.1573153	14	4.953069	0.3003867	0.0270501	0.22826	0.792796	2.95189	0.872411	1.32896	0.493205	1.05762	1.05552	0.0629625	0.538179	3.0935	1.31873	2.83171	2.28648	1.05402	0.697344	4.95092	0.193572	0.203291	2.4212	0.1803225
53470	-3172.864	-2911.171	-261.693	0.4725815	0.1714192	0.510878	0.1692414	14	4.979947	0.191565	0.0284255	0.23364	0.799245	2.93869	0.6801194	1.22531	0.569144	0.865404	1.10399	0.0629625	0.548456	3.0935	1.2675	2.8173	2.28648	1.0678	0.745977	4.97995	0.193572	0.108336	2.72347	0.2488408
53480	-3179.76	-2916.227	-263.5333	0.4368675	0.1772145	0.6399825	0.213237	14	4.979947	0.1424878	0.0223724	0.208721	0.768281	3.00063	0.8532195	1.06429	0.626103	0.854028	1.10399	0.0489679	0.473724	3.0935	1.34976	2.8173	2.28648	1.0678	0.689559	4.96001	0.193572	0.16556	2.72347	0.2499205
53490	-3181.385	-2921.401	-259.9838	0.4902258	0.1782048	0.915245	0.2681864	14	4.979947	0.148364	0.0315907	0.245487	0.813024	2.9099	1.183431	0.996056	0.569772	0.896631	1.10399	0.0469294	0.621019	3.15002	1.22409	2.8173	2.28648	1.09067	0.340224	4.97995	0.193572	0.10181	2.34544	0.2266176
53500	-3182.082	-2922.621	-259.4613	0.4422314	0.1713552	0.6045647	0.159718	14	4.979947	0.2343687	0.0232484	0.212542	0.773216	2.99099	0.7642827	0.996056	0.536194	0.896631	1.11846	0.0469294	0.547456	2.97418	1.36364	2.8173	2.28648	1.0744	0.574471	4.97994	0.193572	0.105423	2.34544	0.2089777
53510	-3187.487	-2925.803	-261.6845	0.614155	0.1841466	0.5567071	0.09901433	14	4.979947	0.1800874	0.05604	0.320049	0.888372	2.73554	0.6557215	0.699788	0.574316	1.11849	1.11846	0.0469294	0.457185	2.90645	1.32275	2.8173	2.28648	1.15857	0.225587	4.97995	0.193572	0.0527241	2.34544	0.1510006
53520	-3181.618	-2921.297	-260.3207	0.5519841	0.1797182	0.8878699	0.07214567	14	4.979947	0.2319904	0.0433815	0.284504	0.854696	2.81742	0.9600155	1.10972	0.680636	1.11849	1.11846	0.0469294	0.391442	2.90469	1.26048	2.78017	2.28648	0.930629	0.380046	4.97995	0.115264	0.1623	2.04925	0.07515053
53530	-3179.007	-2914.579	-264.428	0.4193426	0.1644409	0.5275067	0.1317891	13	4.979947	0.2717451	0.0196009	0.196051	0.751391	3.03296	0.6592958	1.13452	0.613215	1.11849	1.11846	0.0753426	0.486901	3.05379	1.23493	2.78017	2.53417	0.930629	0.0980271	4.71767	0.121953	0.13059	2.04925	0.1998937
53540	-3173.065	-2912.789	-260.2755	0.4862244	0.1720424	0.6701101	0.0707067	14	4.979947	0.2872693	0.0308638	0.242828	0.80998	2.91633	0.7408168	1.15205	0.613215	1.27565	1.03222	0.0753426	0.497797	2.98404	1.18152	2.78017	2.53417	1.18416	0.514199	4.91308	0.121953	0.13059	1.88973	0.09544425
53550	-3165.086	-2905.256	-259.8297	0.4733897	0.2023259	0.7799712	0.07616019	14	4.969915	0.2999542	0.0285681	0.234189	0.799897	2.93735	0.8561314	1.1268	0.613215	0.963155	1.04493	0.0753426	0.402396	2.9706	1.33055	2.78017	2.53417	1.12675	0.514199	4.83261	0.121953	0.0792269	2.34525	0.08895854
53560	-3178.362	-2918.224	-260.1379	0.5801851	0.2021627	0.7867422	0.1611853	14	4.969915	0.1943245	0.0490486	0.301077	0.870863	2.77901	0.9479275	0.997715	0.512096	0.899464	1.04493	0.0753426	0.376817	2.9706	1.29779	2.6998	2.53417	1.12675	0.514199	4.96991	0.121953	0.116543	2.51959	0.1700397
53570	-3169.832	-2910.843	-258.9893	0.4285452	0.1699616	0.9329965	0.1036744	14	4.952151	0.3691466	0.0210387	0.202739	0.76041	3.01581	1.036671	1.00255	0.582818	0.997878	0.944551	0.12538	0.394638	2.90997	1.12564	2.6998	2.37046	0.922545	0.514199	4.42189	0.121953	0.0985363	2.09447	0.100007
53580	-3170.599	-2913.676	-256.9229	0.4746432	0.2217219	0.7311994	0.1142032	14	4.963945	0.2030178	0.0287898	0.23504	0.800904	2.93527	0.8454026	1.00255	0.607798	1.14277	0.821309	0.12538	0.394638	2.97444	1.18692	2.6998	2.37046	0.872288	0.46274	4.93049	0.121953	0.0985363	2.84252	0.1350873
53590	-3165.872	-2905.546	-260.3259	0.4666971	0.1743317	0.8689559	0.1108261	14	4.791843	0.3270344	0.027394	0.22962	0.794437	2.94855	0.979782	1.02266	0.609116	1.14277	0.821309	0.123382	0.394638	3.07032	0.997037	2.6998	2.37046	0.872934	0.485908	4.79184	0.121953	0.0985363	2.84252	0.113113
53600	-3187.641	-2924.457	-263.1831	0.4967636	0.1931863	0.8417641	0.03745694	13	4.999865	0.1998571	0.0327895	0.249798	0.817899	2.89951	0.879221	1.03216	0.62717	1.14277	0.821309	0.112989	0.394638	2.89484	0.979101	2.45978	2.89457	0.920991	0.550059	4.99795	0.28437	0.105355	2.275	0.04260241
53610	-3177.639	-2917.938	-259.701	0.4130567	0.1821238	0.8257888	0.09113323	13	4.93198	0.3192901	0.0186422	0.19144	0.745031	3.04489	0.916922	1.00366	0.528307	1.17524	0.821309	0.112989	0.410159	2.86247	0.979101	2.44045	2.63135	0.920991	0.43018	4.93198	0.28437	0.18576	2.12496	0.09939038
53620	-3183.5	-2922.368	-261.1318	0.47996	0.1789755	0.7836513	0.02818688	14	4.993833	0.3555438	0.0297363	0.238632	0.805121	2.92651	0.8118381	0.971743	0.525299	0.803415	0.821309	0.112989	0.498865	2.65463	1.13155	2.44045	2.63135	1.0612	0.408861	4.99378	0.28437	0.302075	2.48196	0.03471982
53630	-3179.973	-2919.319	-260.6536	0.4098666	0.1644847	0.7108765	0.0593755	14	4.993833	0.2112161	0.0181632	0.189087	0.74174	3.05101	0.770252	0.917654	0.579191	0.803415	0.821309	0.112989	0.498865	2.82482	1.05934	2.34132	2.63135	1.0612	0.408861	4.93173	0.112654	0.303007	2.02403	0.07708582
53640	-3188.046	-2924.647	-263.3992	0.503367	0.1731304	0.6464331	0.05809337	14	4.993833	0.3068935	0.0340135	0.254108	0.822703	2.88918	0.7045264	1.09903	0.588039	0.668633	0.821309	0.112989	0.659266	2.70846	1.03151	2.34132	2.63135	1.0903	0.408861	4.99341	0.112654	0.236965	2.02403	0.08245733
53650	-3174.327	-2914.549	-259.7779	0.4113668	0.1542117	0.6245679	0.08826177	14	4.993833	0.2435139	0.0183878	0.190195	0.743293	3.04812	0.7128297	1.14631	0.508673	0.998081	0.821309	0.0741791	0.657509	2.70846	0.996098	2.45813	2.63135	1.11918	0.453	4.99383	0.112654	0.236965	1.64929	0.1238189
53660	-3169.422	-2911.147	-258.2758	0.4618253	0.1822936	0.793591	0.1350847	14	4.993833	0.2757898	0.0265497	0.226265	0.790373	2.95681	0.9286756	1.14631	0.487443	0.659563	0.796841	0.0741791	0.64316	2.8232	0.970534	2.45813	2.63135	1.11918	0.646521	4.9938	0.112654	0.236965	2.85989	0.1454595
53670	-3176.601	-2915.398	-261.2022	0.4727274	0.1852792	0.5628863	0.1954185	14	4.999171	0.2613112	0.0284512	0.233739	0.799363	2.93845	0.7583049	1.13043	0.505859	0.659563	0.796841	0.0741791	0.554241	2.73206	1.07157	2.45813	2.63135	1.17064	0.646521	4.99917	0.112654	0.236965	2.34887	0.2577044
53680	-3174.093	-2914.231	-259.8626	0.5046319	0.1857857	0.6866498	0.1399066	14	4.999171	0.1982418	0.0342494	0.254929	0.82361	2.88721	0.8265565	1.14027	0.505859	0.649609	0.948071	0.0741791	0.582762	2.62861	1.24815	2.37236	2.63135	1.18824	0.898961	4.99917	0.00981613	0.0916759	2.17775	0.1692644
53690	-3172.96	-2915.405	-257.5547	0.5299768	0.1787663	0.7143982	0.05583612	14	4.987318	0.2639808	0.0390694	0.271036	0.840912	2.84898	0.7702344	0.99724	0.501248	0.649609	0.948071	0.0741791	0.40615	2.89282	1.24815	2.42565	2.63135	1.18824	0.739591	4.97877	0.00981613	0.0916759	2.94754	0.07249237
53700	-3179.002	-2916.915	-262.0862	0.5439419	0.1948187	0.6073229	0.4325063	13	4.987318	0.188583	0.0417934	0.279638	0.849784	2.82878	1.039829	0.993637	0.494751	0.860264	0.948071	0.0741791	0.40615	2.63573	1.19254	2.42565	2.63135	1.18824	0.535206	4.98732	0.110112	0.129783	2.53832	0.4159397
53710	-3170.262	-2906.248	-264.0136	0.4777934	0.1857496	0.593752	0.08725252	14	4.992036	0.1316482	0.0293494	0.237172	0.803413	2.93007	0.6810045	0.942121	0.495123	1.02947	0.951222	0.0375712	0.50013	2.57342	1.1591	2.42565	2.75236	1.08715	0.187882	4.99204	0.092171	0.129783	2.15754	0.1281233
53720	-3185.133	-2919.329	-265.8032	0.47939	0.1627164	0.3375176	0.2443455	14	4.992036	0.3033836	0.0296343	0.238248	0.804673	2.92744	0.5818632	0.909182	0.495123	1.32609	0.951222	0.227294	0.50013	2.71721	1.1591	2.42565	2.69634	1.08715	0.188288	4.99204	0.0987756	0.129783	2.53583	0.4199364
53730	-3180.418	-2920.006	-260.4123	0.4347145	0.1542188	0.7967154	0.09498532	13	4.992036	0.2655504	0.0220244	0.207179	0.76627	3.00453	0.8917007	1.01963	0.500897	0.843448	0.951222	0.227294	0.50013	2.77627	1.14103	2.42565	2.74919	1.08715	0.757309	4.992	0.213765	0.129783	2.53583	0.1065215
53740	-3175.508	-2911.277	-264.2305	0.4668693	0.2073569	0.9859835	0.2140389	13	4.992036	0.2892361	0.027424	0.229738	0.79458	2.94826	1.200022	0.999052	0.623185	1.2357	0.951222	0.0274224	0.50013	2.80335	1.15528	2.39198	2.82643	1.02038	1.03402	4.98824	0.0355366	0.24335	2.28009	0.1783624
53750	-3175.339	-2914.196	-261.143	0.4045981	0.1624081	0.5721331	0.1985037	14	4.992036	0.2835778	0.0173833	0.185183	0.736209	3.06123	0.7706368	1.18793	0.733602	1.2357	0.954255	0.0274224	0.559908	3.09337	1.19473	2.34865	2.82643	1.02038	0.568449	4.99203	0.0355366	0.271846	2.28009	0.2575839
53760	-3178.043	-2915.428	-262.6145	0.4419184	0.1675749	0.7120733	0.1174831	14	4.945243	0.2238817	0.0231969	0.212319	0.772931	2.99155	0.8295564	1.22709	0.685417	1.1527	0.954255	0.0274224	0.559908	3.09337	1.0913	2.68078	2.82643	1.02038	0.244236	4.94501	0.0623932	0.183485	2.28009	0.1416216
53770	-3182.282	-2916.518	-265.764	0.3911297	0.1535247	0.5447937	0.1765593	13	4.999322	0.2332123	0.0154558	0.175099	0.721501	3.08794	0.7213529	1.27084	0.685417	1.1527	0.954255	0.0274224	0.559908	3.12997	1.20847	2.68078	2.82643	1.02038	0.20017	4.99932	0.0623932	0.0983154	2.28009	0.2447613
53780	-3179.298	-2916.563	-262.7357	0.356374	0.1879341	0.5639691	0.1914909	14	4.999322	0.2576986	0.0109562	0.148503	0.679403	3.16114	0.75546	1.27399	0.671557	1.1527	0.954255	0.0274224	0.79078	3.05536	1.13107	2.68078	2.87024	1.02038	0.64585	4.99932	0.0623932	0.0983154	2.09293	0.2534759
53790	-3178.114	-2915.114	-262.9998	0.4312642	0.1762558	0.6396091	0.1158807	14	4.96015	0.2863859	0.021471	0.2047	0.763011	3.01082	0.7554898	1.32691	0.717646	0.667731	0.954255	0.0274224	0.767413	2.77661	1.16461	2.56595	2.7838	1.05917	0.684373	4.96015	0.0350029	0.303058	3.26064	0.1533849
53800	-3181.159	-2923.475	-257.6836	0.3575945	0.1646999	0.7065437	0.1005502	14	4.899288	0.3341608	0.0111019	0.149449	0.680992	3.15846	0.8070938	1.1471	0.573822	0.667731	0.954255	0.0274224	0.767413	2.75846	1.16461	2.56595	2.41815	1.05917	0.721102	4.89836	0.0350029	0.303058	1.7147	0.124583
53810	-3177.469	-2917.107	-260.3617	0.4052678	0.1725717	0.811789	0.1051582	14	4.976926	0.3341608	0.0174817	0.18568	0.736919	3.05992	0.9169472	1.30914	0.574741	0.667731	0.954255	0.0274224	0.543936	2.78089	1.30558	2.56595	2.12124	1.05917	0.565521	4.97685	0.0350029	0.0678893	1.7105	0.114683
53820	-3181.419	-2919.961	-261.4584	0.3849204	0.1841445	0.7265666	0.1575304	14	4.976926	0.321426	0.0146004	0.170404	0.714433	3.10056	0.8840971	1.32091	0.632028	0.667731	0.954255	0.048894	0.503233	2.79637	1.20009	2.56595	2.12124	1.12054	0.458154	4.97693	0.102363	0.0897704	2.10783	0.1781823
53830	-3172.447	-2909.385	-263.062	0.4818214	0.1730132	0.8342415	0.08999164	14	4.96622	0.2064456	0.0300699	0.239883	0.806577	2.92347	0.9242332	1.32091	0.671226	0.866645	0.954255	0.048894	0.525378	2.79637	1.28644	2.47692	2.37679	1.12054	0.721581	4.93051	0.0851809	0.0897704	1.60699	0.09736898
53840	-3179.308	-2919.649	-259.6581	0.579036	0.1681597	0.727958	0.1416051	14	4.980564	0.2111121	0.048815	0.300416	0.870235	2.78053	0.8695631	1.28632	0.667535	0.465555	0.987924	0.048894	0.603643	2.78725	1.28644	2.58689	2.37679	1.01171	0.501093	4.98056	0.0851809	0.0847349	2.38884	0.1628463
53850	-3170.866	-2911.911	-258.9552	0.4616869	0.1709773	0.7174077	0.1403057	14	4.980564	0.2040024	0.0265259	0.22617	0.790256	2.95705	0.8577134	1.33312	0.713432	0.465555	1.13374	0.048894	0.49067	2.8099	1.28417	2.44268	2.37679	1.01171	0.501093	4.98053	0.0851809	0.132284	2.6363	0.1635811
53860	-3179.977	-2914.708	-265.2688	0.4477507	0.1740836	0.7829237	0.2075898	14	4.990993	0.278514	0.0241625	0.216445	0.778185	2.98121	0.9905134	1.48753	0.786647	0.465555	1.13374	0.048894	0.626403	2.84199	1.34053	2.68731	2.37679	1.01171	0.134297	4.99099	0.216686	0.132284	2.11542	0.2095779
53870	-3180.183	-2916.992	-263.1913	0.5359021	0.1498239	0.606044	0.0730554	14	4.990993	0.2191481	0.0402197	0.274709	0.844731	2.84034	0.6790994	1.48753	0.786647	1.00664	1.17978	0.048894	0.626403	2.81673	1.39933	2.68731	2.37679	1.01171	0.284747	4.99099	0.182258	0.09447	2.11542	0.1075769
53880	-3182.048	-2916.682	-265.3663	0.4673708	0.1675847	0.72503	0.1011992	14	4.982286	0.3249811	0.0275114	0.230082	0.794993	2.94741	0.8262292	1.39629	0.670901	1.00664	1.17978	0.048894	0.626403	2.81673	1.44174	2.74595	2.25381	0.969613	0.489633	4.98228	0.182258	0.132679	2.11542	0.1224832
53890	-3170.94	-2905.753	-265.1864	0.4691507	0.1552192	0.6889976	0.3514061	13	4.982286	0.2084659	0.0278225	0.2313	0.796455	2.94442	1.040404	1.37944	0.573295	1.06136	1.17978	0.048894	0.626403	2.66703	1.39991	2.74595	2.25381	0.969613	0.971304	4.98229	0.24084	0.225951	2.67865	0.3377594
53900	-3187.473	-2927.292	-260.1811	0.5157743	0.1717155	0.5582722	0.2251084	15	4.982286	0.2143198	0.0363474	0.262089	0.831415	2.87015	0.7833807	1.53209	0.703089	0.609409	1.17978	0.048894	0.379908	2.66703	1.60932	2.74595	2.25381	0.969613	0.841344	4.98229	0.24084	0.0618226	2.67865	0.2873551
53910	-3191.881	-2929.456	-262.4248	0.4197912	0.1452284	0.7503909	0.1759433	14	4.984459	0.3278099	0.0196701	0.196379	0.751838	3.03211	0.9263342	1.53209	0.519222	0.604453	1.17978	0.048894	0.379908	2.63112	1.58506	2.74595	2.25381	1.14162	0.477749	4.90644	0.24084	0.0618226	2.52457	0.189935
53920	-3185.562	-2928.029	-257.5325	0.4379751	0.1774557	0.4900186	0.2770479	14	4.984459	0.1980432	0.0225523	0.209512	0.769309	2.99863	0.7670666	1.09867	0.693781	0.604453	1.17978	0.048894	0.361793	2.67854	1.58506	2.70495	2.25381	1.14162	0.663741	4.93653	0.24084	0.049753	2.37091	0.3611785
53930	-3179.564	-2921.01	-258.5544	0.4435629	0.1778436	0.421975	0.2087582	14	4.984459	0.3371684	0.0234677	0.213486	0.774425	2.98862	0.6307332	1.09867	0.693781	0.604453	1.17978	0.0160074	0.401258	2.6671	1.58506	2.70495	2.25381	1.14162	0.663741	4.98446	0.24084	0.107797	2.21241	0.330977
53940	-3181.063	-2919.949	-261.1138	0.4697711	0.1543607	0.5449551	0.1270893	14	4.984459	0.3870105	0.0279313	0.231724	0.796963	2.94338	0.6720443	0.960187	0.715551	0.604453	1.17978	0.0160074	0.449586	2.59637	1.34663	2.70495	2.01439	1.14162	1.15595	4.98446	0.230881	0.132402	3.16679	0.1891084
53950	-3170.653	-2916.222	-254.4304	0.3613121	0.2003322	0.6217648	0.1422965	15	4.984459	0.3585909	0.0115514	0.152324	0.685777	3.15035	0.7640613	0.880345	0.459621	0.604453	1.23072	0.0395816	0.485246	2.59637	1.45655	2.63434	2.01439	1.14162	1.15595	4.98446	0.0118044	0.13832	1.53895	0.186237
53960	-3183.407	-2924.145	-259.2622	0.41784	0.1708947	0.6583922	0.05951834	15	4.97918	0.241934	0.01937	0.194952	0.749885	3.03579	0.7179105	0.814062	0.438208	0.604453	1.23072	0.0395816	0.468387	2.42525	1.45655	2.63434	2.01439	1.14162	1.81507	4.97917	0.0118044	0.0525107	2.29338	0.08290495
