Iteration	Posterior	Likelihood	Prior	alpha_morpho	clock_morpho	diversification	extinction_rate	num_samp_anc	origin_time	psi	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	speciation_rate	t[1]	t[2]	t[3]	t[4]	t[5]	t[6]	t[7]	t[8]	t[9]	t[10]	t[11]	t[12]	t[13]	t[14]	t[15]	t[16]	turnover
53970	-3172.94	-2918.379	-254.5618	0.4439096	0.156867	0.630022	0.02322453	16	4.97918	0.2688542	0.0235249	0.213732	0.774738	2.98801	0.6532465	1.2634	0.501447	0.604453	1.23072	0.0496512	0.468387	2.42525	1.5129	2.74786	2.01439	1.14162	1.81507	4.97918	0.0118044	0.0633719	2.29338	0.03555248
53980	-3172.342	-2916.059	-256.2824	0.428913	0.160212	0.6682584	0.03782493	16	4.97918	0.2332699	0.0210969	0.203005	0.760764	3.01513	0.7060833	1.22019	0.61685	1.09241	1.12382	0.0496512	0.552127	2.5114	1.51419	2.74786	1.87734	1.14162	1.26116	4.97918	0.0118044	0.153165	2.29338	0.05357007
53990	-3175.546	-2923.396	-252.1494	0.5544574	0.175741	0.6979142	0.04306633	16	4.97918	0.2367631	0.0438726	0.285988	0.856178	2.81396	0.7409805	1.29814	0.61685	1.09241	1.12382	0.0496512	0.552127	2.5114	1.46208	2.74786	1.87734	1.26215	1.16196	4.97918	0.0118044	0.153165	2.29338	0.05812074
54000	-3178.927	-2923.305	-255.622	0.4591474	0.1717252	0.5831186	0.05372802	16	4.996601	0.169855	0.0260895	0.224412	0.788106	2.96139	0.6368466	1.26589	0.529606	1.09241	1.04744	0.0958915	0.552127	2.37274	1.53821	2.74786	1.87734	1.0117	1.28899	4.99519	0.0118044	0.0451769	2.29338	0.08436572
54010	-3173.944	-2915.531	-258.4131	0.4654481	0.1754778	0.922333	0.06261204	16	4.996601	0.2800857	0.0271767	0.228762	0.793403	2.95066	0.9849451	1.26589	0.503726	1.09241	1.04744	0.0958915	0.518684	2.2277	1.29883	2.53644	1.87734	1.0117	1.17881	4.9965	0.0118044	0.0451769	2.29338	0.06356906
54020	-3166.82	-2911.713	-255.1067	0.4490954	0.1894091	0.7584666	0.1132836	16	4.996601	0.2750298	0.0243871	0.217391	0.779379	2.97884	0.8717501	1.26589	0.462331	1.09241	1.04744	0.0958915	0.518684	2.2277	1.20426	2.53644	1.94289	1.0117	1.17881	4.9966	0.0431378	0.0451769	2.9425	0.1299496
54030	-3170.222	-2913.629	-256.5928	0.4266581	0.1623925	0.7836653	0.07063603	15	4.996601	0.2855355	0.0207406	0.201374	0.758588	3.0193	0.8543013	1.26589	0.312876	1.09241	1.00302	0.0702832	0.431471	2.27281	1.22557	2.53644	1.94289	1.09042	1.41699	4.82896	0.00723127	0.0431857	2.05781	0.08268281
54040	-3173.039	-2918.296	-254.7424	0.4645304	0.1593995	0.6515763	0.09786084	15	4.996601	0.1859467	0.0270174	0.228131	0.792639	2.95221	0.7494371	1.28447	0.45755	1.09241	1.00302	0.0702832	0.481085	2.27281	1.26537	2.55736	1.94289	1.09042	1.58917	4.9966	0.0284325	0.0889913	2.17534	0.1305791
54050	-3167.637	-2916.55	-251.0878	0.3994012	0.2088344	0.7733609	0.05729308	16	4.996601	0.2242583	0.0166281	0.181309	0.730632	3.07143	0.830654	1.33515	0.596458	1.23996	1.02956	0.0702832	0.459156	2.27281	1.27368	2.55736	1.94289	0.99588	1.22971	4.9966	0.170215	0.181989	2.50959	0.06897346
54060	-3174.864	-2920.81	-254.0545	0.4225142	0.1807054	0.7250586	0.04400861	16	4.996601	0.2270228	0.0200919	0.198365	0.754538	3.02701	0.7690672	1.33515	0.429049	1.23996	1.02956	0.0702832	0.39419	2.37738	1.20092	2.55736	1.94289	0.972671	1.36333	4.75864	0.170215	0.181989	2.85502	0.05722335
54070	-3177.361	-2923.792	-253.569	0.3731565	0.2187337	0.5748436	0.07471043	16	4.999427	0.2161583	0.0130399	0.161438	0.700518	3.125	0.649554	1.33515	0.41476	0.597755	1.1162	0.0702832	0.403967	2.37738	1.33164	2.55736	1.88211	0.972671	2.02683	4.99939	0.170215	0.156587	1.95089	0.115018
54080	-3179.692	-2921.711	-257.9805	0.4016982	0.1653221	0.6713936	0.08811248	15	4.994205	0.2414823	0.0169602	0.183024	0.733112	3.0669	0.7595061	1.17172	0.512036	1.06563	1.1162	0.0702832	0.318844	2.37738	1.24309	2.55736	1.62998	1.24416	1.85355	4.99259	0.1293	0.0562293	2.02333	0.1160129
54090	-3174.498	-2919.698	-254.8005	0.5617025	0.1675747	0.6603917	0.03491406	16	4.994205	0.3447302	0.0453181	0.290302	0.860448	2.80393	0.6953057	1.17172	0.605383	0.692611	1.05615	0.0702832	0.470233	2.36643	1.24542	2.55736	1.72686	1.29593	1.85355	4.9942	0.13689	0.159245	2.10688	0.05021397
54100	-3179.526	-2923.832	-255.6946	0.3954514	0.1566855	0.811502	0.04409216	16	4.994205	0.3575331	0.0160637	0.17835	0.726311	3.07928	0.8555941	1.17495	0.547017	0.692611	1.10075	0.0702832	0.470233	2.36643	1.37183	2.55736	1.72686	1.29593	1.46211	4.99336	0.129645	0.159245	2.65613	0.05153397
54110	-3182.799	-2925.222	-257.5772	0.4106362	0.1391198	0.5314207	0.1104201	16	4.994205	0.2593245	0.0182783	0.189656	0.742538	3.04953	0.6418408	1.17155	0.525787	0.692611	1.10075	0.0385929	0.643475	2.27045	1.40477	2.55736	2.00937	1.29593	1.46707	4.9942	0.129645	0.159245	2.65613	0.1720365
54120	-3182.119	-2922.286	-259.8326	0.4511622	0.1795226	0.8200798	0.2313095	16	4.994205	0.2873728	0.0247338	0.218843	0.781201	2.97522	1.051389	1.10929	0.393997	1.80318	1.10075	0.0385929	0.442065	2.28301	1.4852	2.55736	2.00937	1.2965	1.46707	4.9942	0.129645	0.159245	2.65613	0.2200036
54130	-3183.49	-2926.096	-257.3946	0.4129246	0.1885678	0.4938097	0.186671	16	4.994205	0.251784	0.0186223	0.191343	0.744896	3.04514	0.6804806	1.10929	0.299808	1.80318	1.10075	0.0385929	0.409721	2.28301	1.27723	2.55736	2.00937	1.26161	1.87208	4.9942	0.0695022	0.15964	2.65613	0.2743222
54140	-3173.22	-2917.492	-255.7281	0.4128026	0.1799802	0.5309435	0.1350158	16	4.994205	0.284633	0.0186039	0.191253	0.744771	3.04537	0.6659594	1.21099	0.557092	0.437652	1.10075	0.0385929	0.392238	2.36658	1.20697	2.65444	1.59632	1.26161	1.06525	4.99214	0.0695022	0.0986609	2.62233	0.2027389
54150	-3179.387	-2920.742	-258.6443	0.3779566	0.1649472	0.589943	0.07989572	15	4.994205	0.2656614	0.013667	0.165107	0.706281	3.11494	0.6698387	1.18111	0.557092	0.792639	1.10075	0.0508751	0.703999	2.32443	1.58334	2.65444	1.59632	1.31087	0.989939	4.95642	0.149409	0.242145	2.56515	0.1192761
54160	-3194.168	-2924.708	-269.4601	0.5174668	0.1395609	0.6334178	0.3739939	14	4.995079	0.1609598	0.036669	0.263166	0.832573	2.86759	1.007412	1.13561	0.371168	0.813701	1.00619	0.0394826	0.700792	2.32443	1.49022	2.48778	1.81138	1.31087	0.17005	4.99508	0.149409	0.247787	2.56515	0.3712424
54170	-3179.685	-2914.66	-265.0246	0.4064332	0.1632872	0.6311244	0.2278804	14	4.995079	0.2556101	0.0176533	0.186545	0.738149	3.05765	0.8590048	1.53952	0.250256	0.813701	1.00619	0.0394826	0.618142	2.30014	1.49022	2.80806	1.81138	1.31087	0.22946	4.99508	0.149409	0.247787	2.56515	0.2652842
54180	-3182.034	-2916.808	-265.2262	0.4616323	0.1457354	0.6829814	0.09116173	14	4.995079	0.3401513	0.0265165	0.226132	0.79021	2.95714	0.7741431	1.4963	0.210698	0.813701	1.00619	0.0394826	0.618142	2.48188	1.17628	2.84375	1.81138	1.2575	0.22946	4.78298	0.149409	0.140064	1.86936	0.1177582
54190	-3186.612	-2919.654	-266.9578	0.456069	0.1569889	0.4528168	0.2804746	14	4.995079	0.2359849	0.0255639	0.222272	0.78547	2.96669	0.7332914	1.67424	0.248684	0.953392	0.890784	0.0394826	0.618142	2.48188	1.19942	2.84375	1.81138	1.2575	0.417332	4.96789	0.149409	0.140064	2.24938	0.3824872
54200	-3179.036	-2911.762	-267.2742	0.4306434	0.1670203	0.4376998	0.2673885	14	4.977098	0.2904299	0.021372	0.204253	0.76242	3.01196	0.7050884	1.67424	0.272554	0.953392	0.890784	0.0394826	0.639799	2.54563	1.19942	2.84375	2.06393	1.2575	0.625219	4.97708	0.149409	0.140064	2.26251	0.379227
54210	-3179.67	-2915.981	-263.6888	0.456491	0.1418636	0.6164677	0.08862069	14	4.977098	0.2388235	0.0256357	0.222566	0.785833	2.96597	0.7050884	1.42243	0.506544	0.953392	0.890784	0.0394826	0.735489	2.83883	1.26633	2.92236	2.06393	1.17254	0.730858	4.9771	0.149409	0.140064	2.26251	0.1256874
54220	-3190.416	-2921.491	-268.9243	0.4198986	0.1450452	0.5761685	0.2018457	13	4.978955	0.3630594	0.0196867	0.196458	0.751945	3.03191	0.7780142	1.2766	0.506544	2.15866	1.01596	0.0394826	0.546075	2.83883	1.38704	2.50099	2.06393	1.17254	0.730858	4.97895	0.149409	0.140064	2.20406	0.259437
54230	-3177.641	-2915.049	-262.5921	0.5082962	0.1757737	0.6314123	0.08541145	14	4.978955	0.2477306	0.0349355	0.257297	0.826212	2.88155	0.7168237	1.01067	0.430467	0.376612	1.001	0.0394826	0.589391	2.78308	1.27989	2.50099	2.06393	1.17254	0.941002	4.97894	0.149409	0.190584	2.76042	0.1191527
54240	-3170.831	-2909.014	-261.8179	0.4924255	0.1613239	0.8093941	0.01966724	15	4.98918	0.4509303	0.0319926	0.246942	0.814678	2.90639	0.8290614	1.19717	0.54542	0.646633	1.001	0.0394826	0.506349	2.69939	1.27989	2.47581	1.95327	1.20437	1.31958	4.98918	0.0530398	0.165528	2.76042	0.0237223
54250	-3165.731	-2906.646	-259.0842	0.4517667	0.1512025	0.7133494	0.0251346	15	4.98918	0.20413	0.0248356	0.219267	0.781732	2.97417	0.738484	1.19231	0.511762	0.81645	1.001	0.0394826	0.506349	2.73375	1.27989	2.47581	2.56805	1.20437	1.8462	4.98918	0.0530398	0.165528	2.73319	0.03403541
54260	-3172.963	-2909.518	-263.4445	0.4942268	0.1546263	0.6435568	0.08739737	14	4.964907	0.2153533	0.0323228	0.24813	0.816022	2.90353	0.7309542	1.12189	0.511762	0.81645	1.04344	0.0476545	0.506349	2.72744	1.33585	2.47581	2.45575	1.20763	1.62165	4.96491	0.0530398	0.127403	2.73319	0.1195661
54270	-3178.92	-2912.712	-266.2076	0.4355896	0.1544283	0.5722489	0.2945081	14	4.972734	0.2612239	0.0221656	0.207806	0.76709	3.00294	0.8667569	1.09402	0.511762	1.12499	1.04344	0.0216261	0.536937	2.72744	1.26942	2.47581	2.45575	1.1322	1.36257	4.97245	0.0530398	0.126265	3.00098	0.3397816
54280	-3180.5	-2915.859	-264.6407	0.4138588	0.1529687	0.7773388	0.1893891	14	4.972859	0.2437576	0.0187635	0.192031	0.745852	3.04335	0.966728	1.27807	0.432019	0.874132	1.04344	0.0574391	0.441963	2.71553	1.23324	2.47581	2.45575	1.1322	1.29095	4.97286	0.0530398	0.279089	3.02655	0.1959073
54290	-3165.105	-2902.906	-262.1992	0.4293067	0.1583103	0.7445583	0.1331315	14	4.972859	0.2264049	0.0211594	0.203289	0.761141	3.01441	0.8776898	1.38876	0.432019	0.874132	1.04344	0.0574391	0.373275	2.69801	1.23324	2.47581	2.45575	1.08218	1.6241	4.97286	0.0530398	0.0952233	2.08494	0.151684
54300	-3175.314	-2917.067	-258.2461	0.4386937	0.1633157	0.7181324	0.1159328	15	4.908093	0.2683242	0.0226693	0.210025	0.769973	2.99733	0.8340652	1.23261	0.416311	0.615063	1.04344	0.0574391	0.275851	2.91703	1.22335	2.47581	2.45575	1.1273	1.8191	4.87331	0.0530398	0.0952233	2.08494	0.1389973
54310	-3184.098	-2920.701	-263.3966	0.3998718	0.1725379	0.5402695	0.368733	13	4.95593	0.3368993	0.0166959	0.18166	0.731142	3.0705	0.9090025	1.23261	0.371782	0.904749	1.04344	0.0338822	0.275851	2.85397	1.19784	2.47581	2.45575	1.18207	1.8191	4.95533	0.0530398	0.0716079	2.08494	0.4056458
54320	-3175.386	-2912.627	-262.7596	0.4720313	0.182448	0.7643249	0.1827495	13	4.916316	0.243407	0.0283285	0.233265	0.7988	2.93961	0.9470745	1.26731	0.45024	0.904749	1.04344	0.0737549	0.27175	2.85397	1.24402	2.47581	2.45575	1.16012	1.8191	4.91632	0.0530398	0.0684436	2.08494	0.1929622
54330	-3189.916	-2928.521	-261.3943	0.3238434	0.1636058	0.8518232	0.1882057	14	4.943564	0.3237958	0.0074275	0.123125	0.633755	3.23569	1.040029	0.944515	0.493244	0.904749	1.05579	0.0737549	0.438633	2.81132	1.27204	2.47581	2.45575	1.12163	1.8191	4.94351	0.0530398	0.207838	2.08494	0.180962
54340	-3179.122	-2918.464	-260.6579	0.5568963	0.1828118	0.7798468	0.09509884	13	4.968096	0.2166116	0.0443581	0.287446	0.857628	2.81057	0.8749457	0.895997	0.346498	0.66492	1.06379	0.0737549	0.438633	2.84956	1.27204	2.47581	2.45575	1.12163	1.71009	4.96793	0.0530398	0.129224	2.69675	0.1086911
54350	-3160.958	-2908.129	-252.8291	0.4338364	0.2061573	0.6704141	0.07294666	15	4.973953	0.3720905	0.0218831	0.206549	0.765445	3.00612	0.7433608	0.895997	0.36575	0.66492	1.06379	0.0737549	0.285006	2.65757	1.19998	2.3717	2.45575	1.12163	1.26403	4.87346	0.0530398	0.116637	2.69675	0.0981309
54360	-3171.543	-2916.038	-255.5057	0.3578405	0.1972329	0.7190024	0.06964064	15	4.987966	0.1964166	0.0111314	0.149639	0.681311	3.15792	0.788643	0.90357	0.308127	0.946831	1.0385	0.0737549	0.285006	2.70949	1.19998	2.41646	2.55298	1.12163	1.55604	4.98796	0.0530398	0.116637	2.69675	0.08830439
54370	-3179.513	-2924.444	-255.0683	0.396098	0.1789875	0.8212357	0.05013123	15	4.987966	0.1816444	0.0161555	0.178835	0.727023	3.07799	0.8713669	0.90357	0.308127	0.510194	1.0385	0.0737549	0.285006	2.70949	1.19998	2.42522	2.55298	1.12809	1.65821	4.98758	0.0530398	0.0589467	2.69675	0.05753171
54380	-3169.09	-2914.539	-254.551	0.4615893	0.204792	0.8181011	0.08176947	15	4.994595	0.304001	0.026509	0.226102	0.790174	2.95721	0.8998705	1.0416	0.322662	0.510194	1.00723	0.0737549	0.344387	2.78842	1.26542	2.54951	2.3293	1.16848	1.663	4.99459	0.0530398	0.0589467	2.69675	0.09086804
54390	-3168.804	-2911.021	-257.783	0.4725108	0.1599454	0.5705684	0.05469125	15	4.994595	0.2686053	0.028413	0.233592	0.799188	2.93881	0.6252597	0.868901	0.329081	1.12595	1.00723	0.0737549	0.372501	2.78842	1.1392	2.54951	2.1416	1.04771	1.54681	4.99458	0.0530398	0.0589467	2.69675	0.08746966
54400	-3159.631	-2903.753	-255.8781	0.3863192	0.1868418	0.8255277	0.1150779	15	4.994595	0.217999	0.0147912	0.171465	0.716042	3.0977	0.9406056	1.11053	0.343227	0.628378	1.03333	0.133798	0.340901	2.78842	1.3018	2.54951	2.10478	1.09287	1.54681	4.99459	0.0530398	0.118689	2.50181	0.1223445
54410	-3175.669	-2914.618	-261.0509	0.4698224	0.1653993	0.8758495	0.1233348	15	4.998371	0.2865122	0.0279402	0.231759	0.797004	2.9433	0.9991843	0.971369	0.310105	0.628378	1.041	0.0222279	0.531922	2.86007	1.3018	2.54951	2.10478	1.09532	1.4636	4.98758	0.0530398	0.118689	2.50181	0.1234355
54420	-3185.668	-2918.434	-267.2342	0.396382	0.1602277	0.530713	0.08896589	12	4.998371	0.2041125	0.0161959	0.179048	0.727336	3.07742	0.6196789	0.971369	0.334707	0.858573	1.07432	0.0222279	0.594759	2.82814	1.25348	2.54951	2.10478	1.03079	1.05117	4.99837	0.0131718	0.103656	2.50181	0.1435677
54430	-3171.2	-2910.444	-260.7563	0.5724985	0.159182	0.7141494	0.1392167	14	4.986705	0.172301	0.04749	0.296635	0.866613	2.78926	0.8533661	1.0177	0.398658	1.15067	1.06334	0.0222279	0.594759	2.75149	1.25348	2.54951	2.10478	1.24793	1.61972	4.9867	0.0131718	0.103656	2.50181	0.1631383
54440	-3171.53	-2909.242	-262.2881	0.4867181	0.1691876	0.5895254	0.2081305	15	4.986705	0.3780925	0.0309532	0.243157	0.810358	2.91553	0.7976559	1.16736	0.398658	0.51102	1.05024	0.0222279	0.594759	2.8682	1.25255	2.54951	2.441	1.33389	1.18076	4.93503	0.0131718	0.0639297	2.50181	0.2609277
54450	-3165.34	-2908.54	-256.7997	0.4334453	0.1718297	0.6401408	0.06717956	15	4.997021	0.2001317	0.0218202	0.206269	0.765077	3.00683	0.7073203	1.10081	0.398658	0.51102	1.05024	0.0222279	0.519519	2.8682	1.24177	2.57688	2.441	1.22719	1.18076	4.99697	0.0131718	0.134339	2.50181	0.09497757
54460	-3168.907	-2912.774	-256.1338	0.4085951	0.1871235	0.8627781	0.05776175	15	4.997021	0.3460117	0.0179737	0.188147	0.740416	3.05346	0.9205399	1.10114	0.398658	0.455035	0.90681	0.0222279	0.524723	2.8682	1.18332	2.57688	2.61198	1.20174	1.19364	4.99702	0.0105334	0.122371	2.50181	0.06274769
54470	-3171.458	-2912.301	-259.1571	0.3896514	0.1726648	0.502647	0.0245258	15	4.997021	0.3531191	0.0152502	0.173984	0.719835	3.09093	0.5271728	1.13943	0.412909	0.455035	0.919465	0.0222279	0.392025	2.8069	1.0765	2.57688	2.6067	1.20355	1.10252	4.99566	0.0105334	0.122371	2.50181	0.04652327
54480	-3172.149	-2912.399	-259.7497	0.4345524	0.1719142	0.5657722	0.07318775	15	4.997021	0.3243916	0.0219983	0.207063	0.766118	3.00482	0.63896	1.13943	0.500612	1.30758	0.890258	0.0222279	0.448903	2.69148	1.05656	2.3417	2.22501	1.15626	1.41436	4.99702	0.0105334	0.122371	2.28483	0.114542
54490	-3171.895	-2910.569	-261.3266	0.460945	0.1466105	0.5769165	0.1476889	15	4.990395	0.2334406	0.0263981	0.225657	0.78963	2.95831	0.7246054	1.07392	0.500612	1.69446	0.890258	0.0222279	0.448903	2.69148	1.20653	2.37012	2.36965	1.15626	1.41747	4.99039	0.227946	0.122371	2.28483	0.2038198
54500	-3174.724	-2912.942	-261.7825	0.4796039	0.1446933	0.4495385	0.1783203	15	4.990395	0.2713571	0.0296726	0.238392	0.804841	2.92709	0.6278589	1.61341	0.525703	1.28877	1.08303	0.0222279	0.448903	2.70979	1.23399	2.37012	2.42517	1.12686	1.27737	4.97663	0.0624398	0.122371	1.92668	0.2840134
54510	-3186.501	-2921.423	-265.078	0.526517	0.1930355	0.6459833	0.3385391	15	4.990395	0.3160286	0.0384016	0.268875	0.838643	2.85408	0.9845224	1.28585	0.525703	1.90155	1.08303	0.0222279	0.448903	2.70979	1.33404	2.37638	2.24653	1.14072	1.59347	4.98985	0.083888	0.122371	2.14905	0.3438613
54520	-3184.802	-2919.064	-265.7382	0.4894449	0.1412399	0.612913	0.1578491	13	4.976752	0.3228072	0.0314485	0.244969	0.812434	2.91115	0.7707622	1.13484	0.562837	1.7671	1.08303	0.189958	0.454756	2.65058	1.36847	2.37638	2.36564	1.21471	1.57804	4.97675	0.083888	0.122371	2.14905	0.2047962
54530	-3176.442	-2916.108	-260.3347	0.459253	0.1545674	0.7832055	0.1162008	15	4.897909	0.2514271	0.0261076	0.224485	0.788196	2.96121	0.8994063	1.25266	0.48474	0.398262	1.08303	0.111738	0.554497	2.68346	1.36847	2.49002	2.32832	1.27271	1.62707	4.8272	0.083888	0.122371	2.14905	0.1291972
54540	-3186.963	-2926.455	-260.5086	0.6088733	0.147351	0.5898576	0.1649256	15	4.999173	0.2286912	0.0549432	0.317169	0.885779	2.74211	0.7547833	1.22708	0.484807	0.398262	1.39272	0.111738	0.457122	2.66255	1.654	2.49002	2.16354	1.16082	1.63226	4.99917	0.083888	0.154534	2.14905	0.2185073
54550	-3191.053	-2925.304	-265.7492	0.5242627	0.1498926	0.7536879	0.04934108	14	4.999173	0.2175007	0.0379681	0.26746	0.83715	2.85742	0.8030289	1.17358	0.459686	1.69888	1.31145	0.0617634	0.617077	2.6385	1.38671	2.49002	2.16354	1.30973	1.82905	4.99917	0.083888	0.154534	2.58898	0.06144371
54560	-3185.512	-2924.903	-260.6085	0.4765479	0.1624628	0.7449646	0.05329533	15	4.973887	0.2236068	0.0291277	0.23633	0.802424	2.93212	0.7982599	1.4801	0.459686	0.98191	1.02699	0.0617634	0.392965	2.62977	1.159	2.32386	2.50102	1.30894	1.361	4.97389	0.083888	0.102676	2.4543	0.06676438
54570	-3180.944	-2918.707	-262.2361	0.4478278	0.1751963	0.6742768	0.04211623	15	4.973887	0.3316619	0.0241753	0.216499	0.778253	2.98107	0.716393	1.4801	0.459686	0.98191	0.919481	0.0617634	0.51498	2.74556	1.04181	2.32386	2.33086	1.01292	1.361	4.96776	0.083888	0.186974	2.70535	0.05878928
54580	-3173.426	-2911.806	-261.6201	0.4397452	0.1696355	0.6565697	0.07018588	15	4.973887	0.2270373	0.0228408	0.210774	0.770942	2.99544	0.7267556	1.32012	0.459686	0.807648	0.917471	0.027215	0.51498	2.73322	1.18346	2.38241	2.33086	1.01292	1.84718	4.97387	0.083888	0.246245	2.70535	0.09657425
54590	-3169.978	-2910.08	-259.8981	0.4833171	0.156275	0.766541	0.0697317	15	4.946627	0.2997234	0.0303389	0.240885	0.807739	2.92104	0.8362727	1.28184	0.459686	0.807648	1.08617	0.0692156	0.606279	2.62273	1.20864	2.38241	2.33086	0.871403	1.73803	4.94663	0.0921184	0.196277	2.34266	0.08338392
54600	-3178.406	-2917.272	-261.1345	0.4383757	0.1590444	0.6811206	0.1060645	15	4.946627	0.3613477	0.0226175	0.209798	0.769679	2.99791	0.7871851	1.20324	0.376627	0.807648	0.791066	0.0692156	0.635424	2.33988	1.20864	2.12662	2.33381	1.09324	2.02859	4.94663	0.0921184	0.0790659	2.34266	0.134739
54610	-3181.5	-2919.77	-261.7306	0.4618662	0.1558377	0.6839356	0.1032495	15	4.946627	0.3012822	0.0265568	0.226294	0.790408	2.95674	0.7871851	1.49207	0.376627	0.673051	0.814958	0.0692156	0.699842	2.58104	0.966057	2.12662	2.33381	1.11303	0.999327	4.94662	0.0921184	0.295116	2.34266	0.131163
54620	-3178.72	-2913.507	-265.2126	0.4394808	0.1548508	0.6763882	0.08689896	13	4.97317	0.2008029	0.0227976	0.210586	0.770699	2.99592	0.7632871	1.76964	0.313717	0.750056	0.675109	0.0692156	0.699842	2.58104	1.07471	2.12662	2.22611	1.28452	1.2084	4.97275	0.0921184	0.362057	2.63059	0.1138483
54630	-3178.989	-2918.115	-260.8746	0.479041	0.1411918	0.6324843	0.03923214	15	4.97317	0.2519676	0.029572	0.238013	0.804398	2.92802	0.6717164	1.59354	0.336281	0.948466	0.78967	0.0692156	0.699842	2.58104	0.989516	2.34049	2.0031	1.28452	0.979827	4.97317	0.0957374	0.218136	2.63059	0.05840581
54640	-3180.096	-2915.173	-264.9231	0.4737676	0.1431465	0.5269192	0.3015709	14	4.941062	0.2478872	0.0286349	0.234446	0.800201	2.93672	0.8284901	1.48462	0.336281	0.948466	0.852191	0.0692156	0.565727	2.5604	1.15023	1.97389	1.94034	1.28452	1.25251	4.94106	0.0443242	0.218136	2.29707	0.3640006
54650	-3186.251	-2922.769	-263.482	0.5216754	0.1518588	0.5754666	0.1398951	14	4.878557	0.3190957	0.0374721	0.265831	0.835421	2.86128	0.7153617	1.48462	0.377394	1.11766	0.8249	0.0692156	0.565727	2.53532	1.09042	2.26688	1.92425	1.26861	1.03624	4.8785	0.227968	0.105878	1.91208	0.1955585
54660	-3190.678	-2928.276	-262.4016	0.4519759	0.2189728	0.7075652	0.115474	14	4.982365	0.2124465	0.0248708	0.219413	0.781915	2.9738	0.8230391	1.25374	0.377394	1.07786	1.17357	0.0703479	0.46797	2.62557	1.22512	2.26688	1.92425	1.07759	0.975888	4.98236	0.0686845	0.0835048	1.91208	0.1403019
54670	-3173.846	-2910.777	-263.0693	0.4036676	0.1814324	0.6498087	0.240904	13	4.98734	0.2982395	0.0172471	0.184491	0.735219	3.06304	0.8907127	1.12783	0.314183	0.453539	0.80201	0.0703479	0.487661	2.57201	1.2133	2.26688	2.20966	1.143	0.531856	4.98732	0.0304388	0.113753	2.6518	0.2704621
54680	-3169.585	-2908.465	-261.1196	0.4615009	0.1973882	0.6981132	0.1369108	14	4.935132	0.1590528	0.0264938	0.226041	0.7901	2.95737	0.8350239	1.12783	0.296695	0.453539	1.06022	0.0703479	0.422976	2.47082	1.27584	2.27825	2.20966	1.143	0.71152	4.93513	0.0304388	0.0916212	2.26077	0.1639603
54690	-3170.884	-2912.158	-258.7262	0.4385613	0.1727335	0.6271265	0.2008165	14	4.95633	0.2684309	0.0226477	0.20993	0.769851	2.99757	0.827943	1.12326	0.393198	0.666368	1.05282	0.0703479	0.422976	2.59635	1.32428	2.34284	2.41001	1.143	0.71152	4.95365	0.0304388	0.174137	2.1523	0.2425487
54700	-3178.069	-2918.602	-259.4674	0.4545818	0.1749476	0.7226754	0.1761905	14	4.991083	0.2689981	0.0253113	0.221235	0.784185	2.96927	0.8988659	1.12326	0.36816	0.547448	1.05282	0.0383961	0.434139	2.693	1.36197	2.34284	2.78828	1.143	1.02123	4.98723	0.0304388	0.174137	2.1523	0.1960142
54710	-3182.861	-2923.747	-259.1132	0.516256	0.1938526	0.7264608	0.1844135	15	4.956251	0.3231765	0.0364388	0.262396	0.831745	2.86942	0.9108742	1.03014	0.411658	0.547448	1.05282	0.0383961	0.434139	2.60991	1.22747	2.34284	2.78828	1.18491	1.15693	4.90635	0.155304	0.174137	2.52929	0.2024577
54720	-3180.734	-2923.693	-257.0406	0.4265347	0.213623	1.100745	0.09465274	15	4.99274	0.2564559	0.0207212	0.201284	0.758468	3.01953	1.195398	1.03014	0.411658	1.13153	1.05282	0.0383961	0.380271	2.83513	1.19929	2.47904	2.95965	1.04658	1.15693	4.98977	0.140307	0.103767	2.52929	0.07918096
54730	-3166.256	-2910.516	-255.7392	0.4313917	0.1872189	0.6150808	0.256213	15	4.99429	0.2714259	0.0214914	0.204792	0.763132	3.01058	0.8712938	1.07796	0.368726	0.961709	1.05282	0.0383961	0.305029	3.17817	1.21596	2.66347	2.95965	0.928181	1.15693	4.99429	0.140307	0.101039	2.05953	0.2940604
