Iteration	Posterior	Likelihood	Prior	alpha_morpho	clock_morpho	diversification	extinction_rate	num_samp_anc	origin_time	psi	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	speciation_rate	t[1]	t[2]	t[3]	t[4]	t[5]	t[6]	t[7]	t[8]	t[9]	t[10]	turnover
56410	-1762.653	-1555.196	-207.4563	0.2540993	0.1034029	0.656572	0.002929569	10	4.482114	0.1323726	0.00230834	0.069666	0.510051	3.41797	0.6595016	0.0464769	1.0511	0.13453	1.28393	0.551001	0.359861	0.723275	1.08533	1.42164	1.66762	0.004442096
56420	-1757.124	-1550.698	-206.4268	0.2848952	0.112728	0.6671298	0.00423178	10	4.286407	0.2235428	0.00415021	0.0928088	0.569542	3.3335	0.6713616	0.265323	1.0511	0.0153073	1.38696	1.05503	0.348464	0.474749	1.46363	1.55663	1.67107	0.006303281
56430	-1757.567	-1546.024	-211.5434	0.2907156	0.09628618	0.6290962	0.001223854	10	4.824066	0.2486568	0.00457246	0.0972947	0.579876	3.31826	0.63032	0.0705099	0.994907	0.0153073	1.17403	0.814025	0.266624	0.644504	1.42743	1.29576	1.56436	0.001941639
56440	-1777.76	-1566.667	-211.0927	0.3989083	0.1067482	0.7037641	0.001978787	10	4.371523	0.2937737	0.0165572	0.18094	0.730097	3.07241	0.7057428	0.262477	1.27677	0.160169	0.928786	0.722317	0.301652	0.265577	1.43568	1.29576	2.03894	0.002803835
56450	-1764.66	-1550.266	-214.3943	0.2111881	0.09127935	0.8285724	0.006110101	10	4.951787	0.1798843	0.000765762	0.040469	0.412222	3.54654	0.8346825	0.300265	1.27677	0.0840786	1.41622	0.722317	0.292124	0.674735	1.54871	1.52329	1.86668	0.00732027
56460	-1759.312	-1543.541	-215.7703	0.2688603	0.09143467	0.6233594	0.02422737	10	4.854309	0.2345394	0.00310964	0.0806094	0.539609	3.37667	0.6475867	0.0511082	1.27677	0.144744	1.35719	1.06963	0.284558	0.49346	1.9774	1.47431	2.18553	0.03741177
56470	-1774.587	-1561.682	-212.9045	0.2374543	0.09209357	0.7130314	0.05116305	10	4.740054	0.2061827	0.00157772	0.0577913	0.474271	3.46636	0.7641944	0.233889	1.18222	0.194637	1.24933	1.55591	0.336359	0.61924	2.11903	1.46837	2.23356	0.06695031
56480	-1765.215	-1556.203	-209.0115	0.2165102	0.1206514	0.6555703	0.09290168	10	4.520018	0.1603186	0.000899236	0.04381	0.425361	3.52993	0.748472	0.095628	1.05274	0.149106	1.17283	1.55591	0.336394	0.667313	1.78217	1.46837	2.1676	0.1241218
56490	-1763.078	-1554.638	-208.4402	0.2629898	0.1235205	0.7240573	0.0414349	10	4.506933	0.3511453	0.00277323	0.0762183	0.52809	3.39292	0.7654922	0.049399	1.05274	0.0334104	0.893817	1.47859	0.198729	0.487212	2.03212	1.46837	2.04757	0.05412844
56500	-1762.244	-1551.273	-210.9702	0.2562586	0.1099146	0.8046833	0.1635989	9	4.071465	0.3034726	0.00241636	0.0712455	0.514499	3.41184	0.9682822	0.0874708	1.05274	0.0334104	1.26614	1.75098	0.267641	0.487212	1.98276	1.31529	2.05896	0.1689579
56510	-1759.294	-1544.89	-214.4045	0.2741586	0.1039859	0.6963446	0.1780184	8	4.76955	0.08107806	0.00343364	0.0846102	0.549743	3.36221	0.874363	0.164023	1.05274	0.13306	1.23402	1.75098	0.272325	0.30362	2.17305	1.30951	2.21084	0.2035979
56520	-1756.779	-1547.016	-209.7629	0.2295862	0.1213619	0.6440025	0.1957352	10	4.879373	0.1832312	0.00129284	0.0523966	0.456415	3.4899	0.8397377	0.0765716	2.31105	0.286049	0.876138	2.01128	0.258354	0.787594	2.22728	1.13593	2.08654	0.2330908
56530	-1761.934	-1551.1	-210.8343	0.2403519	0.09663767	0.7483021	0.1764217	10	4.651102	0.1870789	0.00169219	0.0598162	0.480693	3.4578	0.9247238	0.14386	1.37501	0.200693	1.06669	1.40694	0.282454	0.827792	2.22728	1.12078	2.16029	0.1907832
56540	-1764.458	-1554.851	-209.6065	0.2583358	0.1005791	0.6037468	0.1462337	10	4.869777	0.2147689	0.00252323	0.0727725	0.518738	3.40597	0.7499805	0.0428992	1.72118	0.562622	0.917032	2.05491	0.270747	0.795986	2.22728	1.15507	2.16029	0.1949833
56550	-1754.013	-1542.815	-211.1979	0.2399191	0.09997493	0.4912426	0.3341974	10	4.60433	0.2170871	0.00167476	0.0595125	0.479739	3.45907	0.8254401	0.222827	1.62363	0.0689486	0.962526	1.71375	0.310479	0.961115	2.22728	1.11404	2.16029	0.4048719
56560	-1760.823	-1554.218	-206.6044	0.2660296	0.1104497	0.6993209	0.09954374	10	4.574823	0.105977	0.00294447	0.0784862	0.534093	3.38448	0.7988646	0.0958275	1.26738	0.182135	0.938801	0.984698	0.275675	0.699739	2.22728	1.04987	1.97418	0.1246065
56570	-1767.332	-1557.598	-209.7341	0.2206591	0.09944179	0.7284244	0.08453499	10	4.701414	0.2920411	0.00101375	0.0464788	0.435402	3.51711	0.8129594	0.166803	1.26738	0.182135	0.664965	2.08865	0.273176	0.342352	2.22728	0.81662	1.89728	0.1039843
56580	-1766.6	-1554.327	-212.2726	0.2200274	0.1064043	0.6397572	0.09259268	10	4.91326	0.06001931	0.000995708	0.046069	0.433885	3.51905	0.7323499	0.0546956	1.26738	0.132451	0.820428	2.06688	0.398439	0.752565	2.22728	1.21738	1.99413	0.1264323
56590	-1748.697	-1538.555	-210.1411	0.2551897	0.1016697	0.6669187	0.07166816	10	4.965586	0.1222161	0.0023625	0.0704626	0.512303	3.41487	0.7385868	0.0546956	1.29841	0.221417	1.14181	1.7646	0.347698	0.752105	2.14168	1.21086	2.19678	0.09703416
56600	-1759.853	-1547.538	-212.3158	0.2702311	0.1094927	0.7704579	0.2384425	10	4.756528	0.1085964	0.0031916	0.0816413	0.542254	3.37291	1.0089	0.0909023	1.33595	0.0169095	1.17395	1.81404	0.409901	0.720737	2.14168	1.21086	2.19678	0.236339
56610	-1753.65	-1545.553	-208.0971	0.2437174	0.1064288	0.6522907	0.1522248	10	4.456048	0.145545	0.00183177	0.0621918	0.488048	3.44793	0.8045155	0.0554576	1.33595	0.278649	1.13675	2.11061	0.314414	0.370415	2.21358	1.15119	2.13761	0.1892131
56620	-1764.362	-1548.176	-216.186	0.3031594	0.09984561	0.6394061	0.1254998	8	4.722997	0.1841248	0.00555509	0.106955	0.601071	3.28642	0.7649059	0.085943	0.634471	0.353855	0.883446	1.79687	0.2721	0.495744	2.34844	0.941099	1.93007	0.1640721
56630	-1748.45	-1538.995	-209.4548	0.2408422	0.1073672	0.9657516	0.08060146	9	4.55479	0.1610559	0.00171208	0.0601608	0.481771	3.45636	1.046353	0.223479	0.807356	0.131683	0.86466	1.53073	0.28377	0.786051	2.21444	1.03911	1.93007	0.07703085
56640	-1758.365	-1544.912	-213.4526	0.243311	0.1096816	0.6996189	0.3113947	9	4.982831	0.144622	0.00181454	0.0619036	0.487166	3.44912	1.011014	0.34886	0.807356	0.0172353	0.726537	1.80093	0.199717	0.369064	2.10219	0.895136	1.93007	0.3080025
56650	-1753.714	-1544.807	-208.9067	0.274356	0.1164	0.683054	0.1519758	9	4.653247	0.2568003	0.00344609	0.0847599	0.550116	3.36168	0.8350297	0.0566384	1.03474	0.0392052	0.735028	1.57986	0.278643	0.227895	1.93876	0.852798	1.71216	0.1820004
56660	-1757.969	-1548.272	-209.6974	0.1991474	0.1155674	0.7711343	0.1390775	9	4.814152	0.2710845	0.000515727	0.0332851	0.381429	3.58477	0.9102119	0.101863	1.03474	0.176654	0.643604	1.45121	0.267594	5.41964e-05	1.94822	0.852798	1.71216	0.1527969
56670	-1756.88	-1546.979	-209.9014	0.19538	0.09721895	0.74057	0.2498774	9	3.936226	0.2557488	0.000451176	0.0311534	0.371493	3.5969	0.9904474	0.0375732	1.03474	0.086683	0.723754	1.49833	0.260321	5.41964e-05	1.85839	0.921086	1.71216	0.2522874
56680	-1756.158	-1547.637	-208.5207	0.2556754	0.1128208	0.9536338	0.1862167	9	4.765306	0.1347659	0.00238688	0.0708181	0.513302	3.41349	1.13985	0.0187726	1.03474	0.086683	0.788557	0.92413	0.342008	5.41964e-05	1.80208	0.797033	1.67474	0.1633694
56690	-1743.108	-1540.005	-203.103	0.2429504	0.1198212	0.7979051	0.02394175	9	4.140495	0.243301	0.00179933	0.0616482	0.486381	3.45017	0.8218468	0.184276	0.923512	0.086683	0.788557	1.14072	0.38192	5.41964e-05	1.83781	0.889515	1.70096	0.02913164
56700	-1739.258	-1534.474	-204.784	0.2600883	0.1078023	0.8086566	0.02905073	9	4.392075	0.2077388	0.00261565	0.0740662	0.522283	3.40104	0.8377073	0.0553351	0.923512	0.161196	0.811085	1.67162	0.38192	5.41964e-05	1.83401	0.866051	1.70096	0.03467886
56710	-1749.949	-1543.772	-206.1775	0.2235286	0.09683033	0.6641048	0.07803869	9	4.460789	0.1433705	0.0010985	0.0483557	0.442245	3.5083	0.7421435	0.113683	0.923512	0.106301	0.875742	1.7088	0.352558	5.41964e-05	2.03766	1.09043	1.61723	0.1051531
56720	-1748.537	-1542.172	-206.3658	0.261625	0.1081826	0.7821895	0.04640888	9	4.981956	0.171351	0.00269839	0.0752044	0.525368	3.39673	0.8285984	0.0264631	0.587726	0.317079	0.90605	1.29704	0.415517	5.41964e-05	1.92789	1.00295	1.71318	0.0560089
56730	-1755.939	-1549.979	-205.9609	0.2448933	0.1041757	0.8997973	0.05605112	9	4.209679	0.1101477	0.00188224	0.0630276	0.490592	3.4445	0.9558484	0.0935008	0.86658	0.317079	0.891457	0.932224	0.320284	5.41964e-05	1.91332	1.08666	1.82911	0.05864018
56740	-1759.306	-1552.862	-206.4436	0.195419	0.1111285	0.7741751	0.03648827	9	4.985265	0.1073539	0.000451813	0.0311752	0.371596	3.59678	0.8106633	0.148264	0.452016	0.317079	0.968046	1.21017	0.370859	5.41964e-05	1.93204	1.00974	1.82911	0.04501039
56750	-1766.428	-1559.915	-206.5127	0.2512799	0.1056767	0.7560757	0.02013503	9	4.835288	0.2858053	0.00217194	0.0676158	0.504177	3.42604	0.7762107	0.157819	0.452016	0.260466	0.93286	1.42765	0.357159	5.41964e-05	1.93204	1.12857	1.827	0.02594016
56760	-1753.652	-1547.773	-205.8784	0.2419198	0.09763512	0.7843667	0.054875	9	4.144475	0.1703658	0.00175633	0.0609198	0.484133	3.45319	0.8392417	0.101505	0.626913	0.327613	0.854672	1.49688	0.525779	5.41964e-05	1.70811	1.03131	1.82392	0.06538641
56770	-1769.808	-1563.557	-206.2508	0.228885	0.08909063	0.7047333	0.02272844	9	4.225428	0.1073376	0.00126925	0.0519236	0.454794	3.49201	0.7274617	0.270543	0.873641	0.145276	0.768393	0.92669	0.525779	5.41964e-05	1.64849	0.892954	1.66002	0.03124349
56780	-1757.656	-1550.601	-207.055	0.3050828	0.09096211	0.8360326	0.006746022	9	4.174393	0.1651275	0.00571667	0.108455	0.604241	3.28159	0.8427786	0.0265086	0.697855	0.0306417	0.728939	0.860401	0.47949	5.41964e-05	1.75408	0.892954	1.66484	0.0080045
56790	-1751.658	-1545.854	-205.8043	0.241667	0.1074549	0.7557794	0.01639742	9	4.621344	0.1720882	0.00174588	0.0607415	0.48358	3.45393	0.7721769	0.0649525	0.818013	0.137333	0.712555	1.05978	0.48552	5.41964e-05	1.78257	0.748598	1.6875	0.02123532
56800	-1756.067	-1546.602	-209.4646	0.2320703	0.1089255	0.7028138	0.05043464	9	4.929585	0.2841107	0.00137875	0.0540828	0.462119	3.48242	0.7532484	0.0717826	0.902883	0.281514	0.591259	1.37947	0.48552	5.41964e-05	1.88884	0.671411	1.67684	0.06695618
56810	-1766.715	-1551.125	-215.5904	0.2798821	0.09841843	0.5527106	0.1611664	8	4.641954	0.3037008	0.0038056	0.0889671	0.560418	3.34681	0.713877	0.0335489	0.902883	0.109704	0.575236	1.08428	0.453468	5.41964e-05	2.01384	0.671411	1.67684	0.2257621
56820	-1754.704	-1544.732	-209.9717	0.2565547	0.0923241	0.7245212	0.06116641	9	4.624936	0.1585231	0.00243142	0.0714628	0.515106	3.411	0.7856876	0.0581485	0.902883	0.0357381	0.572607	0.695864	0.483518	5.41964e-05	1.9952	0.671411	1.67684	0.0778508
56830	-1745.796	-1535.5	-210.2961	0.2355439	0.08995833	0.7024583	0.04597393	9	4.771795	0.2202113	0.00150509	0.0564673	0.469992	3.47204	0.7484322	0.0557614	0.902883	0.0437423	0.589514	1.06348	0.502363	5.41964e-05	1.88658	0.645331	1.67684	0.06142698
56840	-1754.583	-1540.863	-213.7201	0.2328094	0.1033654	0.7614547	0.149922	9	4.494534	0.2219767	0.00140502	0.0545875	0.463805	3.4802	0.9113767	0.0442207	0.902883	0.0437423	0.589514	1.54565	0.520291	5.41964e-05	1.93653	0.682049	1.67684	0.1645006
56850	-1754.858	-1542.89	-211.9681	0.2668183	0.09405625	0.659071	0.04509913	9	4.905038	0.1994609	0.00298994	0.0790768	0.535637	3.3823	0.7041701	0.0598747	0.902883	0.0767109	0.635887	1.40229	0.367248	5.41964e-05	1.82151	0.724203	1.67684	0.06404578
56860	-1747.815	-1538.62	-209.1951	0.1866088	0.1065102	0.7429638	0.0518257	9	4.748898	0.2242338	0.000323616	0.0264249	0.347815	3.62544	0.7947895	0.0956494	0.902883	0.102834	0.605987	1.28388	0.445386	5.41964e-05	1.84039	0.71882	1.81071	0.06520682
56870	-1743.713	-1536.222	-207.4902	0.1993246	0.1048661	0.5979004	0.0357722	9	4.88124	0.1234801	0.000518915	0.0333868	0.381893	3.5842	0.6336726	0.0565865	0.902883	0.102834	0.66063	1.3678	0.332585	5.41964e-05	1.98022	0.71882	1.89281	0.05645218
56880	-1750.728	-1539.702	-211.0261	0.2599143	0.09758417	0.4571258	0.1331364	9	4.686379	0.1079915	0.00260638	0.0739375	0.521932	3.40152	0.5902622	0.0469661	1.04479	0.118822	0.676913	1.88148	0.452601	5.41964e-05	2.11134	0.752825	1.89281	0.2255546
56890	-1746.542	-1538.202	-208.3398	0.2489142	0.09270516	0.8863445	0.084407	9	4.852556	0.1521633	0.00206154	0.0659069	0.49919	3.43284	0.9707515	0.0112868	1.10589	0.101867	0.587903	1.68685	0.438776	5.41964e-05	2.08401	0.651939	1.67439	0.08695016
56900	-1743.244	-1538.141	-205.1037	0.2383401	0.1052222	0.7930621	0.0773782	9	4.788383	0.1961074	0.00161216	0.0584083	0.476243	3.46374	0.8704403	0.0763352	0.667406	0.0921138	0.834336	0.955172	0.433964	5.41964e-05	1.91093	0.881886	1.86249	0.08889547
56910	-1748.281	-1541.024	-207.2569	0.2161457	0.1044018	0.6036925	0.04847165	9	4.310396	0.0876151	0.00088962	0.0435782	0.42447	3.53106	0.6521641	0.0643772	0.813211	0.0560831	0.79038	0.905109	0.441188	5.41964e-05	1.86349	0.881886	1.86249	0.07432431
56920	-1748.332	-1539.462	-208.8702	0.1794327	0.1178851	1.1491	0.06963031	9	4.895842	0.2215813	0.000240678	0.022816	0.327896	3.64905	1.218731	0.0643772	0.813211	0.110511	0.964222	1.37393	0.404844	5.41964e-05	1.95773	1.00662	1.86249	0.05713347
56930	-1756.709	-1548.064	-208.6453	0.2231914	0.08882047	0.5805276	0.07440713	9	4.920753	0.1746932	0.0010883	0.0481339	0.441445	3.50933	0.6549348	0.0189258	0.736426	0.110511	0.817477	1.26736	0.383618	5.41964e-05	1.66274	1.05582	1.80698	0.11361
56940	-1743.66	-1534.236	-209.4241	0.2735351	0.1108647	0.6478171	0.1595062	9	4.710446	0.2352908	0.00339451	0.0841377	0.548563	3.3639	0.8073232	0.0732754	0.736426	0.0524462	1.00481	1.37586	0.376932	5.41964e-05	1.75233	1.16747	1.98417	0.1975741
56950	-1751.831	-1544.032	-207.7997	0.2603216	0.08236568	0.6719947	0.1502624	9	4.515023	0.1370803	0.00262811	0.0742387	0.522753	3.40038	0.8222571	0.0042982	0.736426	0.214495	0.955989	1.02316	0.366299	5.41964e-05	2.05077	1.16747	1.98417	0.1827439
56960	-1747.013	-1539.095	-207.9176	0.2421815	0.1017374	0.8323941	0.09304665	9	4.557177	0.1445497	0.00176718	0.0611046	0.484705	3.45242	0.9254408	0.0650643	0.986	0.214495	0.966149	1.58256	0.265449	5.41964e-05	1.89082	1.0283	2.049	0.1005431
56970	-1750.948	-1542.393	-208.5554	0.2196537	0.08540039	0.6244189	0.04337524	9	4.238568	0.1461228	0.000985135	0.0458271	0.432985	3.5202	0.6677942	0.0895999	0.648016	0.214495	0.736258	1.40984	0.262794	5.41964e-05	2.04753	1.0283	1.90029	0.06495301
56980	-1745.618	-1535.217	-210.401	0.2296861	0.1020222	0.7755986	0.1180006	9	4.439206	0.1101849	0.00129622	0.052464	0.456646	3.48959	0.8935992	0.0967824	0.648016	0.214495	0.838582	1.80609	0.262794	5.41964e-05	2.04753	0.907047	1.90029	0.132051
56990	-1749.93	-1539.94	-209.9898	0.2041446	0.09635726	0.6273353	0.03459982	9	4.343512	0.08231155	0.000611129	0.0362002	0.394388	3.5688	0.6619351	0.307968	0.801029	0.207453	0.675794	1.51924	0.246781	5.41964e-05	2.03874	0.83601	1.90029	0.05227071
57000	-1739.043	-1535.459	-203.5837	0.250874	0.1041944	0.7344825	0.03503736	9	4.553417	0.1927487	0.00215274	0.0673219	0.503325	3.4272	0.7695199	0.0527046	0.801029	0.0520491	0.700038	1.47677	0.298098	5.41964e-05	2.03648	0.853264	1.79444	0.04553146
57010	-1744.158	-1539.021	-205.1371	0.213409	0.1159599	0.8488227	0.03077437	9	4.753622	0.2631317	0.000819666	0.0418516	0.41774	3.53959	0.8795971	0.0564219	0.813626	0.0203735	0.646663	1.47677	0.335074	5.41964e-05	1.96501	0.853264	1.79444	0.03498689
57020	-1743.856	-1538.745	-205.1109	0.2259063	0.1196227	0.7367326	0.01954344	9	4.319386	0.1154701	0.00117226	0.0499295	0.447851	3.50105	0.756276	0.113871	0.813626	0.0203735	0.646663	1.75712	0.338263	5.41964e-05	2.02602	0.853264	1.79444	0.02584168
57030	-1749.338	-1539.449	-209.8891	0.2461419	0.09303461	0.7862555	0.03252303	9	4.685155	0.1059705	0.0019368	0.0639182	0.493279	3.44087	0.8187785	0.110928	0.766656	0.0806995	0.764832	1.55399	0.15149	5.41964e-05	2.29445	0.853264	2.11532	0.0397214
57040	-1757.725	-1547.25	-210.4746	0.2154746	0.0896966	0.6968217	0.01494848	9	4.441146	0.06997562	0.000872099	0.0431525	0.422827	3.53315	0.7117701	0.0885604	0.766656	0.156225	0.662299	2.27517	0.129661	5.41964e-05	2.35122	0.90194	2.11532	0.02100184
57050	-1764.411	-1556.524	-207.8873	0.2757002	0.1065903	0.7476598	0.09354049	9	4.765329	0.2562248	0.00353158	0.0857804	0.552646	3.35804	0.8412003	0.117677	0.766656	0.560385	0.78686	2.3173	0.0947089	5.41964e-05	2.56454	1.00808	2.11532	0.1111988
57060	-1759.243	-1548.385	-210.858	0.2074393	0.09561451	0.7591741	0.2119298	9	4.9711	0.1581615	0.000680434	0.0381745	0.402793	3.55835	0.9711039	0.0600922	0.766656	0.0490878	0.957261	1.31335	0.104761	5.41964e-05	2.56104	1.08787	2.25305	0.218236
57070	-1759.236	-1546.717	-212.5186	0.2203051	0.08484123	0.9405484	0.1831134	9	4.858784	0.2585993	0.00100361	0.046249	0.434552	3.51819	1.123662	0.0872502	0.890674	0.0490878	0.984313	1.91368	0.159687	5.41964e-05	2.38993	1.05961	2.33384	0.1629613
57080	-1750.827	-1539.398	-211.4288	0.2370908	0.08720284	0.5614174	0.1652463	9	4.546245	0.1936681	0.00156373	0.0575388	0.47346	3.46744	0.7266637	0.0617509	0.890674	0.336333	0.984313	1.20038	0.214164	5.41964e-05	2.45858	1.05961	2.17577	0.2274041
57090	-1754.394	-1541.385	-213.0088	0.2569658	0.08507341	0.7278776	0.0832869	9	4.857167	0.108646	0.00245242	0.0717646	0.515947	3.40984	0.8111645	0.0632134	1.01791	0.217212	0.919788	2.171	0.246876	5.41964e-05	2.41315	1.05961	2.04605	0.1026757
57100	-1756.747	-1543.154	-213.5933	0.2264638	0.08077399	0.4989032	0.04377095	9	4.637704	0.131854	0.00119002	0.0503008	0.449157	3.49935	0.5426742	0.15161	0.636328	0.155064	0.72965	2.26698	0.347072	5.41964e-05	2.41315	0.923548	2.29719	0.08065788
57110	-1754.596	-1542.219	-212.3766	0.2228212	0.08742835	0.5149545	0.04796454	9	4.599339	0.1348161	0.00107718	0.0478908	0.440566	3.51047	0.5629191	0.217668	0.874233	0.128731	0.860426	2.31993	0.157635	5.41964e-05	2.47353	0.923548	2.29719	0.08520682
57120	-1756.713	-1544.941	-211.7718	0.2461039	0.09144728	0.6567669	0.01969783	9	4.949403	0.123642	0.00193512	0.063891	0.493197	3.44098	0.6764647	0.135111	0.754482	0.364444	0.652377	2.13613	0.156299	5.41964e-05	2.37591	0.789761	2.19994	0.02911878
57130	-1749.259	-1545.2	-204.0593	0.247861	0.1041093	0.681623	0.02746341	9	4.544305	0.1373473	0.00201356	0.0651496	0.496953	3.43588	0.7090864	0.162521	0.531441	0.0599663	0.700389	1.95606	0.298383	5.41964e-05	2.48742	0.800851	2.19994	0.0387307
57140	-1749.645	-1539.147	-210.4981	0.2515885	0.09053926	0.6975568	0.06170535	9	4.941197	0.1085915	0.00218662	0.0678395	0.504824	3.42515	0.7592622	0.0685557	0.783291	0.0599663	0.845968	2.25792	0.261186	5.41964e-05	2.34087	0.949428	2.14958	0.08127016
57150	-1755.022	-1542.087	-212.9346	0.1975404	0.08844936	0.7184972	0.04733412	8	4.880016	0.1088713	0.000487438	0.0323687	0.377208	3.58994	0.7658313	0.165351	0.545492	0.282674	0.736537	1.84907	0.142247	5.41964e-05	2.50566	0.949428	2.02773	0.0618075
57160	-1762.635	-1549.066	-213.5691	0.2067957	0.1031492	0.6135872	0.09652789	7	4.813796	0.170766	0.000666483	0.0377856	0.40116	3.56039	0.7101151	0.193922	0.757757	0.264531	0.972547	2.0929	0.268001	5.41964e-05	2.48704	1.1141	2.04275	0.1359327
57170	-1764.369	-1551.096	-213.2723	0.2055941	0.08756487	0.6775784	0.1727696	9	4.785781	0.1719188	0.000640977	0.0370638	0.3981	3.5642	0.850348	0.422878	0.589038	0.589371	1.27698	2.06652	0.0765756	5.41964e-05	2.46934	1.30515	2.12962	0.2031751
57180	-1760.136	-1547.26	-212.8759	0.2454929	0.08020402	0.8045097	0.04395385	9	4.699567	0.1903678	0.00190832	0.0634549	0.491884	3.44275	0.8484636	0.378495	0.65055	0.186784	1.07724	2.16946	0.144353	5.41964e-05	2.47898	1.30515	2.44876	0.05180405
57190	-1762.928	-1550.543	-212.3847	0.2476916	0.0845568	0.5901103	0.08131879	9	4.724556	0.1119169	0.00200591	0.065028	0.496592	3.43637	0.6714291	0.567213	0.65055	0.129992	1.07724	2.03587	0.144353	5.41964e-05	2.47152	1.2789	2.2312	0.121113
57200	-1760.142	-1547.102	-213.0402	0.2620831	0.09199691	0.6103015	0.052649	9	4.996053	0.2293326	0.00272337	0.0755444	0.526284	3.39545	0.6629505	0.528771	0.65055	0.173378	1.01219	2.03587	0.306678	5.41964e-05	2.49893	1.2789	2.2146	0.07941619
57210	-1762.702	-1545.582	-217.1197	0.2054608	0.08704466	0.9228949	0.04923505	9	4.855125	0.2140224	0.00063819	0.036984	0.397759	3.56462	0.9721299	0.096407	1.10536	0.337337	1.01219	1.85504	0.377047	5.41964e-05	2.30087	1.2789	2.26649	0.05064657
57220	-1760.298	-1545.855	-214.4437	0.2261398	0.0818058	0.6390374	0.08524868	9	4.884789	0.1883975	0.00117967	0.0500849	0.448399	3.50034	0.7242861	0.37788	0.486884	0.00851105	0.913926	1.40019	0.458655	5.41964e-05	2.11813	0.967541	2.42809	0.1177003
57230	-1766.075	-1548.842	-217.2322	0.2297402	0.07865939	0.5886762	0.08505589	9	4.487285	0.1136784	0.00129806	0.0525007	0.456771	3.48943	0.6737321	0.292941	0.710926	0.239283	0.833858	1.59811	0.450941	0.259707	2.16793	1.29505	2.14704	0.1262459
57240	-1772.099	-1556.517	-215.5816	0.2267442	0.08052839	0.5984764	0.1818298	9	3.931925	0.1690717	0.00119902	0.0504879	0.449813	3.4985	0.7803062	0.0629471	0.641218	0.12621	1.37087	0.90493	0.450941	0.282465	1.90702	1.50808	2.14704	0.2330237
57250	-1764.783	-1547.849	-216.9347	0.2466191	0.08227645	0.627676	0.1291086	8	4.299118	0.09642138	0.00195791	0.0642594	0.494301	3.43948	0.7567845	0.257949	0.641218	0.12621	1.37087	1.72437	0.374661	0.43724	1.95367	1.58672	2.25659	0.1706015
57260	-1763.395	-1547.569	-215.826	0.2463132	0.095795	0.5221853	0.2345993	8	4.362893	0.1329514	0.00194436	0.0640406	0.493646	3.44037	0.7567845	0.165042	0.785443	0.042857	1.24221	0.513007	0.350051	0.516071	1.9485	1.39292	2.25659	0.3099948
57270	-1767.604	-1559.36	-208.2443	0.2590683	0.1146556	0.8425205	0.1255294	10	4.847383	0.3053331	0.00256161	0.0733126	0.520223	3.4039	0.9680498	0.195073	0.86041	0.129678	1.19329	0.637657	0.292622	0.417178	1.45679	1.39292	2.25659	0.1296724
57280	-1749.511	-1547.643	-201.8672	0.2256215	0.1218474	0.9084404	0.05960939	10	4.307252	0.1711488	0.00116325	0.0497401	0.447182	3.50191	0.9680498	0.118452	0.86041	0.115072	0.960024	0.711238	0.319934	0.645918	1.40122	1.39292	1.62624	0.06157678
57290	-1750.041	-1550.167	-199.874	0.19581	0.140979	0.8070845	0.1031593	10	4.841428	0.2104566	0.000458235	0.0313938	0.372634	3.59551	0.9102439	0.0367504	0.86041	0.145026	0.960243	0.459519	0.27243	0.364054	1.14132	1.07204	1.47172	0.1133315
57300	-1754.892	-1550.028	-204.8638	0.2465955	0.12877	0.6381115	0.1300584	9	4.535059	0.1684603	0.00195687	0.0642426	0.494251	3.43955	0.7681698	0.385626	0.86041	0.256726	0.757797	0.878485	0.244124	0.529587	0.98086	1.02042	1.2727	0.1693094
57310	-1752.017	-1550.449	-201.5688	0.2631745	0.1447192	0.944936	0.117606	10	4.593337	0.1460943	0.00278345	0.0763557	0.528458	3.3924	1.062542	0.033361	0.86041	0.124793	0.891863	0.883821	0.326672	0.657903	1.01568	1.02042	1.14681	0.1106836
57320	-1747.862	-1543.307	-204.5549	0.2135109	0.125118	0.8285679	0.08936146	10	4.83012	0.2845486	0.000822199	0.0419154	0.417992	3.53927	0.9179294	0.198029	0.86041	0.124793	0.939133	0.555345	0.295073	0.477564	1.0472	1.05889	1.14681	0.09735112
57330	-1757.077	-1548.791	-208.2858	0.2257932	0.09214041	0.6694281	0.02841371	10	4.905707	0.1574214	0.00116867	0.0498542	0.447586	3.50139	0.6978418	0.0547748	2.15548	0.147309	0.939133	0.778122	0.328678	0.614518	1.0472	1.05889	1.45607	0.04071654
57340	-1762.4	-1554.044	-208.3558	0.2424232	0.1168472	0.6279805	0.07537387	10	4.997037	0.2603565	0.00177725	0.0612753	0.485233	3.45171	0.7033544	0.158151	1.7091	0.0432737	0.818331	0.597086	0.346433	0.870738	1.21744	0.866988	1.37986	0.1071634
57350	-1752.313	-1549.209	-203.1038	0.2653411	0.1236412	0.9311723	0.06171704	10	4.605711	0.1871248	0.00290513	0.0779714	0.532741	3.38638	0.9928894	0.0178208	1.7091	0.0634205	0.772497	0.594298	0.374234	0.292404	1.12774	0.866988	1.46474	0.06215903
57360	-1761.236	-1559.961	-201.2755	0.2106589	0.1457497	0.8032441	0.03226882	10	4.774335	0.1474774	0.000753288	0.040142	0.4109	3.54821	0.8355129	0.0455606	1.22775	0.043819	0.343317	0.893497	0.357136	0.261254	1.1108	0.770283	1.14301	0.03862157
