Iteration	Posterior	Likelihood	Prior	alpha_morpho	clock_morpho	diversification	extinction_rate	num_samp_anc	origin_time	psi	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	speciation_rate	t[1]	t[2]	t[3]	t[4]	t[5]	t[6]	t[7]	t[8]	t[9]	t[10]	turnover
7670	-1767.86	-1550.66	-217.2004	0.2454527	0.07726218	0.6133521	0.07135708	10	4.861475	0.1345622	0.00190656	0.0634262	0.491797	3.44287	0.6847092	0.163547	0.849865	0.609054	0.640273	1.27728	0.217703	0.599599	2.41855	0.803428	2.42526	0.1042152
7680	-1771.595	-1552.56	-219.0352	0.2093166	0.09119207	0.4210945	0.05904363	10	4.908367	0.1405847	0.000722287	0.0393172	0.407533	3.55243	0.4801381	0.136057	1.4762	0.0756395	0.60893	1.24745	0.23277	0.675112	2.21868	0.803428	2.42526	0.1229722
7690	-1781.219	-1562.899	-218.32	0.2909719	0.07098901	0.6480662	0.03955506	10	4.667306	0.2304133	0.0045916	0.0974928	0.580325	3.31759	0.6876213	0.0684325	1.4762	0.0981693	0.677475	1.24745	0.282338	0.934581	2.28365	0.812626	2.42526	0.05752449
7700	-1776.052	-1559.454	-216.598	0.2008542	0.1055399	0.6386354	0.03593289	10	4.746067	0.3182893	0.000547028	0.0342697	0.385884	3.5793	0.6745683	0.109508	1.08662	0.0981693	0.883492	0.681214	0.493708	0.664742	1.63632	1.03919	2.20995	0.05326798
7710	-1772.385	-1553.92	-218.4651	0.2402461	0.09567661	0.4304698	0.04498293	10	4.5161	0.107276	0.00168792	0.0597419	0.48046	3.45811	0.4754527	0.136018	1.15924	0.164305	0.774481	1.01889	0.388462	0.671046	2.03738	0.997996	2.2089	0.09461074
7720	-1777.42	-1561.296	-216.1241	0.3277933	0.07941258	0.8145862	0.04482073	10	4.895735	0.1423439	0.00781851	0.126218	0.639657	3.22631	0.8594069	0.17015	1.15924	0.436003	0.674943	1.26097	0.472139	0.707229	2.31468	0.691925	2.2089	0.0521531
7730	-1761.642	-1549.787	-211.8549	0.2379938	0.08756555	0.6428535	0.00598894	10	4.737646	0.1454533	0.00159864	0.0581669	0.475473	3.46476	0.6488424	0.313419	1.03754	0.436003	0.500732	0.757743	0.420865	0.510063	2.18945	0.691925	2.2089	0.009230192
7740	-1757.867	-1546.852	-211.0154	0.232262	0.1012529	0.9332746	0.02685465	10	4.285519	0.206194	0.00138553	0.0542135	0.462557	3.48184	0.9601293	0.014447	1.0692	0.147572	0.500732	1.53666	0.432708	0.733813	1.96255	0.687273	1.92104	0.02796983
7750	-1761.553	-1548.119	-213.434	0.228888	0.09819064	0.6696074	0.02594444	10	4.757727	0.1398443	0.00126935	0.0519256	0.454801	3.492	0.6955519	0.181842	1.0692	0.143244	0.657589	1.53666	0.54794	0.571126	1.88076	0.97623	1.89273	0.03730052
7760	-1772.797	-1559.763	-213.0343	0.2320003	0.09167864	0.5057437	0.03390375	10	4.056959	0.1503074	0.00137628	0.054035	0.461959	3.48263	0.5396474	0.208969	1.0692	0.464224	0.772574	1.50199	0.272095	0.601707	1.8692	0.97623	1.89273	0.06282574
7770	-1749.605	-1541.334	-208.2704	0.2181589	0.09745466	0.7582794	0.01276525	10	4.432707	0.1993497	0.00094362	0.044864	0.429372	3.52482	0.7710447	0.149771	1.0692	0.215539	0.772574	1.6043	0.290371	0.651022	1.8692	0.97623	1.89273	0.01655579
7780	-1757.491	-1545.974	-211.5166	0.2226253	0.1044816	0.8749423	0.007840431	9	4.143754	0.1914282	0.00107132	0.0477622	0.4401	3.51107	0.8827827	0.104655	1.00766	0.163773	0.948216	1.6043	0.207099	0.296122	1.74426	1.00113	1.82454	0.008881496
7790	-1759.302	-1547.976	-211.3255	0.2528626	0.1090417	0.6859422	0.006698749	9	4.525379	0.2352743	0.00224786	0.0687649	0.507484	3.4215	0.6926409	0.0538203	1.00766	0.0678771	0.553844	0.979932	0.42116	0.0314531	1.7338	0.624512	1.91436	0.009671316
7800	-1762.061	-1557.385	-204.6768	0.2625034	0.119817	0.7455778	0.01408401	10	4.891533	0.1392058	0.00274641	0.0758567	0.527122	3.39427	0.7596618	0.340463	1.1371	0.197491	0.555747	1.51772	0.375228	0.643852	1.68582	0.604742	1.79875	0.01853984
7810	-1758.567	-1553.985	-204.5822	0.2462603	0.1005634	0.7628743	0.004040426	10	4.279576	0.2093954	0.00194202	0.0640028	0.493533	3.44052	0.7669147	0.0266653	1.26757	0.197397	0.764411	1.29713	0.37812	0.585296	1.86554	0.881192	1.79875	0.005268416
7820	-1757.319	-1550.772	-206.5464	0.2520397	0.09488862	0.6597402	0.007362615	10	4.685313	0.2145375	0.00220818	0.0681669	0.505767	3.42386	0.6671029	0.0266653	1.05656	0.068663	0.764411	0.638716	0.24484	0.617121	1.86201	0.911051	1.96765	0.0110367
7830	-1749.153	-1544.665	-204.4877	0.2296125	0.1081063	0.7834775	0.01714866	10	4.79967	0.2200118	0.00129373	0.0524143	0.456476	3.48982	0.8006262	0.111751	1.15593	0.068663	0.764411	0.482379	0.217721	0.479003	1.45423	0.911051	1.96765	0.02141906
7840	-1758.03	-1551.028	-207.0013	0.2370327	0.1149613	0.6214942	0.03597764	10	4.439086	0.1667338	0.0015615	0.0574984	0.47333	3.46761	0.6574718	0.010995	1.3897	0.14941	0.867453	0.635133	0.104731	0.956897	2.15244	0.911051	1.95754	0.05472119
7850	-1749.747	-1540.815	-208.9327	0.2190651	0.1100793	0.5916695	0.04864109	10	4.952657	0.2472804	0.000968644	0.045447	0.431565	3.52202	0.6403106	0.0686064	1.69534	0.14941	0.702502	1.61069	0.171626	0.605294	2.15759	0.883812	2.0707	0.07596484
7860	-1760.555	-1552.05	-208.5049	0.2635091	0.100693	0.9446336	0.0533096	10	4.496071	0.2863635	0.00280204	0.0766049	0.529122	3.39147	0.9979432	0.0656568	1.69534	0.316044	0.732862	1.61069	0.192776	0.685877	2.08341	0.819403	1.86421	0.05341948
7870	-1757.476	-1549.046	-208.4295	0.2308035	0.09144027	0.658737	0.06822246	10	4.540331	0.2297565	0.00133448	0.0532208	0.459218	3.48623	0.7269594	0.0615683	1.69534	0.17403	0.999599	1.36738	0.23118	1.06845	1.81618	1.10846	2.09325	0.09384631
7880	-1756.529	-1546.314	-210.2155	0.2395134	0.1006234	0.5325372	0.1138302	10	4.962802	0.1389895	0.00165852	0.0592282	0.478843	3.46027	0.6463674	0.26238	1.71795	0.17403	1.04458	0.922901	0.240077	0.542602	1.97142	1.10846	1.91569	0.1761076
7890	-1750.444	-1542.605	-207.8385	0.2911314	0.1044547	0.6800079	0.03730932	10	4.912995	0.1449687	0.00460353	0.0976161	0.580604	3.31718	0.7173172	0.0710762	1.71795	0.17403	0.725689	1.02856	0.158908	0.803128	2.15184	0.966718	2.05467	0.0520123
7900	-1753.472	-1544.506	-208.966	0.2266661	0.1015415	0.8062697	0.07412667	10	4.975367	0.2172822	0.00119651	0.0504357	0.44963	3.49874	0.8803964	0.112539	1.71795	0.0472102	0.725689	1.19541	0.27849	0.738085	2.15722	0.924206	2.05467	0.08419693
7910	-1759.473	-1548.619	-210.8542	0.2526176	0.09560266	0.5850486	0.02498961	10	4.875474	0.1909708	0.002236	0.0685868	0.506973	3.4222	0.6100382	0.180236	2.11067	0.0945395	0.725689	0.750142	0.295897	1.39137	2.08547	0.924206	2.05467	0.04096401
7920	-1754.177	-1541.036	-213.1411	0.2587296	0.1032285	0.6615455	0.09808886	9	4.975289	0.1742351	0.00254382	0.0730627	0.519537	3.40486	0.7596344	0.166959	0.601777	0.0945395	0.648376	1.45588	0.208674	0.560667	2.01838	0.748509	1.97727	0.1291264
7930	-1766.773	-1553.718	-213.0542	0.2200809	0.1062992	0.743932	0.07454326	9	4.750639	0.1921214	0.000997227	0.0461037	0.434013	3.51889	0.8184752	0.431893	1.13993	0.148005	0.648376	1.28091	0.24397	0.742117	1.92305	0.748509	2.25124	0.09107577
7940	-1763.98	-1557.191	-206.7889	0.270571	0.09435737	0.7014968	0.03276833	10	4.956637	0.188168	0.00321212	0.0818975	0.542908	3.37198	0.7342651	0.502076	1.13993	0.26233	0.695028	0.879018	0.323778	0.737268	2.00628	0.748509	2.25124	0.04462739
7950	-1764.224	-1556.286	-207.9377	0.2234735	0.09384884	0.9318508	0.007333439	10	4.237527	0.1575957	0.00109683	0.0483195	0.442114	3.50847	0.9391842	0.396086	1.13993	0.237704	0.666311	0.926429	0.357226	0.569365	2.09857	0.748509	2.66926	0.007808307
7960	-1767.919	-1563.05	-204.8696	0.228299	0.1271064	0.7452528	0.006001087	10	4.616566	0.273961	0.00124976	0.0515294	0.453435	3.49379	0.7512539	0.371796	1.13993	0.122607	0.619675	1.53085	0.399121	0.478788	2.0128	0.748509	2.31094	0.007988094
7970	-1759.424	-1551.712	-207.7125	0.2331208	0.1133914	0.6806956	0.003121145	10	4.897301	0.1737223	0.00141619	0.0548007	0.464513	3.47927	0.6838168	0.321149	1.10838	0.342715	0.562224	1.80972	0.370494	0.544231	2.02035	0.701405	2.381	0.0045643
7980	-1756.99	-1550.427	-206.5632	0.1953524	0.1146656	0.693149	0.001111429	10	4.742238	0.1951183	0.000450726	0.0311381	0.37142	3.59699	0.6942604	0.260906	1.10838	0.234424	0.563543	1.0715	0.370494	0.55386	1.56014	0.701405	2.42088	0.001600882
7990	-1748.341	-1541.599	-206.7412	0.2382232	0.1005945	0.6950044	0.001671569	10	4.984807	0.1902478	0.00160758	0.0583268	0.475983	3.46408	0.696676	0.182031	1.07111	0.0995644	0.908342	1.0473	0.318299	0.448708	1.89223	1.04232	2.37471	0.00239935
8000	-1756.782	-1550.081	-206.7006	0.2813955	0.1108945	0.7206822	0.003024913	10	4.63686	0.204634	0.00390778	0.0901245	0.563195	3.34277	0.7237071	0.260423	1.16773	0.0978148	0.829032	0.967998	0.380646	0.448708	1.90139	0.88331	2.37471	0.004179747
8010	-1759.439	-1552.997	-206.4418	0.2211513	0.1209637	0.7598469	0.008495415	10	4.777088	0.2412951	0.00102796	0.046799	0.436582	3.51559	0.7683423	0.260423	1.01074	0.0978148	0.717682	1.61815	0.238962	0.55688	2.32811	0.86698	2.44874	0.01105681
8020	-1753.88	-1546.529	-207.3514	0.2315442	0.1154596	0.8020201	0.0729071	10	4.900446	0.2348074	0.00136025	0.0537243	0.460916	3.484	0.8749272	0.239389	1.07544	0.0978148	0.613354	1.61941	0.110197	0.611505	2.17219	0.86698	2.5023	0.08332933
8030	-1753.488	-1545.241	-208.2471	0.2168796	0.1100771	0.6792047	0.1423633	9	4.856655	0.2049553	0.000909052	0.0440454	0.426262	3.52878	0.821568	0.131606	0.761225	0.0298112	0.712005	1.15715	0.283515	0.217795	2.2527	0.870312	2.62534	0.1732824
8040	-1752.613	-1545.237	-207.3752	0.2222427	0.1339859	0.5385167	0.3017818	10	4.831332	0.2211074	0.00105995	0.0475116	0.439189	3.51224	0.8402985	0.132817	1.04685	0.0824829	0.716138	1.14618	0.266739	0.628794	1.86747	0.870312	2.21173	0.3591364
8050	-1761.702	-1552.714	-208.9887	0.2364983	0.1027644	0.5075418	0.1217579	10	4.510233	0.2479675	0.00154109	0.0571277	0.472135	3.4692	0.6292996	0.148468	1.04685	0.0824829	0.765173	1.02687	0.14461	0.36475	1.91771	0.892689	2.21851	0.1934816
8060	-1777.71	-1564.95	-212.7599	0.201456	0.1029412	0.4052429	0.086568	10	4.487171	0.22871	0.00055838	0.0346197	0.387447	3.57737	0.4918109	0.25851	1.04685	0.0824829	0.862807	1.02378	0.243138	0.629714	2.03531	0.892689	2.16736	0.1760188
8070	-1757.42	-1550.299	-207.1213	0.2778482	0.1113848	0.6362909	0.02467912	10	4.549129	0.1730147	0.0036708	0.087415	0.556657	3.35226	0.66097	0.161904	1.04685	0.0824829	0.688239	1.34974	0.233874	0.748245	2.03258	0.737487	2.19034	0.03733773
8080	-1757.081	-1553.496	-203.5843	0.2293921	0.13813	0.8154624	0.04990095	10	4.697742	0.4718922	0.00128628	0.0522655	0.455967	3.49048	0.8653634	0.161904	1.50644	0.0653408	0.653571	0.938211	0.406175	1.01736	1.56124	0.737487	2.19034	0.05766473
8090	-1753.383	-1553.672	-199.711	0.2754816	0.1259547	0.9765007	0.04638744	10	4.997023	0.2127853	0.0035176	0.0856143	0.552235	3.35863	1.022888	0.161904	1.50644	0.192839	0.706021	1.0513	0.372565	0.440566	1.74505	0.868527	2.14698	0.04534947
8100	-1757.553	-1552.405	-205.1473	0.2418072	0.1112746	0.7643797	0.05400157	10	4.837984	0.2688407	0.00175167	0.0608404	0.483887	3.45352	0.8183813	0.161904	1.50644	0.148904	0.854165	1.05972	0.372565	0.756011	1.8565	1.04947	2.22774	0.06598583
8110	-1769.255	-1557.021	-212.2345	0.2260586	0.0899403	0.8139099	0.07252786	10	4.852322	0.2132495	0.00117709	0.0500308	0.448208	3.50058	0.8864378	0.107912	1.68583	0.113955	0.558506	1.22102	0.444626	0.810806	2.05874	0.730095	2.22774	0.08181946
8120	-1767.029	-1555.252	-211.7773	0.2391377	0.09851866	0.651175	0.0415188	10	4.971899	0.1438087	0.00164359	0.0589654	0.478012	3.46138	0.6926938	0.293365	1.68583	0.078774	0.532719	1.01065	0.254211	1.10692	1.82097	0.730095	2.22774	0.05993817
8130	-1765.806	-1550.36	-215.4459	0.2158433	0.08016012	0.7439872	0.05676971	10	4.800954	0.2714771	0.000881695	0.0433861	0.42373	3.532	0.8007569	0.488483	1.68583	0.078774	0.617222	1.3769	0.315317	0.656227	2.43534	0.913258	2.59519	0.07089506
8140	-1777.398	-1566.935	-210.4631	0.2752788	0.09082523	0.6561771	0.05661706	10	4.990556	0.2390881	0.00350465	0.0854603	0.551854	3.35918	0.7127942	0.40564	1.68583	0.209934	0.714434	1.08386	0.266499	0.816738	2.17382	0.834765	2.3944	0.07942974
8150	-1779.187	-1559.964	-219.2225	0.2733506	0.08441978	0.3210737	0.09699203	10	4.549255	0.2014062	0.00338298	0.083998	0.548213	3.36441	0.4180657	0.346674	2.21412	0.0722749	0.685289	1.13905	0.395964	1.05041	2.3833	0.836314	2.29484	0.2320019
8160	-1767.907	-1558.23	-209.6775	0.239624	0.09165746	0.7076982	0.0324829	10	4.855826	0.1225234	0.00166294	0.0593057	0.479087	3.45994	0.7401811	0.364674	2.21412	0.111966	0.685289	0.960778	0.415152	0.696265	2.24355	0.836314	2.14287	0.04388508
8170	-1757.9	-1545.912	-211.9882	0.2185209	0.08762048	0.6249602	0.04216432	10	4.992253	0.13495	0.000953563	0.0450966	0.430249	3.5237	0.6671245	0.409297	1.82475	0.0489419	0.664349	1.43785	0.326665	1.09647	1.89299	0.836314	2.19644	0.06320308
8180	-1769.335	-1556.307	-213.0279	0.2584359	0.09238112	0.4984804	0.0954982	10	4.740066	0.1675715	0.00252845	0.0728462	0.518941	3.40568	0.5939786	0.479804	1.84305	0.0461731	0.797056	1.43145	0.326665	1.17854	1.71214	0.99637	2.18102	0.1607772
8190	-1764.567	-1554.11	-210.4571	0.2357571	0.1051333	0.769182	0.03060717	10	4.727169	0.1843797	0.00151309	0.0566146	0.470472	3.4714	0.7997891	0.408553	1.47063	0.0461731	0.836287	1.5424	0.259801	0.849932	1.81109	1.11629	2.11247	0.03826905
8200	-1761.277	-1551.387	-209.8905	0.2378924	0.08546714	0.698826	0.08190537	10	4.868996	0.2291539	0.00159469	0.0580962	0.475247	3.46506	0.7807314	0.346337	1.47063	0.0461731	0.764338	1.53485	0.209831	0.859613	1.88884	0.873437	2.02816	0.1049085
8210	-1766.16	-1554.963	-211.1974	0.2419141	0.09924879	0.6238748	0.07135481	10	4.207227	0.2331669	0.00175609	0.0609158	0.484121	3.45321	0.6952296	0.31054	1.11701	0.0736015	0.708151	1.3438	0.227841	0.642169	1.96074	0.818725	2.21276	0.1026349
8220	-1778.743	-1566.019	-212.7234	0.2505727	0.09377523	0.6661274	0.06292033	9	4.072258	0.2247836	0.00213856	0.0671039	0.502692	3.42807	0.7290477	0.597664	1.6612	0.189426	0.617704	1.34274	0.527885	0.981943	1.70691	0.924277	2.27597	0.08630482
8230	-1778.636	-1567.044	-211.5922	0.2759776	0.09543885	0.8261898	0.01870669	10	4.79499	0.09617172	0.00354938	0.0859912	0.553166	3.35729	0.8448965	0.30024	1.90733	0.189426	0.950266	0.979333	0.527885	0.981943	1.83629	1.03745	2.18585	0.0221408
8240	-1773.662	-1558.113	-215.5486	0.2369914	0.09762022	0.7558739	0.01844455	10	4.994995	0.2277859	0.00155991	0.0574697	0.473238	3.46773	0.7743185	0.154923	1.90733	0.145453	1.0397	1.51884	0.636994	1.07386	1.91352	1.10225	2.21255	0.02382037
8250	-1765.252	-1553.275	-211.977	0.2640054	0.09417897	0.7497379	0.005692549	10	4.651613	0.1628789	0.00282974	0.0769746	0.530105	3.39009	0.7554304	0.179887	1.88522	0.0464192	0.952946	1.54832	0.452039	1.01859	1.88894	1.10225	2.02898	0.007535504
8260	-1772.947	-1556.401	-216.5462	0.2771435	0.08417048	0.7245507	0.007527912	10	4.883407	0.2141284	0.00362477	0.0868782	0.555345	3.35415	0.7320786	0.0585143	1.318	0.0228652	0.994439	1.63908	0.21629	0.876459	1.98887	1.10225	2.43913	0.01028293
8270	-1776.154	-1562.016	-214.1381	0.2454733	0.07925961	0.6679428	0.009382729	10	4.905578	0.1384276	0.00190746	0.0634409	0.491842	3.44281	0.6773255	0.116006	1.318	0.0172615	0.840506	1.31122	0.21629	0.781139	2.14994	1.04975	2.37235	0.01385261
8280	-1775.946	-1562.817	-213.1286	0.241769	0.08506391	0.7579584	0.01640616	10	4.801162	0.1475294	0.00175009	0.0608134	0.483803	3.45363	0.7743645	0.193661	1.44563	0.125127	0.793183	1.70745	0.442833	1.10617	1.88489	1.04975	2.37235	0.02118661
8290	-1784.448	-1559.048	-225.3999	0.20054	0.07595363	0.4331032	0.1140885	8	4.716161	0.1265124	0.000541167	0.0340876	0.385066	3.58031	0.5471917	0.244952	1.77118	0.0720745	0.797572	1.68852	0.527818	0.592249	2.10284	1.04975	2.40295	0.2084982
8300	-1762.13	-1549.502	-212.6273	0.2528812	0.08624036	0.6032741	0.05212486	10	4.884525	0.1513962	0.00224876	0.0687784	0.507522	3.42145	0.6553989	0.235939	1.50878	0.219281	0.940823	1.97456	0.544142	0.615397	2.1411	1.04975	2.31854	0.07953151
8310	-1769.605	-1551.956	-217.6482	0.2332207	0.09516517	0.6494077	0.04494652	9	4.924547	0.2098898	0.00141978	0.054869	0.46474	3.47897	0.6943543	0.355377	1.30846	0.219281	0.918754	1.909	0.544142	0.817137	2.37269	1.07957	2.31854	0.0647314
8320	-1757.574	-1543.283	-214.2911	0.2464155	0.09352104	0.7647368	0.084188	10	4.965866	0.1424587	0.00194889	0.0641138	0.493865	3.44007	0.8489248	0.187488	1.13818	0.121089	0.807614	2.05775	0.399855	0.726696	2.36142	0.976568	2.28609	0.09917015
8330	-1759.723	-1546.574	-213.1494	0.233752	0.08192954	0.6680655	0.03898699	10	4.99507	0.1156956	0.001439	0.0552333	0.465946	3.47738	0.7070525	0.376199	1.13818	0.18803	0.87703	1.95844	0.248447	0.643156	2.50822	0.932737	2.28609	0.05514017
8340	-1785.068	-1566.003	-219.0648	0.2518853	0.08510206	0.808397	0.027227	9	4.85577	0.2118269	0.00220079	0.0680549	0.505445	3.4243	0.835624	0.254619	1.13818	0.0489023	1.01622	1.7995	0.739014	0.433925	2.45854	1.11159	2.28609	0.03258284
8350	-1777.706	-1561.254	-216.4521	0.2428057	0.09326363	0.637751	0.1015723	10	4.94562	0.2622148	0.00179325	0.0615458	0.486066	3.45059	0.7393233	0.414649	0.906055	0.0790643	0.95676	1.7995	0.591052	0.24447	2.45246	1.14854	2.28609	0.1373855
8360	-1778.537	-1559.18	-219.3571	0.2394754	0.08213334	0.9158049	0.0751888	9	4.48318	0.1158253	0.00165701	0.0592017	0.478759	3.46038	0.9909937	0.0577725	0.906055	0.173524	0.820034	1.06026	0.61975	0.458726	2.43345	0.969845	2.07547	0.07587213
8370	-1773.961	-1560.759	-213.2021	0.2893256	0.09524521	0.627396	0.08322368	10	4.584437	0.1907465	0.00446945	0.0962211	0.577433	3.32188	0.7106197	0.354325	1.15809	0.153874	0.838074	1.527	0.594484	0.820633	2.27915	0.939765	2.05524	0.1171142
8380	-1771.663	-1560.522	-211.1417	0.2056428	0.09761398	0.7213621	0.02375605	10	4.841176	0.1337527	0.000641998	0.037093	0.398224	3.56404	0.7451181	0.311288	1.60047	0.117357	0.775123	1.52614	0.594484	1.10722	2.3178	0.939765	2.23775	0.03188225
8390	-1764.904	-1555.091	-209.8129	0.2140931	0.1011776	0.8455426	0.01269579	10	4.717981	0.1065603	0.000836783	0.0422808	0.419429	3.53745	0.8582384	0.106774	1.60047	0.371798	0.797224	1.66268	0.433177	0.564148	2.41711	1.08696	2.21133	0.01479285
8400	-1768.085	-1556.462	-211.6234	0.2454103	0.08798105	0.7388006	0.02754746	10	4.757966	0.1628111	0.00190471	0.063396	0.491706	3.44299	0.766348	0.0942505	1.60047	0.215544	0.957485	1.43881	0.419918	0.564148	2.28364	1.15271	2.37395	0.03594641
8410	-1771.573	-1554.067	-217.5052	0.2722231	0.0850251	0.855253	0.02585652	10	4.658961	0.1612191	0.00331303	0.0831449	0.546069	3.36747	0.8811096	0.0484821	1.60047	0.0175704	0.854476	1.31101	0.419918	1.03488	1.84538	1.15271	2.36376	0.0293454
8420	-1770.409	-1549.578	-220.8311	0.2230606	0.07932775	0.6622142	0.09081493	9	4.856976	0.1240579	0.00108436	0.0480479	0.441134	3.50973	0.7530291	0.0243744	1.60047	0.265216	0.855057	1.4592	0.323	0.34031	1.81991	0.973566	2.27978	0.1205995
8430	-1755.341	-1543.238	-212.1022	0.2005528	0.09038367	0.5598211	0.02847054	10	4.955404	0.1802614	0.000541406	0.034095	0.385099	3.58026	0.5882916	0.0847806	1.78445	0.216418	0.879887	1.57281	0.323	0.946766	1.65027	1.11015	2.38664	0.04839529
8440	-1766.797	-1554.077	-212.7208	0.2541443	0.08401872	0.7870417	0.02560874	10	4.460941	0.190721	0.00231056	0.0696988	0.510144	3.41785	0.8126505	0.161113	1.56726	0.401502	0.932059	1.57313	0.312049	0.887612	1.83214	1.11015	2.38664	0.03151261
8450	-1755.133	-1543.757	-211.3761	0.2096484	0.10294	0.78986	0.04290894	10	4.605603	0.138941	0.000729866	0.0395205	0.408367	3.55138	0.832769	0.076048	1.63317	0.0875583	1.00234	1.63116	0.347915	0.947098	1.97927	1.0665	2.1987	0.05152562
8460	-1758.261	-1548.21	-210.0509	0.2599923	0.08931376	0.6666296	0.03501944	10	4.882361	0.2070623	0.00261053	0.0739951	0.52209	3.4013	0.7016491	0.076048	1.63317	0.0416872	0.933525	0.976424	0.382069	1.09214	1.88437	1.0665	2.05088	0.04991019
8470	-1755.08	-1543.758	-211.3225	0.2536853	0.1030366	0.7460756	0.03075381	10	4.843995	0.1447047	0.00228798	0.069364	0.509193	3.41915	0.7768294	0.214242	1.63317	0.0416872	0.864099	1.68009	0.423721	0.76341	2.13423	0.970151	1.9732	0.03958889
8480	-1749.529	-1544.786	-204.7427	0.2059788	0.124437	0.6984624	0.03374826	10	4.873236	0.1487735	0.000649068	0.0372943	0.399081	3.56298	0.7322106	0.012881	1.45593	0.0300085	0.794236	1.41712	0.409382	0.76341	1.9713	0.848378	1.72759	0.04609092
8490	-1747.927	-1538.394	-209.5334	0.2375741	0.1099421	0.7245301	0.19589	10	4.400147	0.1192903	0.00158235	0.0578747	0.474538	3.466	0.9204201	0.075887	1.22481	0.0596008	0.710162	1.53068	0.409382	0.592079	2.02556	0.747185	1.83096	0.2128267
8500	-1753.283	-1544.042	-209.2405	0.2186286	0.1072665	0.6090894	0.04724939	10	4.976804	0.226253	0.000956536	0.0451659	0.43051	3.52337	0.6563388	0.107048	1.22481	0.0596008	0.914558	1.57884	0.440063	0.440605	2.00586	1.04474	1.83096	0.07198934
8510	-1745.413	-1539.321	-206.0926	0.2434352	0.1027994	0.6725964	0.07048005	10	4.765855	0.2243755	0.00181979	0.0619916	0.487435	3.44875	0.7430765	0.0644662	1.02186	0.0207163	0.882954	1.6359	0.421502	0.523371	2.00586	1.06448	1.8266	0.09484899
8520	-1750.614	-1542.036	-208.5776	0.2181257	0.1172425	0.7711298	0.1479999	10	4.913206	0.2695107	0.000942713	0.0448427	0.429292	3.52492	0.9191297	0.059713	1.02186	0.122234	0.939299	1.68513	0.389337	0.619982	1.8778	1.05757	1.8266	0.1610218
8530	-1747.455	-1541.771	-205.684	0.2166466	0.1113623	0.7034418	0.09121038	10	4.628835	0.2113787	0.000902852	0.0438969	0.425694	3.52951	0.7946522	0.0232893	1.29511	0.122234	0.928018	1.57149	0.389337	0.669849	1.73915	1.00668	1.73852	0.1147803
8540	-1750.137	-1538.988	-211.1483	0.1989044	0.1125189	0.4847674	0.1523665	9	4.435504	0.1742247	0.000511376	0.0331459	0.380793	3.58555	0.6371339	0.0447998	1.03066	0.1029	0.928018	1.57149	0.356522	0.833523	1.71019	1.08677	1.73852	0.2391436
8550	-1756.145	-1547.387	-208.7586	0.2345209	0.1194507	0.6591536	0.1922302	10	4.749758	0.274774	0.00146712	0.0557618	0.467686	3.47508	0.8513837	0.0492561	1.1306	0.0853258	0.744157	1.64447	0.380114	0.796208	1.79166	1.08677	1.73852	0.2257856
8560	-1749.596	-1544.422	-205.1743	0.2751227	0.1225803	0.821597	0.139814	10	4.17911	0.1983958	0.0034947	0.0853417	0.551561	3.3596	0.961411	0.026963	1.159	0.326062	0.87053	1.38323	0.399972	0.552807	1.56635	1.09588	1.81241	0.1454258
